OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Al the Troianysshe blood,Al the Troyanisshe bloode,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 201,,0,0,Al the Troianysshe blood,Al the Troyanisshe bloode,   ,   ,al@gram_adj the@def_art troianish@adj blod@n1,al@gram_adj the@def_art troianish@adj blod@n1,
Renne and crye as thou were wood,"Renne and crie, as thou were woode,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 202,,9,9,Renne and crye as thou were wood,Renne and crie as thou were woode,Su S u S u Su S,Su S u S u Su Sx,rennen@v1%inf and@conj crien@v%inf as@conj thou@pron%nom ben@v%pt_2 wod@adj,rennen@v1%inf and@conj crien@v%inf as@conj thou@pron%nom ben@v%pt_2 wod@adj,
"On Eolus, the god of wyndes","On Eolus, the god of windes",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 203,,0,0,On Eolus the god of wyndes,On Eolus the god of windes,     ,     ,on@prep eolus@n#propn the@def_art god@n1 of@prep wind@n1%pl,on@prep eolus@n#propn the@def_art god@n1 of@prep wind@n1%pl,
"To blowen oute, of alle kyndes","To blowen out, of alle kindes",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 204,,0,0,To blowen oute of alle kyndes,To blowen out of alle kindes,     ,     ,to@part blouen@v1%inf oute@adv#prep of@prep al@gram_adj kinde@n%pl,to@part blouen@v1%inf oute@adv#prep of@prep al@gram_adj kinde@n%pl,
So lowde that he shulde drenche,"So loude, that he shulde drenche°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 205,,0,0,So lowde that he shulde drenche,So loude that he shulde drenche,     ,     ,so@adv loude@adv that@conj he@pron1%nom shulen@v1%pt_3 drenchen@v%inf,so@adv loude@adv that@conj he@pron1%nom shulen@v1%pt_3 drenchen@v%inf,
"Lord and lady, grom and wenche","Lord and lady, grome and wenche,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 206,,0,0,Lord and lady grom and wenche,Lord and lady grome and wenche,     ,     ,lord@n and@conj ladie@n grom@n and@conj wench@n,lord@n and@conj ladie@n grom@n and@conj wench@n,
Of al the Troian nacion,Of al the Troyan nacioun,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 207,,0,0,Of al the Troian nacion,Of al the Troyan nacioun,    ,    ,of@prep al@gram_adj the@def_art troian@adj nacioun@n,of@prep al@gram_adj the@def_art troian@adj nacioun@n,
Withoute any savacion.,Withoute any savacioun.,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 208,,0,0,Withoute any savacion,Withoute any savacioun,  ,  ,withouten@prep ani@gram_adj savacioun@n,withouten@prep ani@gram_adj savacioun@n,
Ther saugh I such tempeste aryse,¶Ther saw I swich tempeste arise,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 209,,0,0,Ther saugh I such tempeste aryse,Ther saw I swich tempeste arise,     ,     ,ther@adv sen@v1%pt_1 ich@pron%nom swich@gram_adj tempest@n arisen@v%inf,ther@adv sen@v1%pt_1 ich@pron%nom swich@gram_adj tempest@n arisen@v%inf,
That every herte myght agryse,"That every herte mighte agrise,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 210,,9,9,That every herte myght agryse,That every herte mighte agrise,S uSu Su S uSx,S uSu Su Sx uSx,that@conj everi@pron_gram_adj herte@n mouen@v3%pt_3 agrisen@v%inf,that@conj everi@pron_gram_adj herte@n mouen@v3%pt_3 agrisen@v%inf,
To see hyt peynted on the wal.,To see it peinted on the walle.,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 211,,0,0,To see hyt peynted on the wal,To see it peinted on the walle,      ,      ,to@part sen@v1%inf hit@pron peinten@v%ppl_abs on@prep the@def_art wal@n1,to@part sen@v1%inf hit@pron peinten@v%ppl_abs on@prep the@def_art wal@n1,
Ther saugh I graven eke withal,Ther saw I graven eek withalle,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 212,,0,0,Ther saugh I graven eke withal,Ther saw I graven eek withalle,     ,     ,ther@adv sen@v1%pt_1 ich@pron%nom graven@v1%ppl_abs ek@adv with-al@adv,ther@adv sen@v1%pt_1 ich@pron%nom graven@v1%ppl_abs ek@adv with-al@adv,
"Venus, how ye, my lady dere","Venus, how ye, my lady dere",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 213,,0,0,Venus how ye my lady dere,Venus how ye my lady dere,     ,     ,venus@n#propn hou@adv&conj ye@pron%pl_nom min@pron%gen ladie@n dere@adj1,venus@n#propn hou@adv&conj ye@pron%pl_nom min@pron%gen ladie@n dere@adj1,
Wepynge with ful woful chere,"Weping with ful woful chere,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 214,,0,0,Wepynge with ful woful chere,Weping with ful woful chere,    ,    ,wepen@v%prp_abs with@prep ful@adv woful@adj chere@n1,wepen@v%prp_abs with@prep ful@adv woful@adj chere@n1,
Prayen Jupiter on hye,Prayen Jupiter an hie°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 215,,0,0,Prayen Jupiter on hye,Prayen Jupiter an hie,   ,   ,preien@v1%pr_pl jupiter@n#propn on@prep heigh@adj#n,preien@v1%pr_pl jupiter@n#propn on@prep heigh@adj#n,
To save and kepe that navye,To save and kepe° that navie,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 216,,0,0,To save and kepe that navye,To save and kepe that navie,     ,     ,to@part saven@v%inf and@conj kepen@v%inf that@art&gram_adj navie@n,to@part saven@v%inf and@conj kepen@v%inf that@art&gram_adj navie@n,
Of the Troian Eneas,Of the Troyan Eneas,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 217,,0,0,Of the Troian Eneas,Of the Troyan Eneas,   ,   ,of@prep the@def_art troian@adj eneas@n#propn,of@prep the@def_art troian@adj eneas@n#propn,
Syth that he hir sone was.,Sith that he hir sone was.,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 218,,0,0,Syth that he hir sone was,Sith that he hir sone was,     ,     ,sitthe@conj that@part he@pron1%nom hire@pron1%fem_gen sone@n ben@v%pt_3,sitthe@conj that@part he@pron1%nom hire@pron1%fem_gen sone@n ben@v%pt_3,
Ther saugh I Joves Venus kysse,¶Ther saw I Joves Venus kisse,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 219,,0,0,Ther saugh I Joves Venus kysse,Ther saw I Joves Venus kisse,     ,     ,ther@adv sen@v1%pt_1 ich@pron%nom jove@n#propn venus@n#propn kissen@v%inf,ther@adv sen@v1%pt_1 ich@pron%nom jove@n#propn venus@n#propn kissen@v%inf,
And graunted of the tempest lysse.,And graunted of the tempest lisse.°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 220,,0,0,And graunted of the tempest lysse,And graunted of the tempest lisse,     ,     ,and@conj graunten@v%pt_3 of@prep the@def_art tempest@n lisse@n,and@conj graunten@v%pt_3 of@prep the@def_art tempest@n lisse@n,
Ther saugh I how the tempest stente,"Ther saw I how the tempest stente,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 221,,0,0,Ther saugh I how the tempest stente,Ther saw I how the tempest stente,      ,      ,ther@adv sen@v1%pt_1 ich@pron%nom hou@adv&conj the@def_art tempest@n stinten@v%pt_3,ther@adv sen@v1%pt_1 ich@pron%nom hou@adv&conj the@def_art tempest@n stinten@v%pt_3,
And how with alle pyne he wente,And how with alle pine° he wente,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 222,,0,0,And how with alle pyne he wente,And how with alle pine he wente,      ,      ,and@conj hou@adv&conj with@prep al@gram_adj pine@n1 he@pron1%nom wenden@v%pt_3,and@conj hou@adv&conj with@prep al@gram_adj pine@n1 he@pron1%nom wenden@v%pt_3,
And prively tok arryvage,And prevely° took arrivage°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 223,,0,0,And prively tok arryvage,And prevely took arrivage,   ,   ,and@conj privelie@adv taken@v%pt_3 arivage@n,and@conj privelie@adv taken@v%pt_3 arivage@n,
In the contree of Cartage;,In the contree of Cartage;°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 224,,0,0,In the contree of Cartage,In the contree of Cartage,    ,    ,in@prep the@def_art contree@n of@prep cartage@n1#propn,in@prep the@def_art contree@n of@prep cartage@n1#propn,
"And on the morwe, how that he","And on the morwe, how that he",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 225,,0,0,And on the morwe how that he,And on the morwe how that he,      ,      ,and@conj on@prep the@def_art morwe@n hou@adv&conj that@part he@pron1%nom,and@conj on@prep the@def_art morwe@n hou@adv&conj that@part he@pron1%nom,
And a knyght highte Achate,"And a knight, hight° Achatee",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 226,,0,0,And a knyght highte Achate,And a knight hight Achatee,    ,    ,and@conj a@indef_art knight@n hoten@v1%pt_3 achates@n#propn,and@conj a@indef_art knight@n hoten@v1%pt_3 achates@n#propn,
Mette with Venus that day,Metten with Venus that day,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 227,DIFF,0,0,Mette with Venus that day,Metten with Venus that day,    ,    ,meten@v4%pt_3 with@prep venus@n#propn that@art&gram_adj dai@n,meten@v4%pt_pl with@prep venus@n#propn that@art&gram_adj dai@n,green
Goynge in a queynt array,"Goinge in a queint array,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 228,,0,0,Goynge in a queynt array,Goinge in a queint array,    ,    ,gon@v%prp_abs in@prep a@indef_art queinte@adj arrai@n,gon@v%prp_abs in@prep a@indef_art queinte@adj arrai@n,
As she had ben an hunteresse,As° she had ben an hunteresse,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 229,,0,0,As she had ben an hunteresse,As she had ben an hunteresse,     ,     ,as@conj she@pron%nom haven@v%pt_3 ben@v%ppl a@indef_art hunteresse@n,as@conj she@pron%nom haven@v%pt_3 ben@v%ppl a@indef_art hunteresse@n,
With wynd blowynge upon hir tresse;,With wind blowinge upon hir tresse;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 230,,0,0,With wynd blowynge upon hir tresse,With wind blowinge upon hir tresse,     ,     ,with@prep wind@n1 blouen@v1%prp_abs upon@prep hire@pron1%fem_gen tresse@n,with@prep wind@n1 blouen@v1%prp_abs upon@prep hire@pron1%fem_gen tresse@n,
How Eneas gan hym to pleyne,"How Eneas gan him to pleine,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 231,,0,0,How Eneas gan hym to pleyne,How Eneas gan him to pleine,     ,     ,hou@adv&conj eneas@n#propn ginnen@v%pt_3 him@pron%obj to@part pleinen@v%inf,hou@adv&conj eneas@n#propn ginnen@v%pt_3 him@pron%obj to@part pleinen@v%inf,
"When that he knew hir, of his peyne;","Whan that he knew hir, of his peine;",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 232,,0,0,When that he knew hir of his peyne,Whan that he knew hir of his peine,       ,       ,whan@adv&conj that@part he@pron1%nom knouen@v%pt_3 hire@pron2%fem_obj of@prep his@pron1%gen peine@n,whan@adv&conj that@part he@pron1%nom knouen@v%pt_3 hire@pron2%fem_obj of@prep his@pron1%gen peine@n,
And how his shippes dreynte were,And how his shippes dreinte° were,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 233,,0,0,And how his shippes dreynte were,And how his shippes dreinte were,     ,     ,and@conj hou@adv&conj his@pron1%gen ship@n%pl drenchen@v%ppl ben@v%pt_pl,and@conj hou@adv&conj his@pron1%gen ship@n%pl drenchen@v%ppl ben@v%pt_pl,
"Or elles lost, he nyste where;","Or elles lost, he niste° where;",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 234,,0,0,Or elles lost he nyste where,Or elles lost he niste where,     ,     ,or@conj elles@adv losen@v2%ppl he@pron1%nom witen@v1%pt_3_neg wher@adv&conj,or@conj elles@adv losen@v2%ppl he@pron1%nom witen@v1%pt_3_neg wher@adv&conj,
How she gan hym comforte thoo,How she gan him comforte tho,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 235,,0,0,How she gan hym comforte thoo,How she gan him comforte tho,     ,     ,hou@adv&conj she@pron%nom ginnen@v%pt_3 him@pron%obj comforten@v%inf tho@adv,hou@adv&conj she@pron%nom ginnen@v%pt_3 him@pron%obj comforten@v%inf tho@adv,
And bad hym to Cartage goo,And bad him to Cartage go,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 236,,0,0,And bad hym to Cartage goo,And bad him to Cartage go,     ,     ,and@conj bidden@v%pt_3 him@pron%obj to@prep cartage@n1#propn gon@v%inf,and@conj bidden@v%pt_3 him@pron%obj to@prep cartage@n1#propn gon@v%inf,
And ther he shulde his folk fynde,And ther he shulde his folke finde,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 237,,0,0,And ther he shulde his folk fynde,And ther he shulde his folke finde,      ,      ,and@conj ther@adv he@pron1%nom shulen@v1%pt_3 his@pron1%gen folk@n finden@v%inf,and@conj ther@adv he@pron1%nom shulen@v1%pt_3 his@pron1%gen folk@n finden@v%inf,
That in the see were left behynde.,That in the see were left behinde.,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 238,,9,9,That in the see were left behynde,That in the see were left behinde,S u S u Su S uSx,S u S u Su S uSx,that@pron in@prep the@def_art se@n1 ben@v%pt_3 leven@v1%ppl bihinden@adv&adj,that@pron in@prep the@def_art se@n1 ben@v%pt_3 leven@v1%ppl bihinden@adv&adj,
"And, shortly of this thyng to pace","¶And, shortly of this thing to pace",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 239,,0,0,And shortly of this thyng to pace,And shortly of this thing to pace,      ,      ,and@conj shortli@adv of@prep this@gram_adj thing@n to@part passen@v%inf,and@conj shortli@adv of@prep this@gram_adj thing@n to@part passen@v%inf,
She made Eneas so in grace,She made Eneas so in grace,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 240,,0,0,She made Eneas so in grace,She made Eneas so in grace,     ,     ,she@pron%nom maken@v1%pt_3 eneas@n#propn so@adv in@prep grace@n,she@pron%nom maken@v1%pt_3 eneas@n#propn so@adv in@prep grace@n,
"Of Dido, quene of that contree","Of Dido, quene of that contree",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 241,,0,0,Of Dido quene of that contree,Of Dido quene of that contree,     ,     ,of@prep dido@n#propn quene@n2 of@prep that@art&gram_adj contree@n,of@prep dido@n#propn quene@n2 of@prep that@art&gram_adj contree@n,
"That, shortly for to tellen, she","That, shortly for to tellen, she",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 242,,0,0,That shortly for to tellen she,That shortly for to tellen she,     ,     ,that@conj shortli@adv for@prep#adv to@part tellen@v%inf she@pron%nom,that@conj shortli@adv for@prep#adv to@part tellen@v%inf she@pron%nom,
Becam hys love and let him doo,"Becam his love, and leet him do",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 243,,0,0,Becam hys love and let him doo,Becam his love and leet him do,      ,      ,bicomen@v%pt_3 his@pron1%gen love@n1 and@conj leten@v%pt_3 him@pron%obj don@v1%inf,bicomen@v%pt_3 his@pron1%gen love@n1 and@conj leten@v%pt_3 him@pron%obj don@v1%inf,
Al that weddynge longeth too.,Al that wedding longeth to.°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 244,,0,0,Al that weddynge longeth too,Al that wedding longeth to,    ,    ,al@gram_adjas_n that@pron weddinge@ger longen@v3%pr_3 to@prep,al@gram_adjas_n that@pron weddinge@ger longen@v3%pr_3 to@prep,
What shulde I speke more queynte,"What° shulde I speke more queinte,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 245,,0,0,What shulde I speke more queynte,What shulde I speke more queinte,     ,     ,what@adv shulen@v1%pt_3 ich@pron%nom speken@v%inf more@adv%comp queinte@adv,what@adv shulen@v1%pt_3 ich@pron%nom speken@v%inf more@adv%comp queinte@adv,
Or peyne me my wordes peynte,"Or peine me° my wordes peinte,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 246,,0,0,Or peyne me my wordes peynte,Or peine me my wordes peinte,     ,     ,or@conj peinen@v%inf me@pron2%obj min@pron%gen word@n%pl peinten@v%inf,or@conj peinen@v%inf me@pron2%obj min@pron%gen word@n%pl peinten@v%inf,
To speke of love? Hyt wol not be;,To speke of love? it wol not be;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 247,,0,0,To speke of love Hyt wol not be,To speke of love it wol not be,       ,       ,to@part speken@v%inf of@prep love@n1 hit@pron willen@v%pr_3 not@adv ben@v%inf,to@part speken@v%inf of@prep love@n1 hit@pron willen@v%pr_3 not@adv ben@v%inf,
I kan not of that faculte.,I can° not of that facultee.°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 248,,0,0,I kan not of that faculte,I can not of that facultee,     ,     ,ich@pron%nom connen@v%pr_3 not@adv of@prep that@art&gram_adj faculte@n,ich@pron%nom connen@v%pr_3 not@adv of@prep that@art&gram_adj faculte@n,
And eke to telle the manere,And eek to telle the manere,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 249,,0,0,And eke to telle the manere,And eek to telle the manere,     ,     ,and@conj ek@adv to@part tellen@v%inf the@def_art manere@n,and@conj ek@adv to@part tellen@v%inf the@def_art manere@n,
How they aqueynteden in fere,"How they aqueinteden infere,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 250,DIFF,0,0,How they aqueynteden in fere,How they aqueinteden infere,    ,   ,hou@adv&conj thei@pron%pl_nom aqueinten@v%pt_pl in@prep fere@n2,hou@adv&conj thei@pron%pl_nom aqueinten@v%pt_pl in-fere@adv,green
Hyt were a long proces to telle,Hit were a long proces° to telle,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 251,,0,0,Hyt were a long proces to telle,Hit were a long proces to telle,      ,      ,hit@pron ben@v%pt_3 a@indef_art long@adj1 proces@n to@part tellen@v%inf,hit@pron ben@v%pt_3 a@indef_art long@adj1 proces@n to@part tellen@v%inf,
And over-long for yow to dwelle.,And over long for yow to dwelle.,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 252,DIFF,0,0,And overlong for yow to dwelle,And over long for yow to dwelle,     ,      ,and@conj overlonge@adv for@prep you@pron%pl_obj to@part dwellen@v%inf,and@conj   for@prep you@pron%pl_obj to@part dwellen@v%inf,
Ther sawgh I grave how Eneas,¶Ther sawgh I grave how Eneas,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 253,,0,0,Ther sawgh I grave how Eneas,Ther sawgh I grave how Eneas,     ,     ,ther@adv sen@v1%pt_1 ich@pron%nom graven@v1%ppl_abs hou@adv&conj eneas@n#propn,ther@adv sen@v1%pt_1 ich@pron%nom graven@v1%ppl_abs hou@adv&conj eneas@n#propn,
Tolde Dido every caas,"Tolde Dido every cas,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 254,,0,0,Tolde Dido every caas,Tolde Dido every cas,   ,   ,tellen@v%pt_3 dido@n#propn everi@pron_gram_adj cas@n,tellen@v%pt_3 dido@n#propn everi@pron_gram_adj cas@n,
That hym was tyd upon the see.,That him was tid° upon the see.,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 255,,0,0,That hym was tyd upon the see,That him was tid upon the see,      ,      ,that@pron him@pron%obj ben@v%pt_3 tiden@v%ppl upon@prep the@def_art se@n1,that@pron him@pron%obj ben@v%pt_3 tiden@v%ppl upon@prep the@def_art se@n1,
And after grave was how shee,"And after grave was, how shee",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 256,,0,0,And after grave was how shee,And after grave was how shee,     ,     ,and@conj after@adv graven@v1%ppl ben@v%pt_3 hou@adv&conj she@pron%nom,and@conj after@adv graven@v1%ppl ben@v%pt_3 hou@adv&conj she@pron%nom,
Made of hym shortly at oo word,"Made of him, shortly, at oo worde,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 257,,9,9,Made of hym shortly at oo word,Made of him shortly at oo worde,Su S u Su S u S,Su S u Su S u Sx,maken@v1%pt_3 of@prep him@pron%obj shortli@adv at@prep o@num_adj word@n,maken@v1%pt_3 of@prep him@pron%obj shortli@adv at@prep o@num_adj word@n,
"Hyr lyf, hir love, hir lust, hir lord","Hir lif, hir love, hir luste, hir lorde;",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 258,,0,0,Hyr lyf hir love hir lust hir lord,Hir lif hir love hir luste hir lorde,       ,       ,hire@pron1%fem_gen lif@n hire@pron1%fem_gen love@n1 hire@pron1%fem_gen lust@n hire@pron1%fem_gen lord@n,hire@pron1%fem_gen lif@n hire@pron1%fem_gen love@n1 hire@pron1%fem_gen lust@n hire@pron1%fem_gen lord@n,
And dide hym al the reverence,"And dide him al the reverence,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 259,,0,0,And dide hym al the reverence,And dide him al the reverence,     ,     ,and@conj don@v1%pt_3 him@pron%obj al@gram_adj the@def_art reverence@n,and@conj don@v1%pt_3 him@pron%obj al@gram_adj the@def_art reverence@n,
And leyde on hym al the dispence,"And leide on him al the dispence,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 260,,0,0,And leyde on hym al the dispence,And leide on him al the dispence,      ,      ,and@conj leien@v1%pt_3 on@prep him@pron%obj al@gram_adj the@def_art dispense@n,and@conj leien@v1%pt_3 on@prep him@pron%obj al@gram_adj the@def_art dispense@n,
That any woman myghte do,That any woman mighte do,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 261,,0,0,That any woman myghte do,That any woman mighte do,    ,    ,that@pron ani@gram_adj womman@n mouen@v3%pt_3 don@v1%inf,that@pron ani@gram_adj womman@n mouen@v3%pt_3 don@v1%inf,
Wenynge hyt had al be so,Weninge° it had al be so,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 262,,0,0,Wenynge hyt had al be so,Weninge it had al be so,     ,     ,wenen@v2%prp_abs hit@pron haven@v%pt_3 al@gram_adjas_n ben@v%pr_3 so@adv,wenen@v2%prp_abs hit@pron haven@v%pt_3 al@gram_adjas_n ben@v%pr_3 so@adv,
As he hir swor; and herby demed,As he hir swoor; and herby demed°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 263,,9,9,As he hir swor and herby demed,As he hir swoor and herby demed,S u S u S uS uS,S u S u S uS uS,as@conj he@pron1%nom hire@pron2%fem_obj sweren@v%pt_3 and@conj her-bi@adv demen@v%pt_3,as@conj he@pron1%nom hire@pron2%fem_obj sweren@v%pt_3 and@conj her-bi@adv demen@v%pt_3,
"That he was good, for he such semed.","That he was good, for he swich semed.",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 264,,9,9,That he was good for he such semed,That he was good for he swich semed,S u S u S u S uS,S u S u S u S uS,that@conj he@pron1%nom ben@v%pt_3 god@adj for@conj he@pron1%nom swich@gram_adj semen@v2%pt_3,that@conj he@pron1%nom ben@v%pt_3 god@adj for@conj he@pron1%nom swich@gram_adj semen@v2%pt_3,
Allas! what harm doth apparence,Allas! what harm doth apparence,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 265,,0,0,Allas what harm doth apparence,Allas what harm doth apparence,    ,    ,alas@interj what@gram_adj harm@n don@v1%pr_3 apparaunce@n,alas@interj what@gram_adj harm@n don@v1%pr_3 apparaunce@n,
Whan hit is fals in existence!,Whan it is fals in existence!,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 266,,0,0,Whan hit is fals in existence,Whan it is fals in existence,     ,     ,whan@adv&conj hit@pron ben@v%pr_3 fals@adj in@prep existence@n,whan@adv&conj hit@pron ben@v%pr_3 fals@adj in@prep existence@n,
For he to hir a traytour was;,For he to hir a traitour was;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 267,,0,0,For he to hir a traytour was,For he to hir a traitour was,      ,      ,for@conj he@pron1%nom to@prep hire@pron2%fem_obj a@indef_art traitour@n ben@v%pt_3,for@conj he@pron1%nom to@prep hire@pron2%fem_obj a@indef_art traitour@n ben@v%pt_3,
"Wherfore she slow hirself, allas!","Wherfor she slow° hirself, allas!",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 268,,0,0,Wherfore she slow hirself allas,Wherfor she slow hirself allas,    ,    ,wher-for@adv she@pron%nom slen@v%pt_3 hire-self@pron alas@interj,wher-for@adv she@pron%nom slen@v%pt_3 hire-self@pron alas@interj,
