OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
And maken a chartre of lond or acquitaunce.,And make a chartre of lond or acquitaunce.°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3327,DIFF,10,10,And maken a chartre of lond or acquitaunce,And make a chartre of lond or acquitaunce,u Sx u Sx u S u SuSx,u Sx u Sx u S u SuSx,and@conj  a@indef_art chartre@n1 of@prep lond@n or@conj aquitaunce@n,and@conj  a@indef_art chartre@n1 of@prep lond@n or@conj aquitaunce@n,
In twenty manere koude he trippe and daunce,In twenty maner coude he trippe° and daunce,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3328,,10,10,In twenty manere koude he trippe and daunce,In twenty maner coude he trippe and daunce,u Su Sux Sx u Sx u Sx,u Su Su Sx u Sx u Sx,in@prep twenti@num_adj manere@n connen@v%pt_3 he@pron1%nom trippen@v%inf and@conj dauncen@v%inf,in@prep twenti@num_adj manere@n connen@v%pt_3 he@pron1%nom trippen@v%inf and@conj dauncen@v%inf,green
After the scole of Oxenforde tho,"After the scole of Oxenforde tho,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3329,,10,10,After the scole of Oxenforde tho,After the scole of Oxenforde tho,uS u Sx u SuSu S,uS u Sx u SuSu S,after@prep the@def_art scole@n2 of@prep oxenford@n#propn tho@adv,after@prep the@def_art scole@n2 of@prep oxenford@n#propn tho@adv,green
And with his legges casten to and fro,And with his legges casten to and fro,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3330,,10,10,And with his legges casten to and fro,And with his legges casten to and fro,u S u Su Su S u S,u S u Su Su S u S,and@conj with@prep his@pron1%gen leg@n%pl casten@v%inf to@adv1 and@conj from@adv,and@conj with@prep his@pron1%gen leg@n%pl casten@v%inf to@adv1 and@conj from@adv,green
And pleyen songes on a smal rubible;,And pleyen songes on a small rubible;°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3331,,10,10,And pleyen songes on a smal rubible,And pleyen songes on a small rubible,u Su Su S u S uSx,u Su Su S u S uSx,and@conj pleien@v1%inf song@n%pl on@prep a@indef_art smal@adj ribible@n,and@conj pleien@v1%inf song@n%pl on@prep a@indef_art smal@adj ribible@n,green
Therto he song som tyme a loud quynyble;,Therto he song somtime a loud quinible;°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3332,DIFF,10,10,Therto he song som tyme a loud quynyble,Therto he song somtime a loud quinible,uS u S u Sx u S uSx,uS u S uSx u S uSx,ther-to@adv he@pron1%nom singen@v%pt_3 som-time@adv a@indef_art loud@adj quinible@adj#n,ther-to@adv he@pron1%nom singen@v%pt_3 som-time@adv a@indef_art loud@adj quinible@adj#n,green
And as wel koude he pleye on a giterne.,And as wel coude he pleye on his giterne.°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3333,DIFF,10,10,And as wel koude he pleye on a giterne,And as wel coude he pleye on his giterne,u S u Sx u S u S uSx,u S u Sx u S u S uSx,and@conj as@conj wel@adv connen@v%pt_3 he@pron1%nom pleien@v1%inf on@prep his@pron1%gen giterne@n,and@conj as@conj wel@adv connen@v%pt_3 he@pron1%nom pleien@v1%inf on@prep his@pron1%gen giterne@n,green
In al the toun nas brewhous ne taverne,In al the toun nas brewhous ne taverne,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3334,,10,10,In al the toun nas brewhous ne taverne,In al the toun nas brewhous ne taverne,u S u S u Su S uSx,u S u S u Su S uSx,in@prep al@gram_adj the@def_art toun@n ben@v%pt_3_neg breu-hous@n ne@conj1 taverne@n,in@prep al@gram_adj the@def_art toun@n ben@v%pt_3_neg breu-hous@n ne@conj1 taverne@n,green
That he ne visited with his solas,That he ne visited with his solas,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3335,,10,10,That he ne visited with his solas,That he ne visited with his solas,u S u SuS u S uS,u S u SuS u S uS,that@pron he@pron1%nom ne@adv visiten@v%pt_3 with@prep his@pron1%gen solas@n,that@pron he@pron1%nom ne@adv visiten@v%pt_3 with@prep his@pron1%gen solas@n,green
Ther any gaylard tappestere was.,Ther any gaylard tappestere° was.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3336,,10,10,Ther any gaylard tappestere was,Ther any gaylard tappestere was,u Su Su SuSu S,u Su Su SuSu S,ther@adv ani@gram_adj gaillard@adj tappestere@n ben@v%pt_3,ther@adv ani@gram_adj gaillard@adj tappestere@n ben@v%pt_3,green
"But sooth to seyn, he was somdeel squaymous","But sooth to seyn, he was somdel squaimous°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3337,,10,10,But sooth to seyn he was somdeel squaymous,But sooth to seyn he was somdel squaimous,u S u S u S uS uS,u S u S u S uS uS,but@conj soth@n to@part seien@v1%inf he@pron1%nom ben@v%pt_3 som-del@adv squaimous@adj,but@conj soth@n to@part seien@v1%inf he@pron1%nom ben@v%pt_3 som-del@adv squaimous@adj,green
"Of fartyng, and of speche daungerous.","Of farting, and of speche daungerous°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3338,,10,10,Of fartyng and of speche daungerous,Of farting and of speche daungerous,u Su S u Su SuS,u Su S u Su SuS,of@prep ferting@ger and@conj of@prep speche@n daungerous@adj,of@prep ferting@ger and@conj of@prep speche@n daungerous@adj,green
"This Absolon, that jolif was and gay","¶This Absolon, that jolif was and gay",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3339,,10,10,This Absolon that jolif was and gay,This Absolon that jolif was and gay,u SuS u Su S u S,u SuS u Su S u S,this@gram_adj absolon@n1#propn that@pron joli@adj ben@v%pt_3 and@conj gai@adj,this@gram_adj absolon@n1#propn that@pron joli@adj ben@v%pt_3 and@conj gai@adj,green
Gooth with a sencer on the haliday,Gooth with a sencer° on the haliday,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3340,,10,10,Gooth with a sencer on the haliday,Gooth with a sencer on the haliday,u S u Su S u SuS,u S u Su S u SuS,gon@v%pr_3 with@prep a@indef_art censer@n1 on@prep the@def_art hali-dai@n,gon@v%pr_3 with@prep a@indef_art censer@n1 on@prep the@def_art hali-dai@n,green
Sensynge the wyves of the parisshe faste;,Sensinge the wives of the parish faste;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3341,,10,10,Sensynge the wyves of the parisshe faste,Sensinge the wives of the parish faste,uSx u Su S u Sux Sx,uSx u Su S u Su Sx,censen@v%prp_abs the@def_art wif@n%pl of@prep the@def_art parishe@n faste@adv,censen@v%prp_abs the@def_art wif@n%pl of@prep the@def_art parishe@n faste@adv,green
And many a lovely look on hem he caste,And many a lovely° look on hem he caste,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3342,,0,0,And many a lovely look on hem he caste,And many a lovely look on hem he caste,        ,        ,and@conj mani@gram_adj a@indef_art loveli@adj lok@n4 on@prep hem@pron%pl_obj he@pron1%nom casten@v%pt_3,and@conj mani@gram_adj a@indef_art loveli@adj lok@n4 on@prep hem@pron%pl_obj he@pron1%nom casten@v%pt_3,green
And namely on this carpenteris wyf.,And namely° on this carpenteres wif.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3343,,10,10,And namely on this carpenteris wyf,And namely on this carpenteres wif,u SuS u S uSxu S,u SuS u S uSux S,and@conj nameli@adv on@prep this@gram_adj carpenter@n%gen wif@n,and@conj nameli@adv on@prep this@gram_adj carpenter@n%gen wif@n,green
To looke on hire hym thoughte a myrie lyf,To looke on hir him thoughte a mery lif,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3344,,10,10,To looke on hire hym thoughte a myrie lyf,To looke on hir him thoughte a mery lif,u Sx u Sx u Sx u Su S,u Sx u S u Sx u Su S,to@part loken@v2%inf on@prep hire@pron2%fem_obj him@pron%obj thinken@v1%pt_3 a@indef_art mirie@adj lif@n,to@part loken@v2%inf on@prep hire@pron2%fem_obj him@pron%obj thinken@v1%pt_3 a@indef_art mirie@adj lif@n,green
She was so propre and sweete and likerous.,She was so propre° and swete and likerous.°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3345,,10,10,She was so propre and sweete and likerous,She was so propre and swete and likerous,u S u Sx u Sx u SuS,u S u Sx u Sx u SuS,she@pron%nom ben@v%pt_3 so@adv propre@adj and@conj swete@adj and@conj likerous@adj,she@pron%nom ben@v%pt_3 so@adv propre@adj and@conj swete@adj and@conj likerous@adj,green
"I dar wel seyn, if she hadde been a mous","I dar wel seyn, if she had been a mous",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3346,,10,10,I dar wel seyn if she hadde been a mous,I dar wel seyn if she had been a mous,u S u S u x Su S u S,u S u S u S u S u S,ich@pron%nom durren@v%pr_1 wel@adv seien@v1%inf if@conj she@pron%nom haven@v%pt_3 ben@v%ppl a@indef_art mous@n,ich@pron%nom durren@v%pr_1 wel@adv seien@v1%inf if@conj she@pron%nom haven@v%pt_3 ben@v%ppl a@indef_art mous@n,green
"And he a cat, he wolde hire hente anon.","And he a cat, he wolde hir hente° anon.",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3347,,10,10,And he a cat he wolde hire hente anon,And he a cat he wolde hir hente anon,u S u S u Sx ux Sx uS,u S u S u Sx u Sx uS,and@conj he@pron1%nom a@indef_art cat@n he@pron1%nom willen@v%pt_3 hire@pron2%fem_obj henten@v%inf an-on@adv,and@conj he@pron1%nom a@indef_art cat@n he@pron1%nom willen@v%pt_3 hire@pron2%fem_obj henten@v%inf an-on@adv,green
"This parissh clerk, this joly Absolon","This parish-clerk, this joly Absolon",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3348,DIFF,10,10,This parissh clerk this joly Absolon,This parishclerk this joly Absolon,u Su S u Su SuS,u SuS u Su SuS,this@gram_adj  this@gram_adj joli@adj absolon@n1#propn,this@gram_adj  this@gram_adj joli@adj absolon@n1#propn,
Hath in his herte swich a love-longynge,"Hath in his herte swich a luf-longinge,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3349,DIFF,10,10,Hath in his herte swich a lovelongynge,Hath in his herte swich a luflonginge,u S u Sx u S uSuSx,u S u Su S u SuSx,haven@v%pr_3 in@prep his@pron1%gen herte@n swich@gram_adj a@indef_art ,haven@v%pr_3 in@prep his@pron1%gen herte@n swich@gram_adj a@indef_art ,
That of no wyf took he noon offrynge;,That of no wif ne took he noon offringe;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3350,DIFF,9,10,That of no wyf took he noon offrynge,That of no wif ne took he noon offringe,S u S u S u S uSx,u S u S u S u S uSx,that@conj of@prep no@gram_adj wif@n  taken@v%pt_3 he@pron1%nom non@gram_adj offringe@ger,that@conj of@prep no@gram_adj wif@n  taken@v%pt_3 he@pron1%nom non@gram_adj offringe@ger,
"For curteisie, he seyde, he wolde noon.","For curteisie, he seide, he wolde noon.",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3351,,10,10,For curteisie he seyde he wolde noon,For curteisie he seide he wolde noon,u SuS u Sx u Su S,u SuS u Sx u Su S,for@prep courteisie@n he@pron1%nom seien@v1%pt_3 he@pron1%nom willen@v%pt_3 non@pron,for@prep courteisie@n he@pron1%nom seien@v1%pt_3 he@pron1%nom willen@v%pt_3 non@pron,green
"The moone, whan it was nyght, ful brighte shoon","¶The mone, whan it was night, ful brighte shoon",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3352,,10,10,The moone whan it was nyght ful brighte shoon,The mone whan it was night ful brighte shoon,u Sx u S u S u Su S,u Sx u S u S u Su S,the@def_art mone@n1 whan@adv&conj hit@pron ben@v%pt_3 night@n ful@adv brighte@adv shinen@v%pt_3,the@def_art mone@n1 whan@adv&conj hit@pron ben@v%pt_3 night@n ful@adv brighte@adv shinen@v%pt_3,green
And Absolon his gyterne hath ytake;,And Absolon his giterne hath ytake,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3353,,10,10,And Absolon his gyterne hath ytake,And Absolon his giterne hath ytake,u SuS u Sux S uSx,u SuS u Sux S uSx,and@conj absolon@n1#propn his@pron1%gen giterne@n haven@v%pr_3 itaken@v%ppl,and@conj absolon@n1#propn his@pron1%gen giterne@n haven@v%pr_3 itaken@v%ppl,green
For paramours he thoghte for to wake.,"For paramours,° he thoghte for to wake.",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3354,,10,10,For paramours he thoghte for to wake,For paramours he thoghte for to wake,u SuS u Su S u Sx,u SuS u Su S u Sx,for@prep par_amoure@adv he@pron1%nom thinken@v2%pt_3 for@prep#adv to@part waken@v%inf,for@prep par_amoure@adv he@pron1%nom thinken@v2%pt_3 for@prep#adv to@part waken@v%inf,green
"And forth he gooth, jolif and amorous","And forth he gooth, jolif° and amorous",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3355,,10,10,And forth he gooth jolif and amorous,And forth he gooth jolif and amorous,u S u S uS u SuS,u S u S uS u SuS,and@conj forth@adv he@pron1%nom gon@v%pr_3 joli@adj and@conj amorous@adj,and@conj forth@adv he@pron1%nom gon@v%pr_3 joli@adj and@conj amorous@adj,green
Til he cam to the carpenteres hous,Til he cam to the carpenteres hous,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3356,,10,10,Til he cam to the carpenteres hous,Til he cam to the carpenteres hous,u S u S u SuSu S,u S u S u SuSu S,til@conj he@pron1%nom comen@v%pt_3 to@prep the@def_art carpenter@n%gen hous@n,til@conj he@pron1%nom comen@v%pt_3 to@prep the@def_art carpenter@n%gen hous@n,green
A litel after cokkes hadde ycrowe,A litel after cokkes hadde ycrowe;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3357,,10,10,A litel after cokkes hadde ycrowe,A litel after cokkes hadde ycrowe,u Su Su Su Sx uSx,u Su Su Su Sx uSx,a@indef_art litel@adj after@prep cok@n1%pl haven@v%pt_3 crouen@v%ppl,a@indef_art litel@adj after@prep cok@n1%pl haven@v%pt_3 crouen@v%ppl,green
And dressed hym up by a shot-wyndowe,And dressed him up by a shot-windowe°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3358,,10,10,And dressed hym up by a shotwyndowe,And dressed him up by a shotwindowe,u Su S u S u SuSx,u Su S u S u SuSx,and@conj dressen@v%pt_3 him@pron%obj up@adv bi@prep a@indef_art shot-windoue@n,and@conj dressen@v%pt_3 him@pron%obj up@adv bi@prep a@indef_art shot-windoue@n,green
That was upon the carpenteris wal.,That was upon the carpenteres wal.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3359,,10,10,That was upon the carpenteris wal,That was upon the carpenteres wal,u S uS u SuSu S,u S uS u SuSu S,that@pron ben@v%pt_3 upon@prep the@def_art carpenter@n%gen wal@n1,that@pron ben@v%pt_3 upon@prep the@def_art carpenter@n%gen wal@n1,green
He syngeth in his voys gentil and smal,"He singeth in his vois gentil and smal,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3360,,10,10,He syngeth in his voys gentil and smal,He singeth in his vois gentil and smal,u Su S u S uS u S,u Su S u S uS u S,he@pron1%nom singen@v%pr_3 in@prep his@pron1%gen voice@n gentil@adj and@conj smal@adj,he@pron1%nom singen@v%pr_3 in@prep his@pron1%gen voice@n gentil@adj and@conj smal@adj,green
"Now, deere lady, if thy wille be","“Now, dere lady, if thy wille be",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3361,,10,10,Now deere lady if thy wille be,Now dere lady if thy wille be,u Su Su S u Su S,u Su Su S u Su S,nou@adv dere@adj1 ladie@n if@conj thin@pron%gen wille@n ben@v%pr_3,nou@adv dere@adj1 ladie@n if@conj thin@pron%gen wille@n ben@v%pr_3,green
I praye yow that ye wole rewe on me,"I prey yow that ye wole rewe° on me,”",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3362,,10,10,I praye yow that ye wole rewe on me,I prey yow that ye wole rewe on me,u S u S u Su Sx u S,u S u S u Su Sx u S,ich@pron%nom preien@v1%pr_1 you@pron%pl_obj that@conj ye@pron%pl_nom willen@v%pr_pl reuen@v1%inf on@prep me@pron2%obj,ich@pron%nom preien@v1%pr_1 you@pron%pl_obj that@conj ye@pron%pl_nom willen@v%pr_pl reuen@v1%inf on@prep me@pron2%obj,green
Ful wel acordaunt to his gyternynge.,Ful wel acordaunt to his giterninge.,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3363,,10,10,Ful wel acordaunt to his gyternynge,Ful wel acordaunt to his giterninge,u S uSu S u SuSx,u S uSu S u SuSx,ful@adv wel@adv accordaunt@adj to@prep his@pron1%gen giterninge@ger,ful@adv wel@adv accordaunt@adj to@prep his@pron1%gen giterninge@ger,green
"This carpenter awook, and herde him synge","This carpenter awook, and herde him singe",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3364,,10,10,This carpenter awook and herde him synge,This carpenter awook and herde him singe,u SuS uS u Sx u Sx,u SuS uS u Sx u Sx,this@gram_adj carpenter@n awaken@v%pt_3 and@conj heren@v%pt_3 him@pron%obj singen@v%inf,this@gram_adj carpenter@n awaken@v%pt_3 and@conj heren@v%pt_3 him@pron%obj singen@v%inf,green
"And spak unto his wyf, and seyde anon","And spak unto his wif, and seide anon",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3365,,10,10,And spak unto his wyf and seyde anon,And spak unto his wif and seide anon,u S uS u S u Sx uS,u S uS u S u Sx uS,and@conj speken@v%pt_3 unto@prep his@pron1%gen wif@n and@conj seien@v1%pt_3 an-on@adv,and@conj speken@v%pt_3 unto@prep his@pron1%gen wif@n and@conj seien@v1%pt_3 an-on@adv,green
What! Alison! Herestow nat Absolon,“What! Alison! herestow nat Absolon,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3366,,10,10,What Alison Herestow nat Absolon,What Alison herestow nat Absolon,u SuS uxS u SuS,u SuS uxS u SuS,what@interj alisoun@n1#propn heren@v%pr_2_pron not@adv absolon@n1#propn,what@interj alisoun@n1#propn heren@v%pr_2_pron not@adv absolon@n1#propn,green
That chaunteth thus under oure boures wal?,That chaunteth° thus under our boures° wal?”,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3367,,10,10,That chaunteth thus under oure boures wal,That chaunteth thus under our boures wal,u Su S uS ux Su S,u Su S uS u Su S,that@pron chaunten@v1%pr_3 thus@adv under@prep oure@pron%pl_gen bour@n%gen wal@n1,that@pron chaunten@v1%pr_3 thus@adv under@prep oure@pron%pl_gen bour@n%gen wal@n1,green
And she answerde hir housbonde therwithal,And she answerde hir housbond therwithal,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3368,,10,10,And she answerde hir housbonde therwithal,And she answerde hir housbond therwithal,u x Sux S uSu SuS,u S uSx u Su SuS,and@conj she@pron%nom answeren@v%pt_3 hire@pron1%fem_gen hous-bonde@n ther-withal@adv,and@conj she@pron%nom answeren@v%pt_3 hire@pron1%fem_gen hous-bonde@n ther-withal@adv,green
"Yis, God woot, John, I heere it every deel.","“Yis, God wot,° John, I here it everydel.”°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3369,DIFF,10,10,Yis God woot John I heere it every deel,Yis God wot John I here it everydel,u S u S u Sx u Sxu S,u S u S u Sx u SxuS,yis@adv god@n1#propn witen@v1%pr_3 john@n2#propn ich@pron%nom heren@v%pr_1 hit@pron ,yis@adv god@n1#propn witen@v1%pr_3 john@n2#propn ich@pron%nom heren@v%pr_1 hit@pron ,
This passeth forth; what wol ye bet than weel?,¶This passeth forth; what wol ye bet than wel?°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3370,,10,10,This passeth forth what wol ye bet than weel,This passeth forth what wol ye bet than wel,u Su S u S u S u S,u Su S u S u S u S,this@pron passen@v%pr_3 forth@adv what@pron willen@v%pr_pl ye@pron%pl_nom bet@adv%comp than@conj wel@adj,this@pron passen@v%pr_3 forth@adv what@pron willen@v%pr_pl ye@pron%pl_nom bet@adv%comp than@conj wel@adj,green
Fro day to day this joly Absolon,Fro day to day this joly Absolon,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3371,,10,10,Fro day to day this joly Absolon,Fro day to day this joly Absolon,u S u S u Su SuS,u S u S u Su SuS,from@prep dai@n to@prep dai@n this@gram_adj joli@adj absolon@n1#propn,from@prep dai@n to@prep dai@n this@gram_adj joli@adj absolon@n1#propn,green
So woweth hire that hym is wo bigon.,"So woweth° hir, that him is wo bigon.°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3372,,10,10,So woweth hire that hym is wo bigon,So woweth hir that him is wo bigon,u Su Sx u S u S uS,u Su S u S u S uS,so@adv wouen@v%pr_3 hire@pron2%fem_obj that@conj him@pron%obj ben@v%pr_3 wo@adv bigon@v%ppl,so@adv wouen@v%pr_3 hire@pron2%fem_obj that@conj him@pron%obj ben@v%pr_3 wo@adv bigon@v%ppl,green
He waketh al the nyght and al the day;,He waketh al the night and al the day;,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3373,,10,10,He waketh al the nyght and al the day,He waketh al the night and al the day,u Su S u S u S u S,u Su S u S u S u S,he@pron1%nom waken@v%pr_3 al@gram_adj the@def_art night@n and@conj al@gram_adj the@def_art dai@n,he@pron1%nom waken@v%pr_3 al@gram_adj the@def_art night@n and@conj al@gram_adj the@def_art dai@n,green
"He kembeth his lokkes brode, and made hym gay;","He kembed° hise lokkes brode, and made him gay;",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3374,DIFF,10,10,He kembeth his lokkes brode and made hym gay,He kembed hise lokkes brode and made him gay,u Su S ux Sx u Sx u S,u Su Sx ux Sx u Sx u S,he@pron1%nom  his@pron1%gen lok@n1%pl brod@adj and@conj maken@v1%pt_3 him@pron%obj gai@adj,he@pron1%nom  his@pron1%gen lok@n1%pl brod@adj and@conj maken@v1%pt_3 him@pron%obj gai@adj,
He woweth hire by meenes and brocage,"He woweth hir by menes° and brocage,°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3375,,10,10,He woweth hire by meenes and brocage,He woweth hir by menes and brocage,u Su Sx u Su S uSx,u Su S u Su S uSx,he@pron1%nom wouen@v%pr_3 hire@pron2%fem_obj bi@prep mene@n3%pl and@conj brokage@n,he@pron1%nom wouen@v%pr_3 hire@pron2%fem_obj bi@prep mene@n3%pl and@conj brokage@n,green
And swoor he wolde been hir owene page;,And swoor he wolde been hir owne page;°,data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3376,,10,10,And swoor he wolde been hir owene page,And swoor he wolde been hir owne page,u S u Sx u S uSu Sx,u S u Su S u Su Sx,and@conj sweren@v%pt_3 he@pron1%nom willen@v%pt_3 ben@v%inf hire@pron1%fem_gen ouen@adj page@n1,and@conj sweren@v%pt_3 he@pron1%nom willen@v%pt_3 ben@v%inf hire@pron1%fem_gen ouen@adj page@n1,green
"He syngeth, brokkynge as a nyghtyngale;","He singeth, brokkinge° as a nightingale;",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3377,,10,10,He syngeth brokkynge as a nyghtyngale,He singeth brokkinge as a nightingale,u Su Sux S u SuSx,u Su Sux S u SuSx,he@pron1%nom singen@v%pr_3 brokken@v%prp_abs as@conj a@indef_art nightin-gale@n,he@pron1%nom singen@v%pr_3 brokken@v%prp_abs as@conj a@indef_art nightin-gale@n,green
"He sente hire pyment, meeth, and spiced ale","He sente hir piment,° meeth,° and spiced ale",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3378,,10,10,He sente hire pyment meeth and spiced ale,He sente hir piment meeth and spiced ale,u Sx ux Su S u Su Sx,u Sx u Su S u Su Sx,he@pron1%nom senden@v2%pt_3 hire@pron2%fem_obj piment@n mede@n1 and@conj spicen@v#adj%ppl ale@n,he@pron1%nom senden@v2%pt_3 hire@pron2%fem_obj piment@n mede@n1 and@conj spicen@v#adj%ppl ale@n,green
"And wafres, pipyng hoot out of the gleede;","And wafres,° piping hote out of the glede;°",data/riverside_cats/MilT_riv.cat,data/oxford_txts/MilT_oxford.txt,data/csvs/MilT,The Miller's Tale 3379,,10,10,And wafres pipyng hoot out of the gleede,And wafres piping hote out of the glede,u Su Su S u S u Sx,u Su Su Sx u S u Sx,and@conj wafer@n%pl pipen@v#adv%prp hot@adj oute@adv#prep of@prep the@def_art glede@n2,and@conj wafer@n%pl pipen@v#adv%prp hot@adj oute@adv#prep of@prep the@def_art glede@n2,green
