OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
"But throng now her, now ther, among hem bothe","But throng° now her, now ther, among hem bothe",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 55,,10,10,But throng now her now ther among hem bothe,But throng now her now ther among hem bothe,u S u S u S uS u Sx,u S u S u S uS u Sx,but@conj thringen@v%pt_3 nou@adv her@adv nou@adv ther@adv amonges@prep hem@pron%pl_obj bothe@num_adj,but@conj thringen@v%pt_3 nou@adv her@adv nou@adv ther@adv amonges@prep hem@pron%pl_obj bothe@num_adj,
"That everych other slough, so were they wrothe.","That everich other slough,° so wer they wrothe.°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 56,,10,10,That everych other slough so were they wrothe,That everich other slough so wer they wrothe,u Su Su S u Sx u Sx,u SuS u S u S u Sx,that@conj everi@pron_gram_adj other@pron slen@v%pt_3 so@adv ben@v%pt_pl thei@pron%pl_nom wroth@adj,that@conj everi@pron_gram_adj other@pron slen@v%pt_3 so@adv ben@v%pt_pl thei@pron%pl_nom wroth@adj,
For when Amphiorax and Tydeus,For whan Amphiorax and Tideus,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 57,,9,10,For when Amphiorax and Tydeus,For whan Amphiorax and Tideus,S u SuSu S uS,u S uSuS u SuS,for@conj whan@adv&conj amphiorax@n#propn and@conj tideus@n#propn,for@conj whan@adv&conj amphiorax@n#propn and@conj tideus@n#propn,
"Ipomedon, Parthonope also","Ipomedon, Parthonopee also",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 58,,9,10,Ipomedon Parthonope also,Ipomedon Parthonopee also,SuSu SuSx uS,uSuS uSuS uS,ipomedoun@n#propn parthonope@n#propn also@adv,ipomedoun@n#propn parthonope@n#propn also@adv,
"Were ded, and slayn proude Campaneus","Were dede, and slaine proud Campaneus",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 59,,9,10,Were ded and slayn proude Campaneus,Were dede and slaine proud Campaneus,Sx u S u Sx uSuS,ux Su S ux S uSuS,ben@v%pt_pl ded@adj and@conj slen@v%ppl_abs proud@adj cappaneus@n#propn,ben@v%pt_pl ded@adj and@conj slen@v%ppl_abs proud@adj cappaneus@n#propn,
"And when the wrecched Thebans, bretheren two","And whan the wrecched Thebans, bretheren° two",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 60,,10,10,And when the wrecched Thebans bretheren two,And whan the wrecched Thebans bretheren two,u S u Su Su Sux S,u S u Su Su Sux S,and@conj whan@adv&conj the@def_art wrecched@adj theban@n%pl brother@n%pl two@num_adj,and@conj whan@adv&conj the@def_art wrecched@adj theban@n%pl brother@n%pl two@num_adj,
"Were slayn, and kyng Adrastus hom ago","Were slain, and king Adrastus hoom ago",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 61,,9,10,Were slayn and kyng Adrastus hom ago,Were slain and king Adrastus hoom ago,Sx u S  uSu S uS,ux S u S uSu S uS,ben@v%pt_pl slen@v%ppl and@conj king@n adrastus@n#propn hom@adv agon@v%ppl,ben@v%pt_pl slen@v%ppl and@conj king@n adrastus@n#propn hom@adv agon@v%ppl,
So desolat stod Thebes and so bare,So desolat stood Thebes and so bare,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 62,,10,10,So desolat stod Thebes and so bare,So desolat stood Thebes and so bare,u SuS u Su S u Sx,u SuS u Su S u Sx,so@adv desolate@adj stonden@v1%pt_3 thebes@n#propn and@conj so@adv bar@adj,so@adv desolate@adj stonden@v1%pt_3 thebes@n#propn and@conj so@adv bar@adj,
That no wight coude remedie of his fare.,That no wight° coud no remedie of his care.°,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 63,DIFF,10,10,That no wight coude remedie of his fare,That no wight coud no remedie of his care,u S u Su Sxu S u Sx,u S u S u Sxu S u Sx,that@conj no@gram_adj wight@n connen@v%pt_3 remedie@n of@prep his@pron1%gen fare@n1,that@conj no@gram_adj wight@n connen@v%pt_3 no@gram_adj remedie@n of@prep his@pron1%gen care@n1,green
And when the olde Creon gan espye,And whan the olde Creon gan espie,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 64,,0,10,And when the olde Creon gan espye,And whan the olde Creon gan espie,      ,u S u Su Su S uS,and@conj whan@adv&conj the@def_art olde@adj creon@n#propn ginnen@v%pt_1 aspien@v%inf,and@conj whan@adv&conj the@def_art olde@adj creon@n#propn ginnen@v%pt_1 aspien@v%inf,
How that the blood roial was broght a-doun,How that the blood roial was broght adoun,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 65,,9,9,How that the blood roial was broght adoun,How that the blood roial was broght adoun,S u S u S u S uS,S u S u S u S uS,hou@adv&conj that@part the@def_art blod@n1 roial@adj ben@v%pt_3 bringen@v%ppl adoun@adv,hou@adv&conj that@part the@def_art blod@n1 roial@adj ben@v%pt_3 bringen@v%ppl adoun@adv,
He held the cite by his tyrannye,He held the cite by his tirannie,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 66,,0,0,He held the cite by his tyrannye,He held the cite by his tirannie,      ,      ,he@pron1%nom holden@v1%pt_3 the@def_art cite@n bi@prep his@pron1%gen tirannie@n,he@pron1%nom holden@v1%pt_3 the@def_art cite@n bi@prep his@pron1%gen tirannie@n,
And dyde the gentils of that regioun,And did° the gentils of that regioun,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 67,,10,10,And dyde the gentils of that regioun,And did the gentils of that regioun,u S u Su S u SuS,u S u Su S u SuS,and@conj don@v1%pt_3 the@def_art gentil@n%pl of@prep that@art&gram_adj regioune@n,and@conj don@v1%pt_3 the@def_art gentil@n%pl of@prep that@art&gram_adj regioune@n,
To ben his frendes and wonnen in the toun.,"To been his frendes, and dwellen in the toun.",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 68,DIFF,10,10,To ben his frendes and wonnen in the toun,To been his frendes and dwellen in the toun,u S u Su S ux S u S,u S u Su S ux S u S,to@part ben@v%inf his@pron1%gen frend@n%pl and@conj wonen@v1%inf in@prep the@def_art toun@n,to@part ben@v%inf his@pron1%gen frend@n%pl and@conj dwellen@v%inf in@prep the@def_art toun@n,green
"So, what for love of him and what for awe","So what for love of him, and what for awe,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 69,,10,10,So what for love of him and what for awe,So what for love of him and what for awe,u S u Sx u S u S u Sx,u S u Sx u S u S u Sx,so@adv what@adv for@prep love@n1 of@prep him@pron%obj and@conj what@adv for@prep aue@n,so@adv what@adv for@prep love@n1 of@prep him@pron%obj and@conj what@adv for@prep aue@n,
The noble folk were to the toun idrawe.,The noble folk wer to the toune ydrawe.,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 70,,10,10,The noble folk were to the toun idrawe,The noble folk wer to the toune ydrawe,u Su S ux S u S uSx,u Su S u S u Su Sx,the@def_art noble@adj folk@n ben@v%pt_pl to@prep the@def_art toun@n drauen@v%ppl,the@def_art noble@adj folk@n ben@v%pt_pl to@prep the@def_art toun@n drauen@v%ppl,
"Among al these Anelida, the quene","Among al these, Anelida the quene",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 71,,10,10,Among al these Anelida the quene,Among al these Anelida the quene,uS u Sx uSuS u Sx,uS u Sx uSuS u Sx,amonges@prep al@gram_adj these@pron%pl anelida@n#propn the@def_art quene@n2,amonges@prep al@gram_adj these@pron%pl anelida@n#propn the@def_art quene@n2,
"Of Ermony, was in that toun dwellynge",Of Ermony° was in that toun dwellinge,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 72,,0,9,Of Ermony was in that toun dwellynge,Of Ermony was in that toun dwellinge,      ,S uS u S u S uSx,of@prep armenie@n#propn ben@v%pt_3 in@prep that@art&gram_adj toun@n dwellen@v%prp,of@prep armenie@n#propn ben@v%pt_3 in@prep that@art&gram_adj toun@n dwellen@v%prp,
That fairer was then is the sonne shene.,That fairer was then is the sonne shene;°,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 73,,10,10,That fairer was then is the sonne shene,That fairer was then is the sonne shene,u Su S u S u Su Sx,u Su S u S u Su Sx,that@pron fair@adj%comp ben@v%pt_3 than@conj ben@v%pr_3 the@def_art sonne@n shene@adj,that@pron fair@adj%comp ben@v%pt_3 than@conj ben@v%pr_3 the@def_art sonne@n shene@adj,
Thurghout the world so gan her name springe,Throughout the world so gan hir name springe,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 74,,10,10,Thurghout the world so gan her name springe,Throughout the world so gan hir name springe,uS u S u S u Su Sx,uS u S u S u Su Sx,thurgh-oute@prep the@def_art world@n so@adv ginnen@v%pt_3 hire@pron1%fem_gen name@n springen@v%inf,thurgh-oute@prep the@def_art world@n so@adv ginnen@v%pt_3 hire@pron1%fem_gen name@n springen@v%inf,
That her to seen had every wyght likynge,That hir to seen had every wight likinge;,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 75,,0,10,That her to seen had every wyght likynge,That hir to seen had every wight likinge,       ,u S u S u Su S uSx,that@conj hire@pron2%fem_obj to@part sen@v1%inf haven@v%pt_3 everi@pron_gram_adj wight@n likinge@ger1,that@conj hire@pron2%fem_obj to@part sen@v1%inf haven@v%pt_3 everi@pron_gram_adj wight@n likinge@ger1,
"For, as of trouthe, is ther noon her lyche","For, as of trouthe, is ther noon hir liche",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 76,,10,10,For as of trouthe is ther noon her lyche,For as of trouthe is ther noon hir liche,u S u Su S u S u S,u S u Su S u S u Sx,for@conj as@conj of@prep treuth@n ben@v%pr_3 ther@adv non@pron hire@pron2%fem_obj like@prep,for@conj as@conj of@prep treuth@n ben@v%pr_3 ther@adv non@pron hire@pron2%fem_obj like@prep,
Of al the women in this worlde riche.,Of al the women in this worlde riche.,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 77,,10,10,Of al the women in this worlde riche,Of al the women in this worlde riche,u S u Su S u Su Sx,u S u Su S u Su Sx,of@prep al@gram_adj the@def_art womman@n in@prep this@gram_adj world@n riche@adj,of@prep al@gram_adj the@def_art womman@n in@prep this@gram_adj world@n riche@adj,
"Yong was this quene, of twenty yer of elde","Yong was this quene, of twenty yeer of elde",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 78,,10,10,Yong was this quene of twenty yer of elde,Yong was this quene of twenty yeer of elde,u S u Su S u S u Sx,u S u Su S u S u Sx,yong@adj ben@v%pt_3 this@gram_adj quene@n2 of@prep twenti@num_adj yer@n of@prep elde@n,yong@adj ben@v%pt_3 this@gram_adj quene@n2 of@prep twenti@num_adj yer@n of@prep elde@n,
"Of mydel stature, and of such fairenesse","Of midel stature, and of swich fairnesse",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 79,,10,10,Of mydel stature and of such fairenesse,Of midel stature and of swich fairnesse,u S uSu S u S uxSx,u Su Sux S u S uSx,of@prep middel@adj stature@n and@conj of@prep swich@gram_adj fairnesse@n,of@prep middel@adj stature@n and@conj of@prep swich@gram_adj fairnesse@n,
That Nature had a joye her to behelde;,That Nature had a joye hir to behelde;,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 80,,10,10,That Nature had a joye her to behelde,That Nature had a joye hir to behelde,u Sux S u Sx u S uSx,u Sux S u Sx u S uSx,that@conj nature@n#propn haven@v%pt_3 a@indef_art joie@n hire@pron2%fem_obj to@part biholden@v%inf,that@conj nature@n#propn haven@v%pt_3 a@indef_art joie@n hire@pron2%fem_obj to@part biholden@v%inf,
And for to speken of her stidfastnesse,"And for to speken of hir stedfastnesse,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 81,,10,10,And for to speken of her stidfastnesse,And for to speken of hir stedfastnesse,u S u Su S u SuSx,u S u Su S u SuSx,and@conj for@prep#adv to@part speken@v%inf of@prep hire@pron1%fem_gen sted-fastnesse@n,and@conj for@prep#adv to@part speken@v%inf of@prep hire@pron1%fem_gen sted-fastnesse@n,
She passed hath Penelope and Lucresse;,She passed both Penelope and Lucresse,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 82,DIFF,10,10,She passed hath Penelope and Lucresse,She passed both Penelope and Lucresse,u Su S uSux S uSx,u Su S uSux S uSx,she@pron%nom passen@v%ppl haven@v%pr_3 penelope@n#propn and@conj lucresse@n#propn,she@pron%nom passen@v%ppl  penelope@n#propn and@conj lucresse@n#propn,green
"And shortly, yf she shal be comprehended","And shortly if she shal be comprehended,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 83,,9,10,And shortly yf she shal be comprehended,And shortly if she shal be comprehended,S u  S u S uSuS,u S u S u S uSuS,and@conj shortli@adv if@conj she@pron%nom shulen@v1%pr_3 ben@v%inf comprehenden@v%ppl,and@conj shortli@adv if@conj she@pron%nom shulen@v1%pr_3 ben@v%inf comprehenden@v%ppl,
In her ne myghte no thing been amended.,In hir ne mighte nothing been amended.,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 84,DIFF,10,10,In her ne myghte no thing been amended,In hir ne mighte nothing been amended,u S u S u S u SuS,u S u Su Su S uSx,in@prep hire@pron2%fem_obj ne@adv mouen@v3%pt_3 no@gram_adj thing@n ben@v%inf amenden@v%ppl,in@prep hire@pron2%fem_obj ne@adv mouen@v3%pt_3 no-thing@pron ben@v%inf amenden@v%ppl,green
"This Theban knyght Arcite eke, soth to seyn","This Theban knight, eek for the sooth to seyne",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 85,DIFF,10,10,This Theban knyght Arcite eke soth to seyn,This Theban knight eek for the sooth to seyne,u Su  Sux Su S u S,u Su S u S u S u Sx,this@gram_adj theban@adj knight@n arcite@n2#propn ek@adv soth@n to@part seien@v1%inf,this@gram_adj theban@adj knight@n ek@adv for@prep the@def_art soth@n to@part seien@v1%inf,green
Was yong and therwithal a lusty knyght,"Was yong, and therwithal a lusty° knight",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 86,,0,9,Was yong and therwithal a lusty knyght,Was yong and therwithal a lusty knight,      ,S u S uSu S u S,ben@v%pt_3 yong@adj and@conj ther-withal@adv a@indef_art lusti@adj knight@n,ben@v%pt_3 yong@adj and@conj ther-withal@adv a@indef_art lusti@adj knight@n,
But he was double in love and no thing pleyn,"But he was double° in love and nothing pleine,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 87,DIFF,0,0,But he was double in love and no thing pleyn,But he was double in love and nothing pleine,         ,        ,but@conj he@pron1%nom ben@v%pt_3 double@adj in@prep love@n1 and@conj no@gram_adj thing@n plaine@adj,but@conj he@pron1%nom ben@v%pt_3 double@adj in@prep love@n1 and@conj no-thing@adv plaine@adj,green
And subtil in that craft over any wyght,And subtil in that crafte over any wight,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 88,,9,10,And subtil in that craft over any wyght,And subtil in that crafte over any wight,S uS u S u Su S ,u Su S u Su Sx u S,and@conj sotil@adj in@prep that@art&gram_adj craft@n1 over@prep ani@gram_adj wight@n,and@conj sotil@adj in@prep that@art&gram_adj craft@n1 over@prep ani@gram_adj wight@n,
And with his kunnyng wan this lady bryght;,And with his cunning wan this lady bright;,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 89,,0,9,And with his kunnyng wan this lady bryght,And with his cunning wan this lady bright,       ,S u S uS u S u S,and@conj with@prep his@pron1%gen conninge@ger winnen@v%pt_3 this@gram_adj ladie@n bright@adj,and@conj with@prep his@pron1%gen conninge@ger winnen@v%pt_3 this@gram_adj ladie@n bright@adj,
For so ferforth he gan her trouthe assure,For so ferforth° he gan hir trouthe° assure,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 90,,10,10,For so ferforth he gan her trouthe assure,For so ferforth he gan hir trouthe assure,u S uS u S u Sx uSx,u S uS u S u Sx uSx,for@conj so@adv fer-forth@adv he@pron1%nom ginnen@v%pt_3 hire@pron1%fem_gen treuth@n assuren@v%inf,for@conj so@adv fer-forth@adv he@pron1%nom ginnen@v%pt_3 hire@pron1%fem_gen treuth@n assuren@v%inf,
That she him trusted over any creature.,That she him trusted over any creature.,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 91,,10,10,That she him trusted over any creature,That she him trusted over any creature,u x S uS uS u SuSx,u x S uS uS u SuSx,that@conj she@pron%nom him@pron%obj trusten@v%pt_3 over@prep ani@gram_adj creature@n,that@conj she@pron%nom him@pron%obj trusten@v%pt_3 over@prep ani@gram_adj creature@n,
What shuld I seyn? She loved Arcite so,What shuld I seyn? she loved Arcite so,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 92,,10,10,What shuld I seyn She loved Arcite so,What shuld I seyn she loved Arcite so,u S u S u Su Sux S,u S u S u Su Sux S,what@pron shulen@v1%pt_1 ich@pron%nom seien@v1%inf she@pron%nom loven@v1%pt_3 arcite@n2#propn so@adv,what@pron shulen@v1%pt_1 ich@pron%nom seien@v1%inf she@pron%nom loven@v1%pt_3 arcite@n2#propn so@adv,
That when that he was absent any throwe,"That, whan that he was absent any throwe,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 93,,9,9,That when that he was absent any throwe,That whan that he was absent any throwe,S u S u S uS u Sx,S u S u S uS u Sx,that@conj whan@adv&conj that@part he@pron1%nom ben@v%pt_3 absent@adj ani@gram_adj throu@n1,that@conj whan@adv&conj that@part he@pron1%nom ben@v%pt_3 absent@adj ani@gram_adj throu@n1,
Anon her thoghte her herte brast a-two;,Anon hir thoghte hir herte brast° atwo;,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 94,,10,10,Anon her thoghte her herte brast atwo,Anon hir thoghte hir herte brast atwo,uS u Su S ux S uS,uS u Su S ux S uS,an-on@adv hire@pron2%fem_obj thinken@v1%pt_3 hire@pron1%fem_gen herte@n bresten@v%pt_3 atwo@adv,an-on@adv hire@pron2%fem_obj thinken@v1%pt_3 hire@pron1%fem_gen herte@n bresten@v%pt_3 atwo@adv,
For in her sight to her he bar hym lowe,"For in hir sight to hir he bar him lowe,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 95,,9,10,For in her sight to her he bar hym lowe,For in hir sight to hir he bar him lowe,S u S u S u S u  Sx,u S u S u S u S u Sx,for@conj in@prep hire@pron1%fem_gen sighte@n to@prep hire@pron2%fem_obj he@pron1%nom beren@v1%pt_3 him@pron%obj loue@adv,for@conj in@prep hire@pron1%fem_gen sighte@n to@prep hire@pron2%fem_obj he@pron1%nom beren@v1%pt_3 him@pron%obj loue@adv,
So that she wende have al his hert yknowe;,So that she wende° have al his herte yknowe;,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 96,,10,10,So that she wende have al his hert yknowe,So that she wende have al his herte yknowe,u S u Su Sx u S u Sx,u S u Su Sx u S ux Sx,so@adv that@conj she@pron%nom wenen@v2%pt_3 haven@v%inf al@gram_adj his@pron1%gen herte@n iknouen@v%ppl,so@adv that@conj she@pron%nom wenen@v2%pt_3 haven@v%inf al@gram_adj his@pron1%gen herte@n iknouen@v%ppl,
But he was fals; hit nas but feyned chere --,"But he was fals; it nas but feined chere,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 97,,10,10,But he was fals hit nas but feyned chere,But he was fals it nas but feined chere,u S u S u S u Su Sx,u S u S u S u Su Sx,but@conj he@pron1%nom ben@v%pt_3 fals@adj hit@pron ben@v%pt_3_neg but@conj feinen@v#adj%ppl chere@n1 --@dash,but@conj he@pron1%nom ben@v%pt_3 fals@adj hit@pron ben@v%pt_3_neg but@conj feinen@v#adj%ppl chere@n1 --@dash,
As nedeth not to men such craft to lere.,As nedeth not to men such craft to lere.,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 98,,10,10,As nedeth not to men such craft to lere,As nedeth not to men such craft to lere,u Su S u S u S u Sx,u Su S u S u S u Sx,as@conj neden@v2%pr_3 not@adv to@prep man@n%pl swich@gram_adj craft@n1 to@part leren@v%inf,as@conj neden@v2%pr_3 not@adv to@prep man@n%pl swich@gram_adj craft@n1 to@part leren@v%inf,
But nevertheles ful mykel besynesse,But nevertheles ful mikel° besinesse,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 99,,9,10,But nevertheles ful mykel besynesse,But nevertheles ful mikel besinesse,S uSuS u S uSx,u SuSu S uS xuSx,but@conj never-the-les@adv ful@adv muchel@adj bisinesse@n,but@conj never-the-les@adv ful@adv muchel@adj bisinesse@n,
Had he er that he myghte his lady wynne,"Had he, er that he mighte his lady winne",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 100,,9,10,Had he er that he myghte his lady wynne,Had he er that he mighte his lady winne,S u S u S u S u S,u S u S u Su S u Sx,haven@v%pt_3 he@pron1%nom er@conj1 that@part he@pron1%nom mouen@v3%pt_3 his@pron1%gen ladie@n winnen@v%inf,haven@v%pt_3 he@pron1%nom er@conj1 that@part he@pron1%nom mouen@v3%pt_3 his@pron1%gen ladie@n winnen@v%inf,
And swor he wolde dyen for distresse,And swoor he wolde dyen for distresse,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 101,,0,0,And swor he wolde dyen for distresse,And swoor he wolde dyen for distresse,      ,      ,and@conj sweren@v%pt_3 he@pron1%nom willen@v%pt_3 dien@v%inf for@prep distresse@n,and@conj sweren@v%pt_3 he@pron1%nom willen@v%pt_3 dien@v%inf for@prep distresse@n,
Or from his wit he seyde he wolde twynne.,Or from his wit he seide he wolde twinne.°,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 102,,10,10,Or from his wit he seyde he wolde twynne,Or from his wit he seide he wolde twinne,u S u S u Su S ux S,u S u S u Su S ux Sx,or@conj from@prep his@pron1%gen wit@n he@pron1%nom seien@v1%pt_3 he@pron1%nom willen@v%pt_3 twinnen@v1%inf,or@conj from@prep his@pron1%gen wit@n he@pron1%nom seien@v1%pt_3 he@pron1%nom willen@v%pt_3 twinnen@v1%inf,
"Alas, the while! For hit was routhe and synne","Alas, the while! for it was routhe° and sinne",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 103,,10,10,Alas the while For hit was routhe and synne,Alas the while for it was routhe and sinne,uS u Su S u S ux S x,uS u Sx u S u Sx u Sx,alas@interj the@def_art whil@n for@conj hit@pron ben@v%pt_3 reuthe@n and@conj sinne@n,alas@interj the@def_art whil@n for@conj hit@pron ben@v%pt_3 reuthe@n and@conj sinne@n,
That she upon his sorowes wolde rewe;,"That she upon his sorowes wolde rewe,°",data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 104,,10,10,That she upon his sorowes wolde rewe,That she upon his sorowes wolde rewe,u x Su S uSu Su Sx,u x Su S uSu Su Sx,that@part she@pron%nom upon@prep his@pron1%gen sorwe@n%pl willen@v%pt_3 reuen@v1%inf,that@part she@pron%nom upon@prep his@pron1%gen sorwe@n%pl willen@v%pt_3 reuen@v1%inf,
But nothing thinketh the fals as doth the trewe.,But nothing° thenketh the fals as doth the trewe.,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 105,,10,10,But nothing thinketh the fals as doth the trewe,But nothing thenketh the fals as doth the trewe,u Su Sx u S u S u Sx,u Su Sx u S u S u Sx,but@conj no-thing@adv thinken@v2%pr_3 the@def_art fals@adj as@conj don@v1%pr_3 the@def_art treu@adj#n,but@conj no-thing@adv thinken@v2%pr_3 the@def_art fals@adj as@conj don@v1%pr_3 the@def_art treu@adj#n,
Her fredom fond Arcite in such manere,Hir fredom fond° Arcite in swich manere,data/riverside_cats/Anelida_riv.cat,data/oxford_txts/Anelida_oxford.txt,data/csvs/Anelida,Anelida and Arcite 106,,10,10,Her fredom fond Arcite in such manere,Hir fredom fond Arcite in swich manere,u Su S uSu S u Sxx,u Su S uSu S u Sxx,hire@pron1%fem_gen fredom@n finden@v%pt_3 arcite@n2#propn in@prep swich@gram_adj manere@n,hire@pron1%fem_gen fredom@n finden@v%pt_3 arcite@n2#propn in@prep swich@gram_adj manere@n,
