OG_RIV_TEXT,OG_OXFORD_TEXT,RIVERSIDE_FILENAME,OXFORD_FILENAME,OUTPUT_FILENAME,LINE_NUMBER,MATCH,RIVERSIDE_SYLLABLES,OXFORD_SYLLABLES,RIVERSIDE_TEXT,OXFORD_TEXT,RIVERSIDE_SCANSION,OXFORD_SCANSION,RIVERSIDE_TAGGING,OXFORD_TAGGING,FLAG_COLOR
Ne kyng Nabugodonosor,Ne King Nabugodonosor,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 515,,8,8,Ne kyng Nabugodonosor,Ne King Nabugodonosor,u S uSuSuS,u S uSuSuS,ne@conj1 king@n nabugodonosor@n#propn,ne@conj1 king@n nabugodonosor@n#propn,
"Pharoo, Turnus, ne Elcanor","Pharo, Turnus, ne Elcanor",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 516,,8,8,Pharoo Turnus ne Elcanor,Pharo Turnus ne Elcanor,uS uS u SuS,uS uS u SuS,pharao@n#propn turnus@n#propn ne@conj1 elcanor@n#propn,pharao@n#propn turnus@n#propn ne@conj1 elcanor@n#propn,
Ne mette such a drem as this.,Ne mette° swich a dreem as this!,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 517,,8,8,Ne mette such a drem as this,Ne mette swich a dreem as this,u Su S u S u S,u Su S u S u S,ne@adv meten@v3%pt_3 swich@gram_adj a@indef_art drem@n2 as@conj this@pron,ne@adv meten@v3%pt_3 swich@gram_adj a@indef_art drem@n2 as@conj this@pron,
"Now faire blisfull, O Cipris","¶Now faire blisfull, O Cipris,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 518,,8,8,Now faire blisfull O Cipris,Now faire blisfull O Cipris,u Su Su S uS,u Su Su S uS,nou@adv fair@adj blisful@adj o@interj cipride@n#propn,nou@adv fair@adj blisful@adj o@interj cipride@n#propn,
So be my favour at this tyme!,So be my favor° at this time!,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 519,,8,8,So be my favour at this tyme,So be my favor at this time,u S u Su S u Sx,u S u Su S u Sx,so@adv ben@v%pr_3 min@pron%gen favour@n at@prep this@gram_adj time@n,so@adv ben@v%pr_3 min@pron%gen favour@n at@prep this@gram_adj time@n,
"And ye, me to endite and ryme","And ye, me to endite and rime°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 520,,8,8,And ye me to endite and ryme,And ye me to endite and rime,u S u S uSx u Sx,u S u S uSx u Sx,and@conj ye@pron%pl_nom me@pron2%obj to@part enditen@v%inf and@conj rimen@v1%inf,and@conj ye@pron%pl_nom me@pron2%obj to@part enditen@v%inf and@conj rimen@v1%inf,
"Helpeth, that on Parnaso duelle","Helpeth, that on Parnaso dwelle",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 521,DIFF,8,8,Helpeth that on Parnaso duelle,Helpeth that on Parnaso dwelle,uS u S uSu Sx,uS u S uSu Sx,helpen@v%imp that@pron on@prep parnaso@n#propn dwellen@v%pr_pl,helpen@v%imp that@pron on@prep parnaso@n#propn dwellen@v%pr_pl,green
"Be Elicon, the clere welle.",By Elicon the clere welle.°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 522,,8,8,Be Elicon the clere welle,By Elicon the clere welle,u SuS u Su Sx,u SuS u Su Sx,bi@prep elicon@n#propn the@def_art cler@adj welle@n,bi@prep elicon@n#propn the@def_art cler@adj welle@n,
"O Thought, that wrot al that I mette","O thought, that wroot al that I mette,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 523,,8,8,O Thought that wrot al that I mette,O thought that wroot al that I mette,u S u S u S u Sx,u S u S u S u Sx,o@interj thought@n#propn that@pron writen@v%pt_3 al@gram_adjas_n that@pron ich@pron%nom meten@v3%pt_1,o@interj thought@n#propn that@pron writen@v%pt_3 al@gram_adjas_n that@pron ich@pron%nom meten@v3%pt_1,
And in the tresorye hyt shette,And in the tresorie it shette°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 524,,0,8,And in the tresorye hyt shette,And in the tresorie it shette,     ,u S u SuS u Sx,and@conj in@prep the@def_art tresourie@n hit@pron shitten@v%pt_3,and@conj in@prep the@def_art tresourie@n hit@pron shitten@v%pt_3,
"Of my brayn, now shal men se",Of my brain! now shal men see,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 525,,7,7,Of my brayn now shal men se,Of my brain now shal men see,S u S u S u S,S u S u S u S,of@prep min@pron%gen brain@n nou@adv shulen@v1%pr_pl man@n%pl sen@v1%inf,of@prep min@pron%gen brain@n nou@adv shulen@v1%pr_pl man@n%pl sen@v1%inf,
Yf any vertu in the be,If any vertu° in thee be,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 526,,8,8,Yf any vertu in the be,If any vertu in thee be,u Su Su S u S,u Su Su S u S,if@conj ani@gram_adj vertu@n in@prep the@pron2%obj ben@v%pr_3,if@conj ani@gram_adj vertu@n in@prep the@pron2%obj ben@v%pr_3,
To tellen al my drem aryght.,To tellen al my dreem aright;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 527,,8,8,To tellen al my drem aryght,To tellen al my dreem aright,u Su S u S uS,u Su S u S uS,to@part tellen@v%inf al@gram_adj min@pron%gen drem@n2 a-right@adv,to@part tellen@v%inf al@gram_adj min@pron%gen drem@n2 a-right@adv,
Now kythe thyn engyn and myght!,Now kithe thin engine and might!°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 528,,8,8,Now kythe thyn engyn and myght,Now kithe thin engine and might,u Su S uS u S,u Su S uSx u S,nou@adv kithen@v%imp thin@pron%gen engin@n and@conj might@n,nou@adv kithen@v%imp thin@pron%gen engin@n and@conj might@n,
"This egle, of which I have yow told","¶This egle, of which I have yow tolde",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 529,,8,8,This egle of which I have yow told,This egle of which I have yow tolde,u Sx u S u Sx u S,u Sx u S u Sx u Sx,this@gram_adj egle@n of@prep which@pron ich@pron%nom haven@v%pr_1 you@pron%pl_obj tellen@v%ppl,this@gram_adj egle@n of@prep which@pron ich@pron%nom haven@v%pr_1 you@pron%pl_obj tellen@v%ppl,
That shon with fethres as of gold,That shoon with fethres as of golde,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 530,,8,8,That shon with fethres as of gold,That shoon with fethres as of golde,u S u Su S u S,u S u Su S u Sx,that@pron shinen@v%pt_3 with@prep fether@n%pl as@conj of@prep gold@n,that@pron shinen@v%pt_3 with@prep fether@n%pl as@conj of@prep gold@n,
Which that so hye gan to sore,Which that so hye gan to sore,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 531,,7,7,Which that so hye gan to sore,Which that so hye gan to sore,S u S u S u Sx,S u S u S u Sx,which@pron that@pron so@adv heighe@adv ginnen@v%pt_3 to@part soren@v1%inf,which@pron that@pron so@adv heighe@adv ginnen@v%pt_3 to@part soren@v1%inf,
I gan beholde more and more,I gan beholde more and more,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 532,,8,8,I gan beholde more and more,I gan beholde more and more,u S uSu Sx u Sx,u S uSu Sx u Sx,ich@pron%nom ginnen@v%pt_3 biholden@v%inf more@adv%comp and@conj more@adv%comp,ich@pron%nom ginnen@v%pt_3 biholden@v%inf more@adv%comp and@conj more@adv%comp,
To se the beaute and the wonder;,To see the beautee and the wonder;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 533,,8,8,To se the beaute and the wonder,To see the beautee and the wonder,u S u Sx u S uS,u S u Su S u Sx,to@part sen@v1%inf the@def_art beaute@n and@conj the@def_art wonder@n,to@part sen@v1%inf the@def_art beaute@n and@conj the@def_art wonder@n,
But never was ther dynt of thonder,"But never was ther dint of thonder,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 534,,8,8,But never was ther dynt of thonder,But never was ther dint of thonder,u Su S u S u Sx,u Su S u S u Sx,but@conj never@adv ben@v%pt_3 ther@adv dint@n of@prep thonder@n,but@conj never@adv ben@v%pt_3 ther@adv dint@n of@prep thonder@n,
Ne that thyng that men calle fouder,"Ne that thing that men calle foudre,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 535,,8,8,Ne that thyng that men calle fouder,Ne that thing that men calle foudre,u S u S u Sx uS,u S u S u Su Sx,ne@conj1 that@art&gram_adj thing@n that@pron man@n%pl callen@v%pr_pl foudre@n,ne@conj1 that@art&gram_adj thing@n that@pron man@n%pl callen@v%pr_pl foudre@n,
That smot somtyme a tour to powder,"That smoot° somtime a tour to poudre,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 536,,8,8,That smot somtyme a tour to powder,That smoot somtime a tour to poudre,u S uSx u S u Sx,u S uSx u S u Sx,that@pron smiten@v%pt_3 som-time@adv a@indef_art tour@n1 to@prep poudre@n1,that@pron smiten@v%pt_3 som-time@adv a@indef_art tour@n1 to@prep poudre@n1,
And in his swifte comynge brende,"And in his swifte coming brende,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 537,,8,8,And in his swifte comynge brende,And in his swifte coming brende,u S u Sx uSu Sx,u S u Su Su Sx,and@conj in@prep his@pron1%gen swifte@adj cominge@ger brennen@v%pt_3,and@conj in@prep his@pron1%gen swifte@adj cominge@ger brennen@v%pt_3,
That so swithe gan descende,That so swithe° gan descende,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 538,,7,7,That so swithe gan descende,That so swithe gan descende,S u Su S uSx,S u Su S uSx,that@pron so@adv swithe@adv ginnen@v%pt_3 descenden@v%inf,that@pron so@adv swithe@adv ginnen@v%pt_3 descenden@v%inf,
"As this foul, when hyt beheld","As this foul, whan it behelde",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 539,,7,7,As this foul when hyt beheld,As this foul whan it behelde,S u S u S uS,S u S u S uSx,as@conj this@gram_adj foul@n whan@adv&conj hit@pron biholden@v%pt_3,as@conj this@gram_adj foul@n whan@adv&conj hit@pron biholden@v%pt_3,
That I a-roume was in the feld.,That I aroume° was in the felde;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 540,,8,8,That I aroume was in the feld,That I aroume was in the felde,u S uSx u S u S,u S uSx u S u Sx,that@conj ich@pron%nom aroume@adv ben@v%pt_1 in@prep the@def_art feld@n,that@conj ich@pron%nom aroume@adv ben@v%pt_1 in@prep the@def_art feld@n,
And with hys grymme pawes stronge,And with his grimme pawes° stronge,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 541,,8,8,And with hys grymme pawes stronge,And with his grimme pawes stronge,u S u Su Su Sx,u S u Su Su Sx,and@conj with@prep his@pron1%gen grim@adj paue@n%pl strong@adj,and@conj with@prep his@pron1%gen grim@adj paue@n%pl strong@adj,
Withyn hys sharpe nayles longe,Within his sharpe nailes longe,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 542,,8,8,Withyn hys sharpe nayles longe,Within his sharpe nailes longe,uS u Su Su Sx,uS u Su Su Sx,with-inne@prep his@pron1%gen sharp@adj nail@n%pl long@adj1,with-inne@prep his@pron1%gen sharp@adj nail@n%pl long@adj1,
"Me, fleynge, in a swap he hente","Me, fleinge, at a swappe he hente,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 543,DIFF,8,8,Me fleynge in a swap he hente,Me fleinge at a swappe he hente,u Su S u S u Sx,u Su S u Sx u Sx,me@pron2%obj flien@v%prp_abs in@prep a@indef_art swap@n he@pron1%nom henten@v%pt_3,me@pron2%obj flien@v%prp_abs at@prep a@indef_art swap@n he@pron1%nom henten@v%pt_3,green
And with hys sours ayen up wente,And with his sours° again up wente,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 544,DIFF,8,8,And with hys sours ayen up wente,And with his sours again up wente,u S u S uS u Sx,u S u S uS u Sx,and@conj with@prep his@pron1%gen sours@n ayen@adv up@adv wenden@v%pt_3,and@conj with@prep his@pron1%gen sours@n ayen@adv up@adv wenden@v%pt_3,green
Me caryinge in his clawes starke,Me caryinge in his clawes starke°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 545,,8,8,Me caryinge in his clawes starke,Me caryinge in his clawes starke,x uSux S u Su Sx,x uSux S u Su Sx,me@pron2%obj carien@v%prp_abs in@prep his@pron1%gen claue@n1%pl stark@adj,me@pron2%obj carien@v%prp_abs in@prep his@pron1%gen claue@n1%pl stark@adj,
As lyghtly as I were a larke,As lightly as I were a larke,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 546,,8,8,As lyghtly as I were a larke,As lightly as I were a larke,u Su S u Sx u Sx,u Su S u Sx u Sx,as@conj lightli@adv as@conj ich@pron%nom ben@v%pt_1 a@indef_art larke@n,as@conj lightli@adv as@conj ich@pron%nom ben@v%pt_1 a@indef_art larke@n,
"How high, I can not telle yow",How high I can not telle yow,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 547,,8,8,How high I can not telle yow,How high I can not telle yow,u S u S u Su S,u S u S u Su S,hou@adv&conj heighe@adv ich@pron%nom connen@v%pr_1 not@adv tellen@v%inf you@pron%pl_obj,hou@adv&conj heighe@adv ich@pron%nom connen@v%pr_1 not@adv tellen@v%inf you@pron%pl_obj,
"For I cam up, y nyste how.","For I cam up, I niste° how.",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 548,DIFF,8,8,For I cam up y nyste how,For I cam up I niste how,u S u S u Su S,u S u S u Su S,for@conj ich@pron%nom comen@v%pt_1 up@adv ich@pron%nom witen@v1%pt_1_neg hou@adv&conj,for@conj ich@pron%nom comen@v%pt_1 up@adv ich@pron%nom witen@v1%pt_1_neg hou@adv&conj,green
For so astonyed and asweved,For so astonied and asweved°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 549,,8,8,For so astonyed and asweved,For so astonied and asweved,u x SuSu S uSx,u x SuSu S uSx,for@conj so@adv astoned@ppl and@conj asweved@ppl,for@conj so@adv astoned@ppl and@conj asweved@ppl,
Was every vertu in my heved,"Was every vertu° in my heved,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 550,,8,8,Was every vertu in my heved,Was every vertu in my heved,u SuS ux S u Sx,u SuS ux S u Sx,ben@v%pt_3 everi@pron_gram_adj vertu@n in@prep min@pron%gen hed@n1,ben@v%pt_3 everi@pron_gram_adj vertu@n in@prep min@pron%gen hed@n1,
What with his sours and with my drede,What with his sours° and with my drede,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 551,,8,8,What with his sours and with my drede,What with his sours and with my drede,u S u S u S u Sx,u S u S u S u Sx,what@adv with@prep his@pron1%gen sours@n and@conj with@prep min@pron%gen drede@n,what@adv with@prep his@pron1%gen sours@n and@conj with@prep min@pron%gen drede@n,
That al my felynge gan to dede,That al my feling gan to dede;°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 552,,8,8,That al my felynge gan to dede,That al my feling gan to dede,u S u Sux S u Sx,u S u Su S u Sx,that@conj al@gram_adj min@pron%gen felinge@ger1 ginnen@v%pt_3 to@part deden@v%inf,that@conj al@gram_adj min@pron%gen felinge@ger1 ginnen@v%pt_3 to@part deden@v%inf,
For-whi hit was to gret affray.,Forwhy it was to greet affray.°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 553,,8,8,Forwhi hit was to gret affray,Forwhy it was to greet affray,uS u S u S uS,uS u S u S uS,for-whi@conj hit@pron ben@v%pt_3 to@adv2 gret@adj affrai@n,for-whi@conj hit@pron ben@v%pt_3 to@adv2 gret@adj affrai@n,
Thus I longe in hys clawes lay,¶Thus I longe in his clawes lay,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 554,,8,8,Thus I longe in hys clawes lay,Thus I longe in his clawes lay,u S ux S u Su S,u S ux S u Su S,thus@adv ich@pron%nom longe@adv in@prep his@pron1%gen claue@n1%pl lien@v1%pt_3,thus@adv ich@pron%nom longe@adv in@prep his@pron1%gen claue@n1%pl lien@v1%pt_3,
Til at the laste he to me spak,Til at the laste he to me spake,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 555,,8,8,Til at the laste he to me spak,Til at the laste he to me spake,u S u Sx u S u S,u S u Sx u S u Sx,til@conj at@prep the@def_art laste@adj#n%sup he@pron1%nom to@prep me@pron2%obj speken@v%pt_3,til@conj at@prep the@def_art laste@adj#n%sup he@pron1%nom to@prep me@pron2%obj speken@v%pt_3,
"In mannes vois, and seyde, """"Awak!","In mannes vois, and seide, “Awake!",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 556,,8,8,In mannes vois and seyde Awak,In mannes vois and seide Awake,u Su S u Sx uS,u Su S u Sx uSx,in@prep man@n%gen voice@n and@conj seien@v1%pt_3 awaken@v%imp,in@prep man@n%gen voice@n and@conj seien@v1%pt_3 awaken@v%imp,
"And be not agast so, for shame!","And be not agast,° for shame!”",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 557,DIFF,8,7,And be not agast so for shame,And be not agast for shame,u S u Su S u Sx,S u S uS u Sx,and@conj ben@v%imp not@adv agasten@v%ppl so@adv for@prep shame@n,and@conj ben@v%imp not@adv agasten@v%ppl for@prep shame@n,green
And called me tho by my name,And called me tho by my name,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 558,,8,8,And called me tho by my name,And called me tho by my name,u Su S u S u Sx,u Su S u S u Sx,and@conj callen@v%pt_3 me@pron2%obj tho@adv bi@prep min@pron%gen name@n,and@conj callen@v%pt_3 me@pron2%obj tho@adv bi@prep min@pron%gen name@n,
And for I shulde the bet abreyde,"And, for I sholde the bet abreide°—",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 559,,8,8,And for I shulde the bet abreyde,And for I sholde the bet abreide,u S u Sx u S uSx,u S u Sx u S uSx,and@conj for@conj ich@pron%nom shulen@v1%pt_1 the@adv bet@adv%comp abreiden@v1%inf,and@conj for@conj ich@pron%nom shulen@v1%pt_1 the@adv bet@adv%comp abreiden@v1%inf,
"Me mette """"Awak,"""" to me he seyde","Me mette°—“Awak,” to me he seide",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 560,DIFF,8,8,Me mette Awak to me he seyde,Me mette Awake to me he seide,u Sx uS u S u Sx,u Sx uSx u S u Sx,me@pron2%obj meten@v3%pt_3 awaken@v%imp to@prep me@pron2%obj he@pron1%nom seien@v1%pt_3,me@pron2%obj meten@v3%pt_3 awaken@v%imp to@prep me@pron2%obj he@pron1%nom seien@v1%pt_3,green
Ryght in the same vois and stevene,Right in the same vois and stevene°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 561,,8,8,Ryght in the same vois and stevene,Right in the same vois and stevene,u S u Sx u S uSx,u S u Sx u S uSx,righte@adv in@prep the@def_art same@gram_adj voice@n and@conj stevene@n1,righte@adv in@prep the@def_art same@gram_adj voice@n and@conj stevene@n1,
That useth oon I koude nevene;,That useth oon° I coude nevene;°,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 562,,8,8,That useth oon I koude nevene,That useth oon I coude nevene,u Su S u Sx uSx,u Su S u Sx uSx,that@pron usen@v%pr_3 on@pron ich@pron%nom connen@v%pt_1 nevenen@v%inf,that@pron usen@v%pr_3 on@pron ich@pron%nom connen@v%pt_1 nevenen@v%inf,
"And with that vois, soth for to seyn","And with that vois, soth for to sayn",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 563,,8,8,And with that vois soth for to seyn,And with that vois soth for to sayn,u S u S u S u S,u S u S u S u S,and@conj with@prep that@art&gram_adj voice@n soth@n for@prep#adv to@part seien@v1%inf,and@conj with@prep that@art&gram_adj voice@n soth@n for@prep#adv to@part seien@v1%inf,
My mynde cam to me ageyn,My minde cam to me again;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 564,,8,8,My mynde cam to me ageyn,My minde cam to me again,u Su S u S uS,u Su S u S uS,min@pron%gen minde@n1 comen@v%pt_3 to@prep me@pron2%obj ayen@adv,min@pron%gen minde@n1 comen@v%pt_3 to@prep me@pron2%obj ayen@adv,
For hyt was goodly seyd to me,For it was goodly° seid to me,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 565,,8,8,For hyt was goodly seyd to me,For it was goodly seid to me,u S u Su S u S,u S u Su S u S,for@conj hit@pron ben@v%pt_3 godli@adv2 seien@v1%ppl to@prep me@pron2%obj,for@conj hit@pron ben@v%pt_3 godli@adv2 seien@v1%ppl to@prep me@pron2%obj,
So nas hyt never wont to be.,So nas it never wont to be.,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 566,,8,8,So nas hyt never wont to be,So nas it never wont to be,u S u Su S u S,u S u Su S u S,so@adv ben@v%pt_3_neg hit@pron never@adv wonen@v1%ppl to@part ben@v%inf,so@adv ben@v%pt_3_neg hit@pron never@adv wonen@v1%ppl to@part ben@v%inf,
And here-withal I gan to stere,"¶And herewithal I gan to stere,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 567,,8,8,And herewithal I gan to stere,And herewithal I gan to stere,u SuSu S u S xx,u SuSu S u S xx,and@conj her-withal@adv ich@pron%nom ginnen@v%pt_1 to@part stiren@v%inf,and@conj her-withal@adv ich@pron%nom ginnen@v%pt_1 to@part stiren@v%inf,
And he me in his fet to bere,And he me in his feet° to bere,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 568,,8,8,And he me in his fet to bere,And he me in his feet to bere,u S u S u S u Sx,u S u S u S u Sx,and@conj he@pron1%nom me@pron2%obj in@prep his@pron1%gen fot@n%pl to@part beren@v1%inf,and@conj he@pron1%nom me@pron2%obj in@prep his@pron1%gen fot@n%pl to@part beren@v1%inf,
Til that he felte that I had hete,"Til that he felte that I had hete,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 569,,8,8,Til that he felte that I had hete,Til that he felte that I had hete,u S u Sx u S u Sx,u S u Sx u S u Sx,til@conj that@part he@pron1%nom felen@v1%pt_3 that@conj ich@pron%nom haven@v%pt_1 hete@n1,til@conj that@part he@pron1%nom felen@v1%pt_3 that@conj ich@pron%nom haven@v%pt_1 hete@n1,
And felte eke tho myn herte bete.,And felte eek tho° min herte bete.,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 570,,8,8,And felte eke tho myn herte bete,And felte eek tho min herte bete,u Sx ux S u Su Sx,u Sx u S u Su Sx,and@conj felen@v1%pt_3 ek@adv tho@adv min@pron%gen herte@n beten@v1%inf,and@conj felen@v1%pt_3 ek@adv tho@adv min@pron%gen herte@n beten@v1%inf,
And thoo gan he me to disporte,"And tho gan he me to disporte,°",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 571,,8,8,And thoo gan he me to disporte,And tho gan he me to disporte,u S u S u S uSx,u S u S u S uSx,and@conj tho@adv ginnen@v%pt_3 he@pron1%nom me@pron2%obj to@part disporten@v%inf,and@conj tho@adv ginnen@v%pt_3 he@pron1%nom me@pron2%obj to@part disporten@v%inf,
And with wordes to comforte,And with wordes to comforte,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 572,,7,7,And with wordes to comforte,And with wordes to comforte,S u Su S uSx,S u Su S uSx,and@conj with@prep word@n%pl to@part comforten@v%inf,and@conj with@prep word@n%pl to@part comforten@v%inf,
"And sayde twyes, """"Seynte Marye","And saide twies, “Seint Marie!",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 573,,0,8,And sayde twyes Seynte Marye,And saide twies Seint Marie,    ,u Su Su S uS,and@conj seien@v1%pt_3 twies@adv seinte@adj marie@n1#propn,and@conj seien@v1%pt_3 twies@adv seinte@adj marie@n1#propn,
Thou art noyous for to carye!,Thou art noyous° for to carie,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 574,,0,7,Thou art noyous for to carye,Thou art noyous for to carie,     ,S u S u S uS,thou@pron%nom ben@v%pr_2 noious@adj for@prep#adv to@part carien@v%inf,thou@pron%nom ben@v%pr_2 noious@adj for@prep#adv to@part carien@v%inf,
"And nothyng nedeth it, pardee","And nothing nedeth it,° parde!",data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 575,,8,7,And nothyng nedeth it pardee,And nothing nedeth it parde,u Su Su S uS,S uS uS u Sx,and@conj no-thing@pron neden@v2%pr_3 hit@pron parde@interj,and@conj no-thing@pron neden@v2%pr_3 hit@pron parde@interj,
For also wis God helpe me,For also wis God helpe me,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 576,,8,8,For also wis God helpe me,For also wis God helpe me,u Su S u Su S,u Su S u Su S,for@conj as@conj wis@adv god@n1#propn helpen@v%pr_3 me@pron2%obj,for@conj as@conj wis@adv god@n1#propn helpen@v%pr_3 me@pron2%obj,
As thou noon harm shalt have of this;,As thou non harm shalt have of this;,data/riverside_cats/HF_riv.cat,data/oxford_txts/HF_oxford.txt,data/csvs/HF,House of Fame 577,,8,8,As thou noon harm shalt have of this,As thou non harm shalt have of this,u S u S u Sx u S,u S u S u Sx u S,as@conj thou@pron%nom non@gram_adj harm@n shulen@v1%pr_2 haven@v%inf of@prep this@pron,as@conj thou@pron%nom non@gram_adj harm@n shulen@v1%pr_2 haven@v%inf of@prep this@pron,
