source_file,exception_count,rule,headword,word,tag,line_number,filename,context,text_type
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whi,why,adv,100-ch 758,data/riverside_cats/LGW_riverside_reordered.cat,Why nylt thow cleve or fallen al atwo,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,atwo,atwo,adv,100-ch 758,data/riverside_cats/LGW_riverside_reordered.cat,Why nylt thow cleve or fallen al atwo,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 759,data/riverside_cats/LGW_riverside_reordered.cat,Or at the leste but thou woldist so,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,yet,yit,adv,100-ch 760,data/riverside_cats/LGW_riverside_reordered.cat,Yit woldest thow but ones lat us mete,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ones,ones,adv,100-ch 760,data/riverside_cats/LGW_riverside_reordered.cat,Yit woldest thow but ones lat us mete,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ones,ones,adv,100-ch 761,data/riverside_cats/LGW_riverside_reordered.cat,Or ones that we myghte kyssen swete,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,no-the-lesse,natheles,adv,100-ch 763,data/riverside_cats/LGW_riverside_reordered.cat,But natheles yit be we to thee holde,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,yet,yit,adv,100-ch 763,data/riverside_cats/LGW_riverside_reordered.cat,But natheles yit be we to thee holde,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ek,ek,adv,100-ch 765,data/riverside_cats/LGW_riverside_reordered.cat,Oure wordes thourgh thy lym and ek thy ston,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 767,data/riverside_cats/LGW_riverside_reordered.cat,And whan these ydele wordes weren sayd,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,forth,forth,adv,100-ch 769,data/riverside_cats/LGW_riverside_reordered.cat,And take here leve and forth they wolden gon,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 773,data/riverside_cats/LGW_riverside_reordered.cat,Tyl on a day whan Phebus gan to cleere,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,up,up,adv,100-ch 775,data/riverside_cats/LGW_riverside_reordered.cat,Hadde dreyed up the dew of herbes wete,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,after,after,adv,100-ch 777,data/riverside_cats/LGW_riverside_reordered.cat,Com Piramus and after com Thysbe,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,awei,awey,adv,100-ch 779,data/riverside_cats/LGW_riverside_reordered.cat,That ilke same nyght to stele awey,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 782,data/riverside_cats/LGW_riverside_reordered.cat,And for the feldes ben so brode and wide,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,wonder,wonder,adv,100-ch 790,data/riverside_cats/LGW_riverside_reordered.cat,This covenaunt was affermed wonder faste,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,adoun,adoun,adv,100-ch 792,data/riverside_cats/LGW_riverside_reordered.cat,That it nere gon under the se adoun,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 793,data/riverside_cats/LGW_riverside_reordered.cat,This Tisbe hath so gret affeccioun,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 794,data/riverside_cats/LGW_riverside_reordered.cat,And so gret lykinge Piramus to se,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 795,data/riverside_cats/LGW_riverside_reordered.cat,That whan she say hire tyme myghte be,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,awei,awey,adv,100-ch 796,data/riverside_cats/LGW_riverside_reordered.cat,At nyght she stal awey ful pryvyly,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 800,data/riverside_cats/LGW_riverside_reordered.cat,That evere woman wolde ben so trewe,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,bet,bet,adv%comp,100-ch 801,data/riverside_cats/LGW_riverside_reordered.cat,To truste man but she the bet hym knewe,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 803,data/riverside_cats/LGW_riverside_reordered.cat,For love made hire so hardy in this cas,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,adoun,adoun,adv,100-ch 804,data/riverside_cats/LGW_riverside_reordered.cat,And by the welle adoun she gan hyre dresse,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thanne,than,adv,100-ch 805,data/riverside_cats/LGW_riverside_reordered.cat,Allas Than cometh a wilde lyonesse,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 809,data/riverside_cats/LGW_riverside_reordered.cat,And whan that Tisbe hadde espyed that,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,up,up,adv,100-ch 810,data/riverside_cats/LGW_riverside_reordered.cat,She rist hire up with a ful drery herte,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 814,data/riverside_cats/LGW_riverside_reordered.cat,And tok non hed so sore she was awhaped,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ek,ek,adv,100-ch 815,data/riverside_cats/LGW_riverside_reordered.cat,And ek so glad that that she was escaped,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 815,data/riverside_cats/LGW_riverside_reordered.cat,And ek so glad that that she was escaped,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thus,thus,adv,100-ch 816,data/riverside_cats/LGW_riverside_reordered.cat,And thus she sit and darketh wonder stylle,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,wonder,wonder,adv,100-ch 816,data/riverside_cats/LGW_riverside_reordered.cat,And thus she sit and darketh wonder stylle,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 817,data/riverside_cats/LGW_riverside_reordered.cat,Whan that this lyonesse hath dronke hire fille,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,an-on,anon,adv,100-ch 819,data/riverside_cats/LGW_riverside_reordered.cat,And ryght anon the wympel gan she fynde,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,al,al,adv,100-ch 820,data/riverside_cats/LGW_riverside_reordered.cat,And with hire blody mouth it al torente,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 821,data/riverside_cats/LGW_riverside_reordered.cat,Whan this was don no lengere she ne stente,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,no,no,adv,100-ch 821,data/riverside_cats/LGW_riverside_reordered.cat,Whan this was don no lengere she ne stente,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,al,al,adv,100-ch 824,data/riverside_cats/LGW_riverside_reordered.cat,But al to longe allas at hom was he,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,to,to,adv2,100-ch 824,data/riverside_cats/LGW_riverside_reordered.cat,But al to longe allas at hom was he,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,adoun,adoun,adv,100-ch 827,data/riverside_cats/LGW_riverside_reordered.cat,His eyen to the ground adoun he caste,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,adoun,adoun,adv,100-ch 828,data/riverside_cats/LGW_riverside_reordered.cat,And in the sond as he byheld adoun,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ner,ner,adv2,100-ch 832,data/riverside_cats/LGW_riverside_reordered.cat,And ner he com and fond the wimpel torn,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 835,data/riverside_cats/LGW_riverside_reordered.cat,How shulde I axe mercy of Tisbe,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 840,data/riverside_cats/LGW_riverside_reordered.cat,And I so slow Allas I ne hadde be,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,nou,now,adv,100-ch 842,data/riverside_cats/LGW_riverside_reordered.cat,Now what lyoun that be in this forest,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,nou,now,adv,100-ch 844,data/riverside_cats/LGW_riverside_reordered.cat,That wilde is gnawe mote he now myn herte,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,no,no,adv,100-ch 847,data/riverside_cats/LGW_riverside_reordered.cat,And seyde Wympel allas There is no more,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 852,data/riverside_cats/LGW_riverside_reordered.cat,As water whan the condit broken is,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,nou,now,adv,100-ch 853,data/riverside_cats/LGW_riverside_reordered.cat,Now Tisbe which that wiste nat of this,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thus,thus,adv,100-ch 854,data/riverside_cats/LGW_riverside_reordered.cat,But sittynge in hire drede she thoughte thus,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 855,data/riverside_cats/LGW_riverside_reordered.cat,If it so falle that my Piramus,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,not,not,adv,100-ch 856,data/riverside_cats/LGW_riverside_reordered.cat,Be comen hider and may me not yfynde,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,oute,out,adv,100-ch 858,data/riverside_cats/LGW_riverside_reordered.cat,And out she cometh and after hym gan espien,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,al,al,adv,100-ch 864,data/riverside_cats/LGW_riverside_reordered.cat,Al blody and therwithal abak she sterte,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,abak,abak,adv,100-ch 864,data/riverside_cats/LGW_riverside_reordered.cat,Al blody and therwithal abak she sterte,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 871,data/riverside_cats/LGW_riverside_reordered.cat,And how she gan hireselve to turmente,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 872,data/riverside_cats/LGW_riverside_reordered.cat,And how she lyth and swouneth on the grounde,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 873,data/riverside_cats/LGW_riverside_reordered.cat,And how she wep of teres ful his wounde,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 874,data/riverside_cats/LGW_riverside_reordered.cat,How medeleth she his blod with hire compleynte,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 875,data/riverside_cats/LGW_riverside_reordered.cat,How with his blod hireselve gan she peynte,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 876,data/riverside_cats/LGW_riverside_reordered.cat,How clyppeth she the deede cors allas,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 877,data/riverside_cats/LGW_riverside_reordered.cat,How doth this woful Tisbe in this cas,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 878,data/riverside_cats/LGW_riverside_reordered.cat,How kysseth she his frosty mouth so cold,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 878,data/riverside_cats/LGW_riverside_reordered.cat,How kysseth she his frosty mouth so cold,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 879,data/riverside_cats/LGW_riverside_reordered.cat,Who hath don this and who hath been so bold,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thus,thus,adv,100-ch 881,data/riverside_cats/LGW_riverside_reordered.cat,I am thy Tisbe that the calleth thus,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ther-withal,therwithal,adv,100-ch 882,data/riverside_cats/LGW_riverside_reordered.cat,And therwithal she lifteth up his hed,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,not,nat,adv,100-ch 883,data/riverside_cats/LGW_riverside_reordered.cat,This woful man that was nat fully ded,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 884,data/riverside_cats/LGW_riverside_reordered.cat,Whan that he herde the name of Tisbe cryen,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,up,up,adv,100-ch 886,data/riverside_cats/LGW_riverside_reordered.cat,And doun agayn and yeldeth up the gost,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,up,up,adv,100-ch 887,data/riverside_cats/LGW_riverside_reordered.cat,Tysbe ryst up withouten noyse or bost,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thus,thus,adv,100-ch 890,data/riverside_cats/LGW_riverside_reordered.cat,Thanne spak she thus My woful hand quod she,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,no,no,adv,100-ch 898,data/riverside_cats/LGW_riverside_reordered.cat,Thow shalt no more departe now fro me,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,nou,now,adv,100-ch 898,data/riverside_cats/LGW_riverside_reordered.cat,Thow shalt no more departe now fro me,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,nou,now,adv,100-ch 900,data/riverside_cats/LGW_riverside_reordered.cat,And now ye wrechede jelos fadres oure,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whilom,whilom,adv,100-ch 901,data/riverside_cats/LGW_riverside_reordered.cat,We that whilom were children youre,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thus,thus,adv,100-ch 919,data/riverside_cats/LGW_riverside_reordered.cat,And therfore have I spoken of hym thus,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 922,data/riverside_cats/LGW_riverside_reordered.cat,Here may ye se what lovere so he be,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,biforen,byforn,adv,100-ch 926,data/riverside_cats/LGW_riverside_reordered.cat,Folwe thy lanterne as thow gost byforn,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 930,data/riverside_cats/LGW_riverside_reordered.cat,Whan Troye brought was to destruccioun,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 935,data/riverside_cats/LGW_riverside_reordered.cat,And fyr so wod it myghte nat been steered,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,not,nat,adv,100-ch 935,data/riverside_cats/LGW_riverside_reordered.cat,And fyr so wod it myghte nat been steered,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 938,data/riverside_cats/LGW_riverside_reordered.cat,And al the contre was so lowe ybrought,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,awei,awey,adv,100-ch 941,data/riverside_cats/LGW_riverside_reordered.cat,To fleen awey he tok Ascanius,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 948,data/riverside_cats/LGW_riverside_reordered.cat,But at the laste whan he hadde hem founde,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,forth,forth,adv,100-ch 951,data/riverside_cats/LGW_riverside_reordered.cat,And sayleth forth with al his companye,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,not,nat,adv,100-ch 954,data/riverside_cats/LGW_riverside_reordered.cat,Nis nat to purpos for to speke of here,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,not,nat,adv,100-ch 955,data/riverside_cats/LGW_riverside_reordered.cat,For it acordeth nat to my matere,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 958,data/riverside_cats/LGW_riverside_reordered.cat,So longe he saylede in the salte se,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,no,no,adv,100-ch 960,data/riverside_cats/LGW_riverside_reordered.cat,With shipes sevene and with no more navye,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 962,data/riverside_cats/LGW_riverside_reordered.cat,So was he with the tempest al toshake,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,al,al,adv,100-ch 962,data/riverside_cats/LGW_riverside_reordered.cat,So was he with the tempest al toshake,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 963,data/riverside_cats/LGW_riverside_reordered.cat,And whan that he the haven hadde ytake,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,no,no,adv,100-ch 967,data/riverside_cats/LGW_riverside_reordered.cat,He tok with hym no more companye,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,forth,forth,adv,100-ch 968,data/riverside_cats/LGW_riverside_reordered.cat,But forth they gon and lafte his shipes ryde,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 970,data/riverside_cats/LGW_riverside_reordered.cat,So longe he walketh in this wildernesse,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,yet,yit,adv,100-ch 974,data/riverside_cats/LGW_riverside_reordered.cat,But she was yit the fayreste creature,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thus,thus,adv,100-ch 977,data/riverside_cats/LGW_riverside_reordered.cat,And thus she to hem spak whan she hem mette,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 977,data/riverside_cats/LGW_riverside_reordered.cat,And thus she to hem spak whan she hem mette,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,up,up,adv,100-ch 982,data/riverside_cats/LGW_riverside_reordered.cat,Ytukked up with arwes in hire cas,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 987,data/riverside_cats/LGW_riverside_reordered.cat,And if so be that thow be a goddesse,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,tho,tho,adv,100-ch 989,data/riverside_cats/LGW_riverside_reordered.cat,I n am no goddesse sothly quod she tho,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whi,why,adv,100-ch 995,data/riverside_cats/LGW_riverside_reordered.cat,Why Dido cam into that regioun,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,nou,now,adv,100-ch 996,data/riverside_cats/LGW_riverside_reordered.cat,Of which as now me lesteth nat to ryme,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,not,nat,adv,100-ch 996,data/riverside_cats/LGW_riverside_reordered.cat,Of which as now me lesteth nat to ryme,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thus,thus,adv,100-ch 999,data/riverside_cats/LGW_riverside_reordered.cat,His owene moder that spak with him thus,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,al,al,adv,100-ch 1003,data/riverside_cats/LGW_riverside_reordered.cat,But it wolde lasten al to longe while,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,to,to,adv2,100-ch 1003,data/riverside_cats/LGW_riverside_reordered.cat,But it wolde lasten al to longe while,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whilom,whilom,adv,100-ch 1005,data/riverside_cats/LGW_riverside_reordered.cat,That whilom was the wif of Sytheo,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1008,data/riverside_cats/LGW_riverside_reordered.cat,In which she regneth in so gret honour,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ones,ones,adv,100-ch 1011,data/riverside_cats/LGW_riverside_reordered.cat,That wel was hym that myghte hire ones se,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1012,data/riverside_cats/LGW_riverside_reordered.cat,Of kynges and of lordes so desyred,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1014,data/riverside_cats/LGW_riverside_reordered.cat,She stod so wel in every wightes grace,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ther,ther,adv,100-ch 1017,data/riverside_cats/LGW_riverside_reordered.cat,Ther Dido was in hire devocyoun,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thanne,than,adv,100-ch 1018,data/riverside_cats/LGW_riverside_reordered.cat,Ful pryvyly his weye than hath he nome,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 1019,data/riverside_cats/LGW_riverside_reordered.cat,Whan he was in the large temple come,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,not,nat,adv,100-ch 1020,data/riverside_cats/LGW_riverside_reordered.cat,I can nat seyn if that it be possible,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,thus,thus,adv,100-ch 1022,data/riverside_cats/LGW_riverside_reordered.cat,Thus seyth the bok withouten any les,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 1023,data/riverside_cats/LGW_riverside_reordered.cat,And whan this Eneas and Achates,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,over-al,overal,adv,100-ch 1024,data/riverside_cats/LGW_riverside_reordered.cat,Hadden in this temple ben overal,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,hou,how,adv&conj,100-ch 1026,data/riverside_cats/LGW_riverside_reordered.cat,How Troye and al the lond destroyed was,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1028,data/riverside_cats/LGW_riverside_reordered.cat,Thourghout the world oure shame is kid so wyde,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,nou,now,adv,100-ch 1031,data/riverside_cats/LGW_riverside_reordered.cat,Been now desclandred and in swich degre,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,no,no,adv,100-ch 1032,data/riverside_cats/LGW_riverside_reordered.cat,No lenger for to lyven I ne kepe,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,lengere,lenger,adv%comp,100-ch 1032,data/riverside_cats/LGW_riverside_reordered.cat,No lenger for to lyven I ne kepe,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,oute,out,adv,100-ch 1033,data/riverside_cats/LGW_riverside_reordered.cat,And with that word he brast out for to wepe,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1034,data/riverside_cats/LGW_riverside_reordered.cat,So tenderly that routhe it was to sene,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1037,data/riverside_cats/LGW_riverside_reordered.cat,So rychely and ek so fayr withal,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ek,ek,adv,100-ch 1037,data/riverside_cats/LGW_riverside_reordered.cat,So rychely and ek so fayr withal,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1037,data/riverside_cats/LGW_riverside_reordered.cat,So rychely and ek so fayr withal,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,with-al,withal,adv,100-ch 1037,data/riverside_cats/LGW_riverside_reordered.cat,So rychely and ek so fayr withal,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1038,data/riverside_cats/LGW_riverside_reordered.cat,So yong so lusty with hire eyen glade,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1038,data/riverside_cats/LGW_riverside_reordered.cat,So yong so lusty with hire eyen glade,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ther,ther,adv,100-ch 1043,data/riverside_cats/LGW_riverside_reordered.cat,Ther nys no woman to hym half so mete,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,half,half,adv,100-ch 1043,data/riverside_cats/LGW_riverside_reordered.cat,Ther nys no woman to hym half so mete,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1043,data/riverside_cats/LGW_riverside_reordered.cat,Ther nys no woman to hym half so mete,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1045,data/riverside_cats/LGW_riverside_reordered.cat,Hath sodeynly brought in so newe a chaunce,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,ther,ther,adv,100-ch 1046,data/riverside_cats/LGW_riverside_reordered.cat,That nevere was ther yit so fremde a cas,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,yet,yit,adv,100-ch 1046,data/riverside_cats/LGW_riverside_reordered.cat,That nevere was ther yit so fremde a cas,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,so,so,adv,100-ch 1046,data/riverside_cats/LGW_riverside_reordered.cat,That nevere was ther yit so fremde a cas,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,not,nat,adv,100-ch 1049,data/riverside_cats/LGW_riverside_reordered.cat,Aryved is nat fer from that cite,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,fer,fer,adv,100-ch 1049,data/riverside_cats/LGW_riverside_reordered.cat,Aryved is nat fer from that cite,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,whan,whan,adv&conj,100-ch 1055,data/riverside_cats/LGW_riverside_reordered.cat,And whan they hadden told al here distresse,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,tho,tho,adv,100-ch 1062,data/riverside_cats/LGW_riverside_reordered.cat,And hadde herd ofte of Eneas er tho,RIVERSIDE
LGW_gui_complete.csv,860,RULE_13_ADV_NO_E,half,half,adv,100-ch 1073,data/riverside_cats/LGW_riverside_reordered.cat,That no man myghte be half so fayr I gesse,RIVERSIDE
