headword,word,tag,line_number,filename,context,text_type,reason
clothen,cledde,v%pt_3,Troilus and Criseyde; Book III 1521,data/riverside_cats/TC3_riv.cat,This Troilus up ros and faste hym cledde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
graunten,graunte,v%pr_3,Troilus and Criseyde; Book III 1526,data/riverside_cats/TC3_riv.cat,Ther God us graunte sownde and soone to mete,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1559,data/riverside_cats/TC3_riv.cat,Han litel laiser had to slepe and mete,RIVERSIDE,Present plural must end in -en or -e
connen,kan,v%pr_pl,Troilus and Criseyde; Book III 1563,data/riverside_cats/TC3_riv.cat,This mury morwe Nece how kan ye fare,RIVERSIDE,Present plural must end in -en or -e
yeven,yeve,v%pr_3,Troilus and Criseyde; Book III 1565,data/riverside_cats/TC3_riv.cat,Fox that ye ben God yeve youre herte kare,RIVERSIDE,Present 3rd sg must end in -th
helpen,help,v%pr_3,Troilus and Criseyde; Book III 1566,data/riverside_cats/TC3_riv.cat,God help me so ye caused al this fare,RIVERSIDE,Present 3rd sg must end in -th
helpen,help,v%pr_3,Troilus and Criseyde; Book III 1621,data/riverside_cats/TC3_riv.cat,God help me so but tak now nat agrief,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,Troilus and Criseyde; Book III 1622,data/riverside_cats/TC3_riv.cat,That I shal seyn be war of this meschief,RIVERSIDE,Infinitive must end in -en or -e
knouen,knewe,v%pt_3,Troilus and Criseyde; Book III 1696,data/riverside_cats/TC3_riv.cat,Gan for t aproche as they by sygnes knewe,RIVERSIDE,Strong pt sg must not end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1705,data/riverside_cats/TC3_riv.cat,Han gon som bipath in dispit of me,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,Troilus and Criseyde; Book III 1731,data/riverside_cats/TC3_riv.cat,In any other lady hadde yset,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
holden,halt,v%pr_3,Troilus and Criseyde; Book III 1747,data/riverside_cats/TC3_riv.cat,Halt peples joyned as hym lest hem gye,RIVERSIDE,Present 3rd sg must end in -th
holden,halt,v%pr_3,Troilus and Criseyde; Book III 1764,data/riverside_cats/TC3_riv.cat,And lost were al that Love halt now tohepe,RIVERSIDE,Present 3rd sg must end in -th
twisten,twiste,v%pr_3,Troilus and Criseyde; Book III 1769,data/riverside_cats/TC3_riv.cat,And hertes colde hem wolde I that he twiste,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,Troilus and Criseyde; Book III 1811,data/riverside_cats/TC3_riv.cat,That ye thus fer han deyned me to gyde,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Physician's Tale 5,data/riverside_cats/PhyT_riv.cat,This knyght a doghter hadde by his wyf,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Physician's Tale 6,data/riverside_cats/PhyT_riv.cat,No children hadde he mo in al his lyf,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Physician's Tale 11,data/riverside_cats/PhyT_riv.cat,As though she wolde seyn Lo I Nature,RIVERSIDE,Infinitive must end in -en or -e
beten,bete,v%pr_3,The Physician's Tale 14,data/riverside_cats/PhyT_riv.cat,Pigmalion noght though he ay forge and bete,RIVERSIDE,Present 3rd sg must end in -th
peinten,peynte,v%pr_3,The Physician's Tale 15,data/riverside_cats/PhyT_riv.cat,Or grave or peynte for I dar wel seyn,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,The Physician's Tale 15,data/riverside_cats/PhyT_riv.cat,Or grave or peynte for I dar wel seyn,RIVERSIDE,Infinitive must end in -en or -e
presumen,presumed,v%pt_pl,The Physician's Tale 18,data/riverside_cats/PhyT_riv.cat,If they presumed me to countrefete,RIVERSIDE,Past plural must end in -en or -e
haven,hadde,v%pt_3,The Physician's Tale 31,data/riverside_cats/PhyT_riv.cat,In which that Nature hadde swich delit,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,The Physician's Tale 49,data/riverside_cats/PhyT_riv.cat,Though she were wis as Pallas dar I seyn,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,The Physician's Tale 51,data/riverside_cats/PhyT_riv.cat,No countrefeted termes hadde she,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Physician's Tale 77,data/riverside_cats/PhyT_riv.cat,Outher for ye han kept youre honestee,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Physician's Tale 78,data/riverside_cats/PhyT_riv.cat,Or elles ye han falle in freletee,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Physician's Tale 80,data/riverside_cats/PhyT_riv.cat,And han forsaken fully swich meschaunce,RIVERSIDE,Present plural must end in -en or -e
seien,seyn,v%inf,The Physician's Tale 90,data/riverside_cats/PhyT_riv.cat,And taketh kep of that that I shal seyn,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Physician's Tale 94,data/riverside_cats/PhyT_riv.cat,Though ye han children be it oon or mo,RIVERSIDE,Present plural must end in -en or -e
greven,greeve,v%pr_3,The Physician's Tale 186,data/riverside_cats/PhyT_riv.cat,By witnesse lord so that it nat yow greeve,RIVERSIDE,Present 3rd sg must end in -th
seien,seye,v%pr_3,The Physician's Tale 187,data/riverside_cats/PhyT_riv.cat,She nys his doghter nat what so he seye,RIVERSIDE,Present 3rd sg must end in -th
haven,have,v%pr_3,The Physician's Tale 199,data/riverside_cats/PhyT_riv.cat,I deeme anon this cherl his servant have,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Physician's Tale 230,data/riverside_cats/PhyT_riv.cat,Han herd nat nedeth for to telle it moore,RIVERSIDE,Present plural must end in -en or -e
don,do,v%inf,The Physician's Tale 233,data/riverside_cats/PhyT_riv.cat,Aboute his nekke as she was wont to do,RIVERSIDE,Infinitive must end in -en or -e
forsaken,forsake,v%pr_3,The Physician's Tale 286,data/riverside_cats/PhyT_riv.cat,Forsaketh synne er synne yow forsake,RIVERSIDE,Present 3rd sg must end in -th
feinten,feynte,v%pr_3,The Canon's Yeoman's Tale 753,data/riverside_cats/CYT_riv.cat,I blowe the fir til that myn herte feynte,RIVERSIDE,Present 3rd sg must end in -th
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 773,data/riverside_cats/CYT_riv.cat,For alle oure sleightes we kan nat conclude,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 831,data/riverside_cats/CYT_riv.cat,He shal no good han that hym may suffise,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 851,data/riverside_cats/CYT_riv.cat,This is to seyn they faillen bothe two,RIVERSIDE,Infinitive must end in -en or -e
loken,looke,v%pr_3,The Canon's Yeoman's Tale 861,data/riverside_cats/CYT_riv.cat,To reyse a feend al looke he never so rowe,RIVERSIDE,Present 3rd sg must end in -th
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 877,data/riverside_cats/CYT_riv.cat,Yet of that art they kan nat wexen sadde,RIVERSIDE,Present plural must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 895,data/riverside_cats/CYT_riv.cat,And seyn that if that they espied were,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 902,data/riverside_cats/CYT_riv.cat,Now he is goon I dar seyn boldely,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%pr_pl,The Canon's Yeoman's Tale 903,data/riverside_cats/CYT_riv.cat,For as men seyn he kan doon craftily,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Canon's Yeoman's Tale 903,data/riverside_cats/CYT_riv.cat,For as men seyn he kan doon craftily,RIVERSIDE,Infinitive must end in -en or -e
sheuen,shewe,v%pr_3,The Canon's Yeoman's Tale 916,data/riverside_cats/CYT_riv.cat,Though that the feend noght in oure sighte hym shewe,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Canon's Yeoman's Tale 943,data/riverside_cats/CYT_riv.cat,Yet is ther heere though that we han nat al,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 953,data/riverside_cats/CYT_riv.cat,And but I do sires lat me han the wite,RIVERSIDE,Infinitive must end in -en or -e
forbeden,forbede,v%pr_3,The Canon's Yeoman's Tale 996,data/riverside_cats/CYT_riv.cat,And God forbede that al a compaignye,RIVERSIDE,Present 3rd sg must end in -th
witen,woot,v%pr_pl,The Canon's Yeoman's Tale 1001,data/riverside_cats/CYT_riv.cat,But eek for othere mo ye woot wel how,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Canon's Yeoman's Tale 1013,data/riverside_cats/CYT_riv.cat,That therinne dwelled hadde many a yeer,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Canon's Yeoman's Tale 1018,data/riverside_cats/CYT_riv.cat,And spendyng silver hadde he right ynow,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
bringen,broghte,v%pt_3,The Canon's Yeoman's Tale 1021,data/riverside_cats/CYT_riv.cat,That broghte this preest to confusioun,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
forbeden,forbede,v%pr_3,The Canon's Yeoman's Tale 1046,data/riverside_cats/CYT_riv.cat,Into my grave and ellis God forbede,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1053,data/riverside_cats/CYT_riv.cat,Syn ye so goodlich han been unto me,RIVERSIDE,Present plural must end in -en or -e
forbeden,forbeede,v%pr_3,The Canon's Yeoman's Tale 1064,data/riverside_cats/CYT_riv.cat,Quod the chanoun and ellis God forbeede,RIVERSIDE,Present 3rd sg must end in -th
delen,delte,v%pt_3,The Canon's Yeoman's Tale 1074,data/riverside_cats/CYT_riv.cat,Noght wiste this preest with whom that he delte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1099,data/riverside_cats/CYT_riv.cat,Of metals whiche ye han herd me reherce,RIVERSIDE,Present plural must end in -en or -e
aspien,espie,v%pr_3,The Canon's Yeoman's Tale 1138,data/riverside_cats/CYT_riv.cat,Oure pryvetee that no man us espie,RIVERSIDE,Present 3rd sg must end in -th
bringen,broghte,v%pt_3,The Canon's Yeoman's Tale 1168,data/riverside_cats/CYT_riv.cat,Herafterward whiche that he with hym broghte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
abiden,abit,v%pr_3,The Canon's Yeoman's Tale 1175,data/riverside_cats/CYT_riv.cat,He is so variaunt he abit nowhere,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,The Canon's Yeoman's Tale 1209,data/riverside_cats/CYT_riv.cat,That is an ingot if I may han hap,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 1213,data/riverside_cats/CYT_riv.cat,And yet for ye shul han no mysbileeve,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 1217,data/riverside_cats/CYT_riv.cat,The chambre dore shortly for to seyn,RIVERSIDE,Infinitive must end in -en or -e
aspien,espide,v%pt_3,The Canon's Yeoman's Tale 1230,data/riverside_cats/CYT_riv.cat,So slyly that the preest it nat espide,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
vouchen_sauf,vouchesauf,v%pr_pl,The Canon's Yeoman's Tale 1246,data/riverside_cats/CYT_riv.cat,But and ye vouchesauf to techen me,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1256,data/riverside_cats/CYT_riv.cat,And do therwith as ye han doon er this,RIVERSIDE,Present plural must end in -en or -e
seien,seyn,v%inf,The Canon's Yeoman's Tale 1285,data/riverside_cats/CYT_riv.cat,Supposynge noght but treuthe sooth to seyn,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1332,data/riverside_cats/CYT_riv.cat,With thise thre teynes whiche that we han wroght,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Canon's Yeoman's Tale 1349,data/riverside_cats/CYT_riv.cat,Than hadde this preest this soory craft to leere,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
dien,deyde,v%pt_3,The Canon's Yeoman's Tale 1351,data/riverside_cats/CYT_riv.cat,For love of God that for us alle deyde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Canon's Yeoman's Tale 1368,data/riverside_cats/CYT_riv.cat,Sire preest he seyde I kepe han no loos,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Canon's Yeoman's Tale 1372,data/riverside_cats/CYT_riv.cat,By God they wolden han so greet envye,RIVERSIDE,Infinitive must end in -en or -e
forbeden,forbeede,v%pr_3,The Canon's Yeoman's Tale 1375,data/riverside_cats/CYT_riv.cat,God it forbeede quod the preest what sey ye,RIVERSIDE,Present 3rd sg must end in -th
seien,sey,v%pr_pl,The Canon's Yeoman's Tale 1375,data/riverside_cats/CYT_riv.cat,God it forbeede quod the preest what sey ye,RIVERSIDE,Present plural must end in -en or -e
blenden,blent,v%pr_3,The Canon's Yeoman's Tale 1391,data/riverside_cats/CYT_riv.cat,This multiplying blent so many oon,RIVERSIDE,Present 3rd sg must end in -th
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 1395,data/riverside_cats/CYT_riv.cat,In this craft that men kan nat come therby,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Canon's Yeoman's Tale 1407,data/riverside_cats/CYT_riv.cat,O fy for shame They that han been brent,RIVERSIDE,Present plural must end in -en or -e
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 1408,data/riverside_cats/CYT_riv.cat,Allas kan they nat flee the fires heete,RIVERSIDE,Present plural must end in -en or -e
connen,kan,v%pr_pl,The Canon's Yeoman's Tale 1418,data/riverside_cats/CYT_riv.cat,If that youre eyen kan nat seen aright,RIVERSIDE,Present plural must end in -en or -e
lakken,lakke,v%pr_3,The Canon's Yeoman's Tale 1419,data/riverside_cats/CYT_riv.cat,Looke that youre mynde lakke noght his sight,RIVERSIDE,Present 3rd sg must end in -th
slen,slayn,v%ppl,The Canon's Yeoman's Tale 1436,data/riverside_cats/CYT_riv.cat,Ne dyeth nat but if that he be slayn,RIVERSIDE,Strong participle must end in -en or -e
seien,sayn,v%inf,The Canon's Yeoman's Tale 1437,data/riverside_cats/CYT_riv.cat,With his brother and that is for to sayn,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%pr_3,The Canon's Yeoman's Tale 1445,data/riverside_cats/CYT_riv.cat,And if he do he is a lewed man,RIVERSIDE,Present 3rd sg must end in -th
multiplien,multiplie,v%pr_3,The Canon's Yeoman's Tale 1479,data/riverside_cats/CYT_riv.cat,Thogh that he multiplie terme of his lyve,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,The Second Nun's Tale 133,data/riverside_cats/SNT_riv.cat,Hadde next hire flessh yclad hire in an haire,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
stonden,stant,v%pr_3,The Second Nun's Tale 173,data/riverside_cats/SNT_riv.cat,That fro this toun ne stant but miles three,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Second Nun's Tale 179,data/riverside_cats/SNT_riv.cat,And whan that ye Seint Urban han biholde,RIVERSIDE,Present plural must end in -en or -e
haten,hate,v%pr_3,The Second Nun's Tale 231,data/riverside_cats/SNT_riv.cat,But he be chaast and hate vileynye,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,The Second Nun's Tale 234,data/riverside_cats/SNT_riv.cat,Sey what thee list and thou shalt han thy boone,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,The Second Nun's Tale 237,data/riverside_cats/SNT_riv.cat,I pray yow that my brother may han grace,RIVERSIDE,Infinitive must end in -en or -e
comen,coom,v%pr_3,The Second Nun's Tale 242,data/riverside_cats/SNT_riv.cat,And with that word Tiburce his brother coom,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_1,The Second Nun's Tale 249,data/riverside_cats/SNT_riv.cat,For though I hadde hem in myne handes two,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Second Nun's Tale 253,data/riverside_cats/SNT_riv.cat,Valerian seyde Two corones han we,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 255,data/riverside_cats/SNT_riv.cat,Whiche that thyne eyen han no myght to see,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 262,data/riverside_cats/SNT_riv.cat,In dremes quod Valerian han we be,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Second Nun's Tale 346,data/riverside_cats/SNT_riv.cat,To doon mankynde pleyn remissioun,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,The Second Nun's Tale 358,data/riverside_cats/SNT_riv.cat,It were ful hard by ordre for to seyn,RIVERSIDE,Infinitive must end in -en or -e
bringen,broghte,v%pt_3,The Second Nun's Tale 362,data/riverside_cats/SNT_riv.cat,And hem biforn Almache the prefect broghte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,The Second Nun's Tale 371,data/riverside_cats/SNT_riv.cat,Hymself he weep for pitee that he hadde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%pr_pl,The Second Nun's Tale 386,data/riverside_cats/SNT_riv.cat,Ye han for sothe ydoon a greet bataille,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 387,data/riverside_cats/SNT_riv.cat,Youre cours is doon youre feith han ye conserved,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 389,data/riverside_cats/SNT_riv.cat,The rightful Juge which that ye han served,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Second Nun's Tale 392,data/riverside_cats/SNT_riv.cat,Men ledde hem forth to doon the sacrefise,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,The Second Nun's Tale 413,data/riverside_cats/SNT_riv.cat,Doon sacrifice and Juppiter encense,RIVERSIDE,Infinitive must end in -en or -e
greven,greeve,v%pr_3,The Second Nun's Tale 426,data/riverside_cats/SNT_riv.cat,I axe thee quod he though it thee greeve,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,The Second Nun's Tale 428,data/riverside_cats/SNT_riv.cat,Ye han bigonne youre questioun folily,RIVERSIDE,Present plural must end in -en or -e
asken,axed,v%pt_pl,The Second Nun's Tale 430,data/riverside_cats/SNT_riv.cat,In o demande ye axed lewedly,RIVERSIDE,Past plural must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 445,data/riverside_cats/SNT_riv.cat,Han thus comanded and maad ordinaunce,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,The Second Nun's Tale 446,data/riverside_cats/SNT_riv.cat,That every Cristen wight shal han penaunce,RIVERSIDE,Infinitive must end in -en or -e
withseien,withseye,v%pr_3,The Second Nun's Tale 447,data/riverside_cats/SNT_riv.cat,But if that he his Cristendom withseye,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,The Second Nun's Tale 459,data/riverside_cats/SNT_riv.cat,Do sacrifice or Cristendom reneye,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 470,data/riverside_cats/SNT_riv.cat,Han noght oure myghty princes to me yiven,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 480,data/riverside_cats/SNT_riv.cat,Thou seyst thy princes han thee yeven myght,RIVERSIDE,Present plural must end in -en or -e
seien,seyn,v%inf,The Second Nun's Tale 484,data/riverside_cats/SNT_riv.cat,But thou mayst seyn thy princes han thee maked,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 484,data/riverside_cats/SNT_riv.cat,But thou mayst seyn thy princes han thee maked,RIVERSIDE,Present plural must end in -en or -e
don,doon,v%inf,The Second Nun's Tale 530,data/riverside_cats/SNT_riv.cat,That no man sholde doon man swich penaunce,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,The Second Nun's Tale 532,data/riverside_cats/SNT_riv.cat,This tormentour ne dorste do namoore,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%pr_pl,The Second Nun's Tale 536,data/riverside_cats/SNT_riv.cat,With sheetes han the blood ful faire yhent,RIVERSIDE,Present plural must end in -en or -e
haven,hadde,v%pt_3,The Second Nun's Tale 539,data/riverside_cats/SNT_riv.cat,That she hadde fostred hem she gan to preche,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,The Second Nun's Tale 543,data/riverside_cats/SNT_riv.cat,To han respit thre dayes and namo,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,The Second Nun's Tale 545,data/riverside_cats/SNT_riv.cat,Thise soules lo and that I myghte do werche,RIVERSIDE,Infinitive must end in -en or -e
slen,sleyn,v%ppl,Book of the Duchess 26,data/riverside_cats/BD_riv.cat,Hath sleyn my spirit of quyknesse,RIVERSIDE,Strong participle must end in -en or -e
don,doo,v%inf,Book of the Duchess 29,data/riverside_cats/BD_riv.cat,So I not what is best to doo,RIVERSIDE,Infinitive must end in -en or -e
asken,aske,v%pr_3,Book of the Duchess 32,data/riverside_cats/BD_riv.cat,But natheles who aske this,RIVERSIDE,Present 3rd sg must end in -th
loven,loved,v%pt_pl,Book of the Duchess 56,data/riverside_cats/BD_riv.cat,While men loved the lawe of kinde,RIVERSIDE,Past plural must end in -en or -e
drenchen,dreinte,v%pt_3,Book of the Duchess 72,data/riverside_cats/BD_riv.cat,And clefte her ship and dreinte hem alle,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
dwellen,dwelte,v%pt_3,Book of the Duchess 82,data/riverside_cats/BD_riv.cat,It was not wele he dwelte so,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
wepen,wepte,v%pt_3,Book of the Duchess 107,data/riverside_cats/BD_riv.cat,And wepte that pittee was to here,RIVERSIDE,Strong pt sg must not end in -en or -e
taken,tooke,v%pt_3,Book of the Duchess 128,data/riverside_cats/BD_riv.cat,Fil on hir or she tooke kep,RIVERSIDE,Strong pt sg must not end in -en or -e
gon,go,v%pr_3,Book of the Duchess 140,data/riverside_cats/BD_riv.cat,Go faste into the Grete Se,RIVERSIDE,Present 3rd sg must end in -th
haven,had,v%pt_pl,Book of the Duchess 172,data/riverside_cats/BD_riv.cat,They had good leyser for to route,RIVERSIDE,Past plural must end in -en or -e
lien,lay,v%pt_pl,Book of the Duchess 176,data/riverside_cats/BD_riv.cat,And somme lay naked in her bed,RIVERSIDE,Past plural must end in -en or -e
don,doon,v%inf,Book of the Duchess 188,data/riverside_cats/BD_riv.cat,And tolde hym what he shulde doon,RIVERSIDE,Infinitive must end in -en or -e
don,doon,v%inf,Book of the Duchess 194,data/riverside_cats/BD_riv.cat,And dyde as he had bede hym doon,RIVERSIDE,Infinitive must end in -en or -e
birien,bury,v%pr_pl,Book of the Duchess 207,data/riverside_cats/BD_riv.cat,Bury my body for such a tyde,RIVERSIDE,Present plural must end in -en or -e
dien,deyede,v%pt_3,Book of the Duchess 214,data/riverside_cats/BD_riv.cat,And deyede within the thridde morwe,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
fallen,falles,v%pr_3,Book of the Duchess 257,data/riverside_cats/BD_riv.cat,And I wol yive hym al that falles,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,Book of the Duchess 259,data/riverside_cats/BD_riv.cat,I wol do peynte with pure gold,RIVERSIDE,Infinitive must end in -en or -e
don,do,v%inf,Book of the Duchess 268,data/riverside_cats/BD_riv.cat,That ys hys goddesse I shal soo do,RIVERSIDE,Infinitive must end in -en or -e
fortunen,fortuned,v%pt_pl,Book of the Duchess 288,data/riverside_cats/BD_riv.cat,Suche marvayles fortuned than,RIVERSIDE,Past plural must end in -en or -e
waken,waked,v%ppl,Book of the Duchess 294,data/riverside_cats/BD_riv.cat,And loked forth for I was waked,RIVERSIDE,Strong participle must end in -en or -e
singen,song,v%pt_pl,Book of the Duchess 304,data/riverside_cats/BD_riv.cat,Had herd for som of hem song lowe,RIVERSIDE,Past plural must end in -en or -e
sparen,spared,v%pt_pl,Book of the Duchess 320,data/riverside_cats/BD_riv.cat,They ne spared not her throtes,RIVERSIDE,Past plural must end in -en or -e
seien,seyn,v%inf,Book of the Duchess 321,data/riverside_cats/BD_riv.cat,And sooth to seyn my chambre was,RIVERSIDE,Infinitive must end in -en or -e
hien,hyed,v%pt_pl,Book of the Duchess 363,data/riverside_cats/BD_riv.cat,And hyed hem to the forest faste,RIVERSIDE,Past plural must end in -en or -e
don,doon,v%inf,Book of the Duchess 374,data/riverside_cats/BD_riv.cat,As to huntynge fil to doon,RIVERSIDE,Infinitive must end in -en or -e
haven,hadde,v%pt_3,Book of the Duchess 390,data/riverside_cats/BD_riv.cat,That hadde yfolowed and koude no good,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,had,v%pt_pl,Book of the Duchess 404,data/riverside_cats/BD_riv.cat,Had mad her dwellynge ther I trowe,RIVERSIDE,Past plural must end in -en or -e
sitten,sete,v%pt_3,Book of the Duchess 436,data/riverside_cats/BD_riv.cat,Sete to rekene in hys countour,RIVERSIDE,Strong pt sg must not end in -en or -e
rekenen,rekene,v%pr_3,Book of the Duchess 437,data/riverside_cats/BD_riv.cat,And rekene with his figures ten,RIVERSIDE,Present 3rd sg must end in -th
lien,lay,v%pt_pl,Book of the Duchess 508,data/riverside_cats/BD_riv.cat,And lay so colde upon hys herte,RIVERSIDE,Past plural must end in -en or -e
seien,sayn,v%inf,Book of the Duchess 514,data/riverside_cats/BD_riv.cat,But at the last to sayn ryght soth,RIVERSIDE,Infinitive must end in -en or -e
seien,seyn,v%inf,Book of the Duchess 520,data/riverside_cats/BD_riv.cat,I herde the not to seyn the soth,RIVERSIDE,Infinitive must end in -en or -e
helpen,helpe,v%pr_3,Book of the Duchess 550,data/riverside_cats/BD_riv.cat,I wolde as wys God helpe me soo,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,Book of the Duchess 592,data/riverside_cats/BD_riv.cat,My sorwe but he hadde rowthe,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
seien,seyn,v%inf,Book of the Duchess 596,data/riverside_cats/BD_riv.cat,May seyn he hath met with sorwe,RIVERSIDE,Infinitive must end in -en or -e
tellen,tel,v%inf,Book of the Duchess 598,data/riverside_cats/BD_riv.cat,Allas and I wol tel the why,RIVERSIDE,Infinitive must end in -en or -e
holden,halt,v%pr_3,Book of the Duchess 621,data/riverside_cats/BD_riv.cat,That al behoteth and nothyng halt,RIVERSIDE,Present 3rd sg must end in -th
halten,halt,v%pr_3,Book of the Duchess 622,data/riverside_cats/BD_riv.cat,She goth upryght and yet she halt,RIVERSIDE,Present 3rd sg must end in -th
pleien,pley,v%inf,Book of the Duchess 662,data/riverside_cats/BD_riv.cat,Ful craftier to pley she was,RIVERSIDE,Infinitive must end in -en or -e
tellen,tel,v%inf,Book of the Duchess 710,data/riverside_cats/BD_riv.cat,And whan I herde hym tel thys tale,RIVERSIDE,Infinitive must end in -en or -e
