"""Namoore of this, for Goddes dignitee,""",||,"¶“No moore of this, for Goddes dignitee,”"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 941,,,10,Al,be,it,told,somtyme,in,sondry,wyse
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 941,,,10,u,S,u,S,uSx,u,Su,Sx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 941,,,10,al@conj,ben@v%pr_3,hit@pron,tellen@v%ppl,som-time@adv,in@prep,sondri@adj,wise@n2
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 941,,,10,Al,be,it,told,somtime,in,sondry,wise
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 941,,,10,u,S,u,S,uSx,u,Su,Sx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 941,,,10,al@conj,ben@v%pr_3,hit@pron,tellen@v%ppl,som-time@adv,in@prep,sondri@adj,wise@n2

"Of sondry folk, as I shal yow devyse.",||,"Of sondry folk, as I shal yow devise."
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 942,,,10,Of,sondry,folk,as,I,shal,yow,devyse
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 942,,,10,u,Su,S,u,S,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 942,,,10,of@prep,sondri@adj,folk@n,as@conj,ich@pron%nom,shulen@v1%pr_1,you@pron%pl_obj,devisen@v%inf
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 942,,,10,Of,sondry,folk,as,I,shal,yow,devise
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 942,,,10,u,Su,S,u,S,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 942,,,10,of@prep,sondri@adj,folk@n,as@conj,ich@pron%nom,shulen@v1%pr_1,you@pron%pl_obj,devisen@v%inf

"""As thus: ye woot that every Evaungelist",||,"¶“As thus; ye woot° that every evangelist,°"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 943,,,10,As,thus,ye,woot,that,every,Evaungelist
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 943,,,10,u,S,u,S,u,Sxx,uSuS
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 943,,,10,as@conj,thus@adv,ye@pron%pl_nom,witen@v1%pr_pl,that@conj,everi@pron_gram_adj,evangelist@n
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 943,,,10,As,thus,ye,woot,that,every,evangelist
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 943,,,10,u,S,u,S,u,Sxx,uSuS
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 943,,,10,as@conj,thus@adv,ye@pron%pl_nom,witen@v1%pr_pl,that@conj,everi@pron_gram_adj,evangelist@n

That telleth us the peyne of Jhesu Crist,||,"That telleth us the peine of Jesu Crist,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 944,DIFF,,10,That,telleth,us,the,peyne,of,Jhesu,Crist
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 944,DIFF,,10,u,Su,S,u,Sx,u,Su,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 944,DIFF,,10,that@pron,tellen@v%pr_3,us@pron%pl_obj,the@def_art,peine@n,of@prep,jesu@n1#propn,crist@n#propn
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 944,DIFF,,10,That,telleth,us,the,peine,of,Jesu,Crist
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 944,DIFF,,10,u,Su,S,u,Sx,u,Su,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 944,DIFF,,10,that@pron,tellen@v%pr_3,us@pron%pl_obj,the@def_art,peine@n,of@prep,,crist@n#propn

Ne seith nat alle thyng as his felawe dooth;,||,"Ne saith nat al thing as his felaw dooth,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 945,,,10,Ne,seith,nat,alle,thyng,as,his,felawe,dooth
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 945,,,10,u,S,u,Sx,u,S,u,Sux,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 945,,,10,ne@adv,seien@v1%pr_3,not@adv,al@gram_adj,thing@n,as@conj,his@pron1%gen,felaue@n,don@v1%pr_3
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 945,,,10,Ne,saith,nat,al,thing,as,his,felaw,dooth
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 945,,,10,u,S,u,S,u,S,u,Su,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 945,,,10,ne@adv,seien@v1%pr_3,not@adv,al@gram_adj,thing@n,as@conj,his@pron1%gen,felaue@n,don@v1%pr_3

"But nathelees hir sentence is al sooth,",||,"But natheles, hir sentence° is al sooth,°"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 946,,,10,But,nathelees,hir,sentence,is,al,sooth
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 946,,,10,u,SuS,u,Sux,S,u,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 946,,,10,but@conj,no-the-lesse@adv,here@pron%pl_gen,sentence@n,ben@v%pr_3,al@adv,soth@adj
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 946,,,10,But,natheles,hir,sentence,is,al,sooth
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 946,,,10,u,SuS,u,Sux,S,u,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 946,,,10,but@conj,no-the-lesse@adv,here@pron%pl_gen,sentence@n,ben@v%pr_3,al@adv,soth@adj

"And alle acorden as in hire sentence,",||,"And alle acorden as in hir sentence,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 947,,,10,And,alle,acorden,as,in,hire,sentence
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 947,,,10,u,Sx,uSu,S,u,Sx,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 947,,,10,and@conj,al@gram_adj,accorden@v%pr_pl,as@conj,in@prep,here@pron%pl_gen,sentence@n
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 947,,,10,And,alle,acorden,as,in,hir,sentence
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 947,,,10,u,Sx,uSu,S,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 947,,,10,and@conj,al@gram_adj,accorden@v%pr_pl,as@conj,in@prep,here@pron%pl_gen,sentence@n

Al be ther in hir tellyng difference.,||,Al be ther in hir telling difference.
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 948,,,10,Al,be,ther,in,hir,tellyng,difference
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 948,,,10,u,S,u,S,u,Su,SuSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 948,,,10,al@conj,ben@v%pr_3,ther@adv,in@prep,here@pron%pl_gen,tellinge@ger,difference@n
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 948,,,10,Al,be,ther,in,hir,telling,difference
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 948,,,10,u,S,u,S,u,Su,SuSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 948,,,10,al@conj,ben@v%pr_3,ther@adv,in@prep,here@pron%pl_gen,tellinge@ger,difference@n

"For somme of hem seyn moore, and somme seyn lesse,",||,"For somme of hem seyn more, and som lesse,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 949,DIFF,,10,For,somme,of,hem,seyn,moore,and,somme,seyn,lesse
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 949,DIFF,,10,u,Sx,u,S,u,Sx,u,Sx,u,Sx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 949,DIFF,,10,for@conj,som@pron,of@prep,hem@pron%pl_obj,seien@v1%pr_pl,more@n3,and@conj,som@pron,seien@v1%pr_pl,lesse@n2
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 949,DIFF,,10,For,somme,of,hem,seyn,more,and,som,lesse
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 949,DIFF,,10,u,Sx,u,S,u,Su,S,u,Sx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 949,DIFF,,10,for@conj,som@pron,of@prep,hem@pron%pl_obj,seien@v1%pr_pl,more@n3,and@conj,som@pron,lesse@n2

Whan they his pitous passioun expresse --,||,Whan they his pitous passioun expresse;
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 950,,,10,Whan,they,his,pitous,passioun,expresse
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 950,,,10,u,S,u,Su,SuS,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 950,,,10,whan@adv&conj,thei@pron%pl_nom,his@pron1%gen,pitous@adj,passioun@n,expressen@v%pr_pl,--@dash
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 950,,,10,Whan,they,his,pitous,passioun,expresse
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 950,,,10,u,S,u,Su,SuS,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 950,,,10,whan@adv&conj,thei@pron%pl_nom,his@pron1%gen,pitous@adj,passioun@n,expressen@v%pr_pl,--@dash

"I meene of Mark, Mathew, Luc, and John --",||,"I mene of Mark and Mathew, Luk and John;"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 951,DIFF,,10,I,meene,of,Mark,Mathew,Luc,and,John
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 951,DIFF,,10,u,Su,S,u,Su,S,u,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 951,DIFF,,10,ich@pron%nom,menen@v1%pr_1,of@prep,mark@n#propn,mathew@n#propn,luc@n#propn,and@conj,john@n1#propn,--@dash
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 951,DIFF,,10,I,mene,of,Mark,and,Mathew,Luk,and,John
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 951,DIFF,,10,u,Sx,u,S,u,Su,S,u,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 951,DIFF,,10,ich@pron%nom,menen@v1%pr_1,of@prep,mark@n#propn,and@conj,mathew@n#propn,luc@n#propn,and@conj,john@n1#propn

But doutelees hir sentence is al oon.,||,But doutelees hir sentence is al oon.
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 952,,,10,But,doutelees,hir,sentence,is,al,oon
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 952,,,10,u,SuS,u,Sux,S,u,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 952,,,10,but@conj,douteles@adv,here@pron%pl_gen,sentence@n,ben@v%pr_3,al@adv,on@num_adj
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 952,,,10,But,doutelees,hir,sentence,is,al,oon
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 952,,,10,u,SuS,u,Sux,S,u,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 952,,,10,but@conj,douteles@adv,here@pron%pl_gen,sentence@n,ben@v%pr_3,al@adv,on@num_adj

"Therfore, lordynges alle, I yow biseche,",||,"Therfore, lordings alle, I yow biseche,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 953,,,10,Therfore,lordynges,alle,I,yow,biseche
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 953,,,10,uSx,uSu,Sx,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 953,,,10,ther-fore@adv,lordinge@n%pl,al@gram_adj,ich@pron%nom,you@pron%pl_obj,bisechen@v%pr_1
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 953,,,10,Therfore,lordings,alle,I,yow,biseche
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 953,,,10,uSu,Su,Sx,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 953,,,10,ther-fore@adv,lordinge@n%pl,al@gram_adj,ich@pron%nom,you@pron%pl_obj,bisechen@v%pr_1

"If that yow thynke I varie as in my speche,",||,"If that ye thinke I varie as in my speche,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 954,,,0,If,that,yow,thynke,I,varie,as,in,my,speche
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 954,,,0,,,,,,,,,,
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 954,,,0,if@conj,that@part,you@pron%pl_obj,thinken@v1%pr_3,ich@pron%nom,varien@v%pr_1,as@conj,in@prep,min@pron%gen,speche@n
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 954,,,0,If,that,ye,thinke,I,varie,as,in,my,speche
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 954,,,0,,,,,,,,,,
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 954,,,0,if@conj,that@part,you@pron%pl_obj,thinken@v1%pr_3,ich@pron%nom,varien@v%pr_1,as@conj,in@prep,min@pron%gen,speche@n

"As thus, though that I telle somwhat moore",||,"As thus, thogh that I telle somwhat more"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 955,,,10,As,thus,though,that,I,telle,somwhat,moore
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 955,,,10,u,S,u,S,u,Su,Su,Sx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 955,,,10,as@conj,thus@adv,though@conj,that@part,ich@pron%nom,tellen@v%pr_1,som-what@adj,more@n3
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 955,,,10,As,thus,thogh,that,I,telle,somwhat,more
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 955,,,10,u,S,u,S,u,Su,Su,Sx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 955,,,10,as@conj,thus@adv,though@conj,that@part,ich@pron%nom,tellen@v%pr_1,som-what@adj,more@n3

Of proverbes than ye han herd bifoore,||,"Of proverbes, than ye han herd bifore,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 956,,,10,Of,proverbes,than,ye,han,herd,bifoore
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 956,,,10,u,SuS,u,S,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 956,,,10,of@prep,proverbe@n%pl,than@conj,ye@pron%pl_nom,haven@v%pr_pl,heren@v%ppl,biforen@adv
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 956,,,10,Of,proverbes,than,ye,han,herd,bifore
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 956,,,10,u,SuS,u,S,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 956,,,10,of@prep,proverbe@n%pl,than@conj,ye@pron%pl_nom,haven@v%pr_pl,heren@v%ppl,biforen@adv

"Comprehended in this litel tretys heere,",||,"Comprehended in this litel tretis here,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 957,,,10,Comprehended,in,this,litel,tretys,heere
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 957,,,10,uSux,S,u,Su,Su,Sx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 957,,,10,comprehenden@v%ppl_abs,in@prep,this@gram_adj,litel@adj,tretise@n,her@adv
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 957,,,10,Comprehended,in,this,litel,tretis,here
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 957,,,10,uSuS,u,S,uS,uS,xx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 957,,,10,comprehenden@v%ppl_abs,in@prep,this@gram_adj,litel@adj,tretise@n,her@adv

To enforce with th' effect of my mateere;,||,"To enforcen with° the th’effect of my matere,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 958,DIFF,,10,To,enforce,with,th,effect,of,my,mateere
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 958,DIFF,,10,u,Sux,S,,uS,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 958,DIFF,,10,to@part,enforcen@v%inf,with@prep,the@def_art,effect@n,of@prep,min@pron%gen,matere@n
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 958,DIFF,,10,To,enforcen,with,the,theffect,of,my,matere
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 958,DIFF,,10,u,Sux,S,u,Su,S,u,Sxx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 958,DIFF,,10,to@part,,with@prep,the@def_art,,of@prep,min@pron%gen,matere@n

And though I nat the same wordes seye,||,And thogh I nat the same wordes seye
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 959,,,10,And,though,I,nat,the,same,wordes,seye
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 959,,,10,u,S,u,S,u,Su,Su,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 959,,,10,and@conj,though@conj,ich@pron%nom,not@adv,the@def_art,same@gram_adj,word@n%pl,seien@v1%pr_pl
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 959,,,10,And,thogh,I,nat,the,same,wordes,seye
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 959,,,10,u,S,u,S,u,Su,Su,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 959,,,10,and@conj,though@conj,ich@pron%nom,not@adv,the@def_art,same@gram_adj,word@n%pl,seien@v1%pr_pl

"As ye han herd, yet to yow alle I preye",||,"As ye han herd, yet to yow alle I preye,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 960,,,10,As,ye,han,herd,yet,to,yow,alle,I,preye
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 960,,,10,u,S,u,S,u,S,u,Sx,u,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 960,,,10,as@conj,ye@pron%pl_nom,haven@v%pr_pl,heren@v%ppl,yet@adv,to@prep,you@pron%pl_obj,al@gram_adj,ich@pron%nom,preien@v1%pr_1
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 960,,,10,As,ye,han,herd,yet,to,yow,alle,I,preye
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 960,,,10,u,S,u,S,u,S,u,Sx,u,S
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 960,,,10,as@conj,ye@pron%pl_nom,haven@v%pr_pl,heren@v%ppl,yet@adv,to@prep,you@pron%pl_obj,al@gram_adj,ich@pron%nom,preien@v1%pr_1

"Blameth me nat; for, as in my sentence,",||,"Blameth me nat; for, as in my sentence,"
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 961,,,10,Blameth,me,nat,for,as,in,my,sentence
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 961,,,10,uS,u,S,u,S,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 961,,,10,blamen@v%imp,me@pron2%obj,not@adv,for@conj,as@conj,in@prep,min@pron%gen,sentence@n
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 961,,,10,Blameth,me,nat,for,as,in,my,sentence
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 961,,,10,uS,u,S,u,S,u,S,uSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 961,,,10,blamen@v%imp,me@pron2%obj,not@adv,for@conj,as@conj,in@prep,min@pron%gen,sentence@n

Shul ye nowher fynden difference,||,Ye shul not finden moche difference
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 962,DIFF,,9,Shul,ye,nowher,fynden,difference
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 962,DIFF,,9,S,u,Su,Su,SuSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 962,DIFF,,9,shulen@v1%pr_pl,ye@pron%pl_nom,no-wher@adv,finden@v%inf,difference@n
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 962,DIFF,,10,Ye,shul,not,finden,moche,difference
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 962,DIFF,,10,u,S,u,Su,Su,SuSx
data/riverside_cats/MelPro_riv.cat,data/oxford_txts/MelPro_oxford.txt,data/csvs/MelPro,07-3-ch 962,DIFF,,10,ye@pron%pl_nom,shulen@v1%pr_pl,,finden@v%inf,,difference@n

Fro the sentence of this tretys lyte,||,Fro the sentence of this tretis lite°
