source_file,exception_count,headword,word,tag,line_number,filename,context,text_type
SqT_gui_complete.csv,51,seien,sey,v%pr_1,The Squire's Tale 289,data/riverside_cats/SqT_riv.cat,I sey namoore but in this jolynesse,RIVERSIDE
SqT_gui_complete.csv,51,shulen,shal,v%pr_1,The Squire's Tale 317,data/riverside_cats/SqT_riv.cat,Which I shal yow telle bitwix us two,RIVERSIDE
SqT_gui_complete.csv,51,bidden,bidde,v%imp,The Squire's Tale 321,data/riverside_cats/SqT_riv.cat,Bidde hym descende and trille another pyn,RIVERSIDE
SqT_gui_complete.csv,51,don,doon,v%inf,The Squire's Tale 323,data/riverside_cats/SqT_riv.cat,And he wol doun descende and doon youre wille,RIVERSIDE
SqT_gui_complete.csv,51,trillen,trille,v%imp,The Squire's Tale 328,data/riverside_cats/SqT_riv.cat,Trille this pyn and he wol vanysshe anoon,RIVERSIDE
SqT_gui_complete.csv,51,shulen,shal,v%pr_1,The Squire's Tale 332,data/riverside_cats/SqT_riv.cat,In swich a gyse as I shal to yow seyn,RIVERSIDE
SqT_gui_complete.csv,51,riden,ride,v%imp,The Squire's Tale 334,data/riverside_cats/SqT_riv.cat,Ride whan yow list ther is namoore to doone,RIVERSIDE
SqT_gui_complete.csv,51,haven,han,v%inf,The Squire's Tale 349,data/riverside_cats/SqT_riv.cat,That muchel drynke and labour wolde han reste,RIVERSIDE
SqT_gui_complete.csv,51,shulen,shul,v%pr_pl,The Squire's Tale 357,data/riverside_cats/SqT_riv.cat,Hire dremes shul nat now been toold for me,RIVERSIDE
SqT_gui_complete.csv,51,gon,goon,v%inf,The Squire's Tale 364,data/riverside_cats/SqT_riv.cat,To goon to reste soone after it was eve,RIVERSIDE
SqT_gui_complete.csv,51,willen,wil,v%pr_pl,The Squire's Tale 378,data/riverside_cats/SqT_riv.cat,And seyde Madame whider wil ye goon,RIVERSIDE
SqT_gui_complete.csv,51,willen,wol,v%pr_1,The Squire's Tale 380,data/riverside_cats/SqT_riv.cat,I wol quod she arise for me leste,RIVERSIDE
SqT_gui_complete.csv,51,haven,han,v%inf,The Squire's Tale 421,data/riverside_cats/SqT_riv.cat,That nolde han wept if that he wepe koude,RIVERSIDE
SqT_gui_complete.csv,51,faren,ferde,v%pt_3,The Squire's Tale 461,data/riverside_cats/SqT_riv.cat,That ferde with hymself so pitously,RIVERSIDE
SqT_gui_complete.csv,51,helen,heel,v%inf,The Squire's Tale 471,data/riverside_cats/SqT_riv.cat,To heel with youre hurtes hastily,RIVERSIDE
SqT_gui_complete.csv,51,willen,wol,v%pr_1,The Squire's Tale 494,data/riverside_cats/SqT_riv.cat,Myn harm I wol confessen er I pace,RIVERSIDE
SqT_gui_complete.csv,51,haven,han,v%inf,The Squire's Tale 510,data/riverside_cats/SqT_riv.cat,That no wight koude han wend he koude feyne,RIVERSIDE
SqT_gui_complete.csv,51,seien,seyn,v%inf,The Squire's Tale 532,data/riverside_cats/SqT_riv.cat,This is to seyn that after his desert,RIVERSIDE
SqT_gui_complete.csv,51,seien,seyn,v%inf,The Squire's Tale 569,data/riverside_cats/SqT_riv.cat,This is to seyn my wyl obeyed his wyl,RIVERSIDE
SqT_gui_complete.csv,51,shulen,shal,v%pr_1,The Squire's Tale 573,data/riverside_cats/SqT_riv.cat,As hym God woot ne nevere shal namo,RIVERSIDE
SqT_gui_complete.csv,51,connen,kan,v%pr_1,The Squire's Tale 580,data/riverside_cats/SqT_riv.cat,I kan nat make of it discripsioun,RIVERSIDE
SqT_gui_complete.csv,51,ben,am,v%pr_1,The Squire's Tale 597,data/riverside_cats/SqT_riv.cat,And seyde hym thus Lo I am youres al,RIVERSIDE
SqT_gui_complete.csv,51,seien,sey,v%inf,The Squire's Tale 600,data/riverside_cats/SqT_riv.cat,Who kan sey bet than he who kan do werse,RIVERSIDE
SqT_gui_complete.csv,51,seien,seyn,v%pr_pl,The Squire's Tale 609,data/riverside_cats/SqT_riv.cat,Gladeth hymself thus seyn men as I gesse,RIVERSIDE
SqT_gui_complete.csv,51,don,doon,v%pr_pl,The Squire's Tale 611,data/riverside_cats/SqT_riv.cat,As briddes doon that men in cages fede,RIVERSIDE
SqT_gui_complete.csv,51,faren,ferde,v%pt_3,The Squire's Tale 621,data/riverside_cats/SqT_riv.cat,So ferde this tercelet allas the day,RIVERSIDE
SqT_gui_complete.csv,51,ben,am,v%pr_1,The Squire's Tale 629,data/riverside_cats/SqT_riv.cat,And I am lorn withouten remedie,RIVERSIDE
SqT_gui_complete.csv,51,lesen,lorn,v%ppl,The Squire's Tale 629,data/riverside_cats/SqT_riv.cat,And I am lorn withouten remedie,RIVERSIDE
SqT_gui_complete.csv,51,willen,wol,v%pr_1,The Squire's Tale 652,data/riverside_cats/SqT_riv.cat,I wol namoore as now speke of hir ryng,RIVERSIDE
SqT_gui_complete.csv,51,willen,wol,v%pr_1,The Squire's Tale 658,data/riverside_cats/SqT_riv.cat,But hennesforth I wol my proces holde,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_pl,Troilus and Criseyde; Book III 24,data/riverside_cats/TC3_riv.cat,Algates hem that ye wol sette afyre,RIVERSIDE
TC3_gui_complete.csv,198,don,do,v%pr_pl,Troilus and Criseyde; Book III 26,data/riverside_cats/TC3_riv.cat,Ye do hem corteys be fresshe and benigne,RIVERSIDE
TC3_gui_complete.csv,198,connen,kan,v%pr_pl,Troilus and Criseyde; Book III 33,data/riverside_cats/TC3_riv.cat,Whan they kan nought construe how it may jo,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%pr_pl,Troilus and Criseyde; Book III 36,data/riverside_cats/TC3_riv.cat,Ye folk a lawe han set in universe,RIVERSIDE
TC3_gui_complete.csv,198,ben,am,v%pr_1,Troilus and Criseyde; Book III 41,data/riverside_cats/TC3_riv.cat,Whos clerc I am so techeth me devyse,RIVERSIDE
TC3_gui_complete.csv,198,don,do,v%pr_pl,Troilus and Criseyde; Book III 44,data/riverside_cats/TC3_riv.cat,Inhielde and do me shewe of thy swetnesse,RIVERSIDE
TC3_gui_complete.csv,198,moten,mot,v%pr_1,Troilus and Criseyde; Book III 47,data/riverside_cats/TC3_riv.cat,How I mot telle anonright the gladnesse,RIVERSIDE
TC3_gui_complete.csv,198,sen,se,v%imp,Troilus and Criseyde; Book III 62,data/riverside_cats/TC3_riv.cat,Se who is here yow comen to visite,RIVERSIDE
TC3_gui_complete.csv,198,mouen,may,v%pr_1,Troilus and Criseyde; Book III 69,data/riverside_cats/TC3_riv.cat,Ye swete herte Allas I may nought rise,RIVERSIDE
TC3_gui_complete.csv,198,don,do,v%pr_pl,Troilus and Criseyde; Book III 73,data/riverside_cats/TC3_riv.cat,O for the love of God do ye nought so,RIVERSIDE
TC3_gui_complete.csv,198,mouen,may,v%pr_1,Troilus and Criseyde; Book III 90,data/riverside_cats/TC3_riv.cat,His resons as I may my rymes holde,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 91,data/riverside_cats/TC3_riv.cat,I yow wol telle as techen bokes olde,RIVERSIDE
TC3_gui_complete.csv,198,durren,dar,v%pr_1,Troilus and Criseyde; Book III 104,data/riverside_cats/TC3_riv.cat,And though I dar ne kan unto yow pleyne,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%pr_pl,Troilus and Criseyde; Book III 111,data/riverside_cats/TC3_riv.cat,But syn that ye han herd me somwhat seye,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%inf,Troilus and Criseyde; Book III 114,data/riverside_cats/TC3_riv.cat,It myghte han mad an herte of stoon to rewe,RIVERSIDE
TC3_gui_complete.csv,198,don,doth,v%pr_pl,Troilus and Criseyde; Book III 123,data/riverside_cats/TC3_riv.cat,For Goddes love and doth hym nought to deye,RIVERSIDE
TC3_gui_complete.csv,198,mouen,may,v%pr_1,Troilus and Criseyde; Book III 131,data/riverside_cats/TC3_riv.cat,And thanne agreen that I may ben he,RIVERSIDE
TC3_gui_complete.csv,198,don,don,v%inf,Troilus and Criseyde; Book III 133,data/riverside_cats/TC3_riv.cat,In trouthe alwey to don yow my servise,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%inf,Troilus and Criseyde; Book III 136,data/riverside_cats/TC3_riv.cat,And I to han right as yow list comfort,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 159,data/riverside_cats/TC3_riv.cat,Myn honour sauf I wol wel trewely,RIVERSIDE
TC3_gui_complete.csv,198,bisechen,bysechyng,v%prp_abs,Troilus and Criseyde; Book III 162,data/riverside_cats/TC3_riv.cat,Bysechyng hym for Goddes love that he,RIVERSIDE
TC3_gui_complete.csv,198,mouen,may,v%pr_1,Troilus and Criseyde; Book III 166,data/riverside_cats/TC3_riv.cat,Ay kepe and if I may don hym gladnesse,RIVERSIDE
TC3_gui_complete.csv,198,don,don,v%inf,Troilus and Criseyde; Book III 166,data/riverside_cats/TC3_riv.cat,Ay kepe and if I may don hym gladnesse,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 171,data/riverside_cats/TC3_riv.cat,Ye shal namore han sovereignete,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%inf,Troilus and Criseyde; Book III 171,data/riverside_cats/TC3_riv.cat,Ye shal namore han sovereignete,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 178,data/riverside_cats/TC3_riv.cat,And I shal trewely with al my myght,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 181,data/riverside_cats/TC3_riv.cat,For every wo ye shal recovere a blisse,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_pl,Troilus and Criseyde; Book III 191,data/riverside_cats/TC3_riv.cat,Forwhi this folk wol comen up anon,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%pr_pl,Troilus and Criseyde; Book III 192,data/riverside_cats/TC3_riv.cat,That han the lettre red lo I hem here,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 196,data/riverside_cats/TC3_riv.cat,For I ful well shal shape youre comynge,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 238,data/riverside_cats/TC3_riv.cat,To Troilus as I shal yow devyse,RIVERSIDE
TC3_gui_complete.csv,198,languishen,langwisshyng,v%prp_abs,Troilus and Criseyde; Book III 241,data/riverside_cats/TC3_riv.cat,Whan I the saugh so langwisshyng toyere,RIVERSIDE
TC3_gui_complete.csv,198,durren,dar,v%pr_1,Troilus and Criseyde; Book III 269,data/riverside_cats/TC3_riv.cat,For that man is unbore I dar wel swere,RIVERSIDE
TC3_gui_complete.csv,198,mouen,may,v%pr_1,Troilus and Criseyde; Book III 272,data/riverside_cats/TC3_riv.cat,May thynken that she is my nece deere,RIVERSIDE
TC3_gui_complete.csv,198,don,doon,v%inf,Troilus and Criseyde; Book III 276,data/riverside_cats/TC3_riv.cat,To doon thi lust and holly to ben thyn,RIVERSIDE
TC3_gui_complete.csv,198,seien,seyn,v%inf,Troilus and Criseyde; Book III 278,data/riverside_cats/TC3_riv.cat,And seyn that I the werste trecherie,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 281,data/riverside_cats/TC3_riv.cat,Wherfore er I wol ferther gon a pas,RIVERSIDE
TC3_gui_complete.csv,198,seien,seyn,v%inf,Troilus and Criseyde; Book III 284,data/riverside_cats/TC3_riv.cat,That is to seyn that thow us nevere wreye,RIVERSIDE
TC3_gui_complete.csv,198,ben,be,v%imp_2,Troilus and Criseyde; Book III 285,data/riverside_cats/TC3_riv.cat,And be nought wroth though I the ofte preye,RIVERSIDE
TC3_gui_complete.csv,198,ben,am,v%pr_1,Troilus and Criseyde; Book III 312,data/riverside_cats/TC3_riv.cat,And I am sworn to holden it secree,RIVERSIDE
TC3_gui_complete.csv,198,sweren,sworn,v%ppl,Troilus and Criseyde; Book III 312,data/riverside_cats/TC3_riv.cat,And I am sworn to holden it secree,RIVERSIDE
TC3_gui_complete.csv,198,gon,go,v%pr_1,Troilus and Criseyde; Book III 313,data/riverside_cats/TC3_riv.cat,And after I go telle it two or thre,RIVERSIDE
TC3_gui_complete.csv,198,loken,loke,v%imp,Troilus and Criseyde; Book III 316,data/riverside_cats/TC3_riv.cat,Now loke thanne if they be nought to blame,RIVERSIDE
TC3_gui_complete.csv,198,shulen,i,v%pr_1,Troilus and Criseyde; Book III 317,data/riverside_cats/TC3_riv.cat,Swich manere folk what shal I clepe hem what,RIVERSIDE
TC3_gui_complete.csv,198,clepen,hem,v%inf,Troilus and Criseyde; Book III 317,data/riverside_cats/TC3_riv.cat,Swich manere folk what shal I clepe hem what,RIVERSIDE
TC3_gui_complete.csv,198,seien,sey,v%pr_1,Troilus and Criseyde; Book III 323,data/riverside_cats/TC3_riv.cat,I sey nought this for no mistrust of yow,RIVERSIDE
TC3_gui_complete.csv,198,ben,be,v%imp,Troilus and Criseyde; Book III 332,data/riverside_cats/TC3_riv.cat,And kep the clos and be now of good cheere,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 334,data/riverside_cats/TC3_riv.cat,I shal thi proces set in swych a kynde,RIVERSIDE
TC3_gui_complete.csv,198,witen,woot,v%pr_1,Troilus and Criseyde; Book III 337,data/riverside_cats/TC3_riv.cat,For wel I woot thow menest wel parde,RIVERSIDE
TC3_gui_complete.csv,198,durren,dar,v%pr_1,Troilus and Criseyde; Book III 338,data/riverside_cats/TC3_riv.cat,Therfore I dar this fully undertake,RIVERSIDE
TC3_gui_complete.csv,198,haven,have,v%imp,Troilus and Criseyde; Book III 341,data/riverside_cats/TC3_riv.cat,Have now good nyght I may no lenger wake,RIVERSIDE
TC3_gui_complete.csv,198,mouen,may,v%pr_1,Troilus and Criseyde; Book III 341,data/riverside_cats/TC3_riv.cat,Have now good nyght I may no lenger wake,RIVERSIDE
TC3_gui_complete.csv,198,heren,heryng,v%prp_abs,Troilus and Criseyde; Book III 346,data/riverside_cats/TC3_riv.cat,Heryng th effect of Pandarus byheste,RIVERSIDE
TC3_gui_complete.csv,198,tellen,telle,v%imp,Troilus and Criseyde; Book III 368,data/riverside_cats/TC3_riv.cat,That wist I wel but telle me if the liste,RIVERSIDE
TC3_gui_complete.csv,198,ben,am,v%pr_1,Troilus and Criseyde; Book III 376,data/riverside_cats/TC3_riv.cat,As I am mortal if I late or yerne,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 384,data/riverside_cats/TC3_riv.cat,Upon the goddes alle I wol the swere,RIVERSIDE
TC3_gui_complete.csv,198,connen,kan,v%pr_1,Troilus and Criseyde; Book III 390,data/riverside_cats/TC3_riv.cat,I kan namore but that I wol the serve,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 390,data/riverside_cats/TC3_riv.cat,I kan namore but that I wol the serve,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 395,data/riverside_cats/TC3_riv.cat,As I shal seyn me thoughte by thi speche,RIVERSIDE
TC3_gui_complete.csv,198,seien,seyn,v%inf,Troilus and Criseyde; Book III 395,data/riverside_cats/TC3_riv.cat,As I shal seyn me thoughte by thi speche,RIVERSIDE
TC3_gui_complete.csv,198,ben,am,v%pr_1,Troilus and Criseyde; Book III 398,data/riverside_cats/TC3_riv.cat,I am nought wood al if I lewed be,RIVERSIDE
TC3_gui_complete.csv,198,callen,calle,v%imp,Troilus and Criseyde; Book III 401,data/riverside_cats/TC3_riv.cat,On swich message calle hym what the list,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%inf,Troilus and Criseyde; Book III 413,data/riverside_cats/TC3_riv.cat,To han for thyn and lat me thanne allone,RIVERSIDE
TC3_gui_complete.csv,198,haven,have,v%imp,Troilus and Criseyde; Book III 420,data/riverside_cats/TC3_riv.cat,Have now good nyght and lat us bothe slepe,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%inf,Troilus and Criseyde; Book III 431,data/riverside_cats/TC3_riv.cat,Ne sholde han wist by word or by manere,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%inf,Troilus and Criseyde; Book III 445,data/riverside_cats/TC3_riv.cat,And wold of that hym missed han ben sesed,RIVERSIDE
TC3_gui_complete.csv,198,witen,woot,v%pr_1,Troilus and Criseyde; Book III 447,data/riverside_cats/TC3_riv.cat,For aught I woot namore than was he,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 511,data/riverside_cats/TC3_riv.cat,That it bifel right as I shal yow telle,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 513,data/riverside_cats/TC3_riv.cat,Right for the fyn that I shal speke of here,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%pr_pl,Troilus and Criseyde; Book III 553,data/riverside_cats/TC3_riv.cat,Ye han wel herd the fyn of his entente,RIVERSIDE
TC3_gui_complete.csv,198,comen,com,v%ppl,Troilus and Criseyde; Book III 554,data/riverside_cats/TC3_riv.cat,Whan he was com he gan anon to pleye,RIVERSIDE
TC3_gui_complete.csv,198,don,don,v%inf,Troilus and Criseyde; Book III 558,data/riverside_cats/TC3_riv.cat,Ne lenger don hym after hire to cape,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 564,data/riverside_cats/TC3_riv.cat,This moot be don Ye shal be ther anon,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%inf,Troilus and Criseyde; Book III 572,data/riverside_cats/TC3_riv.cat,Yow thurste nevere han the more fere,RIVERSIDE
TC3_gui_complete.csv,198,shulen,i,v%pt_1,Troilus and Criseyde; Book III 593,data/riverside_cats/TC3_riv.cat,As Tantalus what sholde I more telle,RIVERSIDE
TC3_gui_complete.csv,198,gon,gon,v%inf,Troilus and Criseyde; Book III 630,data/riverside_cats/TC3_riv.cat,Now were it tyme a lady to gon henne,RIVERSIDE
TC3_gui_complete.csv,198,don,don,v%inf,Troilus and Criseyde; Book III 633,data/riverside_cats/TC3_riv.cat,To don myn herte as now so gret an ese,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 645,data/riverside_cats/TC3_riv.cat,I wol quod she myn uncle lief and deere,RIVERSIDE
TC3_gui_complete.csv,198,ben,am,v%pr_1,Troilus and Criseyde; Book III 647,data/riverside_cats/TC3_riv.cat,I am right glad with yow to dwellen here,RIVERSIDE
TC3_gui_complete.csv,198,haven,han,v%inf,Troilus and Criseyde; Book III 655,data/riverside_cats/TC3_riv.cat,He wolde han hyed hire to bedde fayn,RIVERSIDE
TC3_gui_complete.csv,198,witen,woot,v%pr_pl,Troilus and Criseyde; Book III 659,data/riverside_cats/TC3_riv.cat,And nece woot ye wher I wol yow leye,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 659,data/riverside_cats/TC3_riv.cat,And nece woot ye wher I wol yow leye,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shul,v%pr_pl,Troilus and Criseyde; Book III 660,data/riverside_cats/TC3_riv.cat,For that we shul nat liggen far asonder,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 667,data/riverside_cats/TC3_riv.cat,Shal youre wommen slepen wel and softe,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 668,data/riverside_cats/TC3_riv.cat,And there I seyde shal youreselven be,RIVERSIDE
TC3_gui_complete.csv,198,gon,go,v%pr_pl,Troilus and Criseyde; Book III 672,data/riverside_cats/TC3_riv.cat,So go we slepe I trowe it be the beste,RIVERSIDE
TC3_gui_complete.csv,198,mouen,may,v%pr_pl,Troilus and Criseyde; Book III 686,data/riverside_cats/TC3_riv.cat,That whom yow list of hem ye may here calle,RIVERSIDE
TC3_gui_complete.csv,198,maken,make,v%imp,Troilus and Criseyde; Book III 703,data/riverside_cats/TC3_riv.cat,And seyde Make the redy right anon,RIVERSIDE
TC3_gui_complete.csv,198,dreden,drede,v%imp,Troilus and Criseyde; Book III 708,data/riverside_cats/TC3_riv.cat,Quod Pandarus Ne drede the nevere a deel,RIVERSIDE
TC3_gui_complete.csv,198,mouen,may,v%pr_1,Troilus and Criseyde; Book III 719,data/riverside_cats/TC3_riv.cat,Of grace and that I glad ayein may turne,RIVERSIDE
TC3_gui_complete.csv,198,folwen,folwe,v%imp,Troilus and Criseyde; Book III 739,data/riverside_cats/TC3_riv.cat,And folwe me for I wol have the wite,RIVERSIDE
TC3_gui_complete.csv,198,gon,gon,v%inf,Troilus and Criseyde; Book III 740,data/riverside_cats/TC3_riv.cat,But bid and lat me gon biforn a lite,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shul,v%pr_pl,Troilus and Criseyde; Book III 771,data/riverside_cats/TC3_riv.cat,Now nece myn ye shul wel understonde,RIVERSIDE
TC3_gui_complete.csv,198,witen,woot,v%pr_pl,Troilus and Criseyde; Book III 779,data/riverside_cats/TC3_riv.cat,Ye woot youreself as wel as any wight,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 791,data/riverside_cats/TC3_riv.cat,And by that feith I shal Priam of Troie,RIVERSIDE
TC3_gui_complete.csv,198,don,don,v%pr_pl,Troilus and Criseyde; Book III 805,data/riverside_cats/TC3_riv.cat,What harm they don For now lyve I to longe,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 810,data/riverside_cats/TC3_riv.cat,I shal therof as ful excusen me,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 834,data/riverside_cats/TC3_riv.cat,Wherfore I wol diffyne in this matere,RIVERSIDE
TC3_gui_complete.csv,198,witen,woot,v%pr_pl,Troilus and Criseyde; Book III 844,data/riverside_cats/TC3_riv.cat,Ye woot ye nece myn quod he what is,RIVERSIDE
TC3_gui_complete.csv,198,mouen,may,v%pr_pl,Troilus and Criseyde; Book III 846,data/riverside_cats/TC3_riv.cat,For ye may quenche al this if that yow leste,RIVERSIDE
TC3_gui_complete.csv,198,seien,seyn,v%inf,Troilus and Criseyde; Book III 865,data/riverside_cats/TC3_riv.cat,That dar I seyn now ther is but we two,RIVERSIDE
TC3_gui_complete.csv,198,witen,woot,v%pr_1,Troilus and Criseyde; Book III 866,data/riverside_cats/TC3_riv.cat,But wel I woot that ye wol nat do so,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_pl,Troilus and Criseyde; Book III 866,data/riverside_cats/TC3_riv.cat,But wel I woot that ye wol nat do so,RIVERSIDE
TC3_gui_complete.csv,198,don,doon,v%inf,Troilus and Criseyde; Book III 867,data/riverside_cats/TC3_riv.cat,Ye ben to wys to doon so gret folie,RIVERSIDE
TC3_gui_complete.csv,198,loken,loke,v%imp,Troilus and Criseyde; Book III 876,data/riverside_cats/TC3_riv.cat,Now loke thanne if ye that ben his love,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shul,v%pr_pl,Troilus and Criseyde; Book III 877,data/riverside_cats/TC3_riv.cat,Shul putte his lif al night in jupertie,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 880,data/riverside_cats/TC3_riv.cat,But of malice if that I shal naught lie,RIVERSIDE
TC3_gui_complete.csv,198,don,don,v%pr_pl,Troilus and Criseyde; Book III 882,data/riverside_cats/TC3_riv.cat,Ye neyther bounte don ne gentilesse,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_pl,Troilus and Criseyde; Book III 883,data/riverside_cats/TC3_riv.cat,Quod tho Criseyde Wol ye don o thyng,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 884,data/riverside_cats/TC3_riv.cat,And ye therwith shal stynte al his disese,RIVERSIDE
TC3_gui_complete.csv,198,haven,have,v%imp,Troilus and Criseyde; Book III 885,data/riverside_cats/TC3_riv.cat,Have heere and bereth hym this blewe ryng,RIVERSIDE
TC3_gui_complete.csv,198,witen,woot,v%pr_pl,Troilus and Criseyde; Book III 897,data/riverside_cats/TC3_riv.cat,Woot ye not wel that noble and heigh corage,RIVERSIDE
TC3_gui_complete.csv,198,feffen,feffe,v%imp,Troilus and Criseyde; Book III 901,data/riverside_cats/TC3_riv.cat,But feffe hym with a fewe wordes white,RIVERSIDE
TC3_gui_complete.csv,198,speken,speke,v%imp,Troilus and Criseyde; Book III 909,data/riverside_cats/TC3_riv.cat,So speke youreself to hym of this matere,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 914,data/riverside_cats/TC3_riv.cat,I wol myself be with yow al this nyght,RIVERSIDE
TC3_gui_complete.csv,198,don,don,v%inf,Troilus and Criseyde; Book III 927,data/riverside_cats/TC3_riv.cat,And em iwis fayn wolde I don the beste,RIVERSIDE
TC3_gui_complete.csv,198,ben,am,v%pr_1,Troilus and Criseyde; Book III 930,data/riverside_cats/TC3_riv.cat,I am til God me bettre mynde sende,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_pl,Troilus and Criseyde; Book III 932,data/riverside_cats/TC3_riv.cat,Quod Pandarus Yee nece wol ye here,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_pl,Troilus and Criseyde; Book III 934,data/riverside_cats/TC3_riv.cat,It semeth hard for wrecches wol nought lere,RIVERSIDE
TC3_gui_complete.csv,198,ben,am,v%pr_1,Troilus and Criseyde; Book III 945,data/riverside_cats/TC3_riv.cat,For I am here al in youre governaunce,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shul,v%pr_pl,Troilus and Criseyde; Book III 952,data/riverside_cats/TC3_riv.cat,For soone hope I we shul ben alle merye,RIVERSIDE
TC3_gui_complete.csv,198,sen,se,v%imp,Troilus and Criseyde; Book III 962,data/riverside_cats/TC3_riv.cat,And seyde Nece se how this lord kan knele,RIVERSIDE
TC3_gui_complete.csv,198,sen,se,v%imp,Troilus and Criseyde; Book III 963,data/riverside_cats/TC3_riv.cat,Now for youre trouthe se this gentil man,RIVERSIDE
TC3_gui_complete.csv,198,seien,seyn,v%inf,Troilus and Criseyde; Book III 967,data/riverside_cats/TC3_riv.cat,Kan I naught seyn for she bad hym nought rise,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_pl,Troilus and Criseyde; Book III 974,data/riverside_cats/TC3_riv.cat,Quod Pandarus Now wol ye wel bigynne,RIVERSIDE
TC3_gui_complete.csv,198,shulen,shal,v%pr_1,Troilus and Criseyde; Book III 1000,data/riverside_cats/TC3_riv.cat,Have and ay shal how sore that me smerte,RIVERSIDE
TC3_gui_complete.csv,198,seien,seyn,v%inf,Troilus and Criseyde; Book III 1024,data/riverside_cats/TC3_riv.cat,To seyn right thus Ye jalousie is love,RIVERSIDE
TC3_gui_complete.csv,198,willen,wol,v%pr_1,Troilus and Criseyde; Book III 1041,data/riverside_cats/TC3_riv.cat,I wol nought calle it but illusioun,RIVERSIDE
TC3_gui_complete.csv,198,ben,am,v%pr_1,Troilus and Criseyde; Book III 1044,data/riverside_cats/TC3_riv.cat,Of which I am right sory but nought wroth,RIVERSIDE
