headword,word,tag,line_number,filename,context,text_type,reason
ben,ys,v%pr_3,House of Fame 1363,data/riverside_cats/HF_riv.cat,Which that a carbuncle ys ycalled,RIVERSIDE,Present 3rd sg must end in -th
tellen,tolde,v%pt_1,House of Fame 1380,data/riverside_cats/HF_riv.cat,But certeyn y hem never tolde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,hadde,v%pt_3,House of Fame 1381,data/riverside_cats/HF_riv.cat,For as feele eyen hadde she,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,ys,v%pr_3,House of Fame 1400,data/riverside_cats/HF_riv.cat,That cleped ys Caliope,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,House of Fame 1412,data/riverside_cats/HF_riv.cat,Of thoo that hadde large fame,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
tellen,tolde,v%pt_3,House of Fame 1434,data/riverside_cats/HF_riv.cat,That of Jewes gestes tolde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,ys,v%pr_3,House of Fame 1446,data/riverside_cats/HF_riv.cat,For yren Martes metal ys,RIVERSIDE,Present 3rd sg must end in -th
ben,ys,v%pr_3,House of Fame 1449,data/riverside_cats/HF_riv.cat,Ys loo the metal of Saturne,RIVERSIDE,Present 3rd sg must end in -th
ben,ys,v%pr_3,House of Fame 1548,data/riverside_cats/HF_riv.cat,Ys wont to serven in comune,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,House of Fame 1556,data/riverside_cats/HF_riv.cat,And let our werkes han that name,RIVERSIDE,Infinitive must end in -en or -e
quethen,quod,v%pt_pl,House of Fame 1562,data/riverside_cats/HF_riv.cat,Allas quod they and welaway,RIVERSIDE,Past plural must end in -en or -e
mouen,may,v%pr_3,House of Fame 1563,data/riverside_cats/HF_riv.cat,Telle us what may your cause be,RIVERSIDE,Present 3rd sg must end in -th
shulen,shal,v%pr_3,House of Fame 1565,data/riverside_cats/HF_riv.cat,No wyght shal speke of yow ywis,RIVERSIDE,Present 3rd sg must end in -th
gon,goon,v%inf,House of Fame 1569,data/riverside_cats/HF_riv.cat,And bad that he shulde faste goon,RIVERSIDE,Infinitive must end in -en or -e
ben,is,v%pr_3,House of Fame 1574,data/riverside_cats/HF_riv.cat,That is ful dyvers of his soun,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 1576,data/riverside_cats/HF_riv.cat,With which he wont is to heraude,RIVERSIDE,Present 3rd sg must end in -th
listen,list,v%pr_3,House of Fame 1577,data/riverside_cats/HF_riv.cat,Hem that me list ypreised be,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 1581,data/riverside_cats/HF_riv.cat,With which he wont is to diffame,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,House of Fame 1582,data/riverside_cats/HF_riv.cat,Hem that me liste and do hem shame,RIVERSIDE,Infinitive must end in -en or -e
gon,goo,v%inf,House of Fame 1598,data/riverside_cats/HF_riv.cat,And let a certeyn wynd to goo,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,House of Fame 1610,data/riverside_cats/HF_riv.cat,And lat oure werkes han that name,RIVERSIDE,Infinitive must end in -en or -e
blessen,blesse,v%pr_3,House of Fame 1612,data/riverside_cats/HF_riv.cat,And also God your soule blesse,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 1614,data/riverside_cats/HF_riv.cat,Therfore is ryght that we ben quyt,RIVERSIDE,Present 3rd sg must end in -th
shulen,shal,v%pr_pl,House of Fame 1615,data/riverside_cats/HF_riv.cat,As thryve I quod she ye shal faylle,RIVERSIDE,Present plural must end in -en or -e
shulen,shal,v%pr_pl,House of Fame 1616,data/riverside_cats/HF_riv.cat,Good werkes shal yow noght availle,RIVERSIDE,Present plural must end in -en or -e
ben,is,v%pr_3,House of Fame 1625,data/riverside_cats/HF_riv.cat,That is ycleped Sklaundre lyght,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,House of Fame 1630,data/riverside_cats/HF_riv.cat,Of that they han don wel or fayre,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1632,data/riverside_cats/HF_riv.cat,Han these sory creatures,RIVERSIDE,Present plural must end in -en or -e
shulen,shul,v%pr_pl,House of Fame 1634,data/riverside_cats/HF_riv.cat,Shul thus be shamed gilteles,RIVERSIDE,Present plural must end in -en or -e
wenden,wente,v%pt_3,House of Fame 1642,data/riverside_cats/HF_riv.cat,Wente this foule trumpes soun,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
comen,come,v%pt_3,House of Fame 1657,data/riverside_cats/HF_riv.cat,Tho come the thridde companye,RIVERSIDE,Strong pt sg must not end in -en or -e
haven,han,v%pr_pl,House of Fame 1661,data/riverside_cats/HF_riv.cat,Folk that han ful trewely,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,House of Fame 1667,data/riverside_cats/HF_riv.cat,And yet ye shul han better loos,RIVERSIDE,Infinitive must end in -en or -e
gon,goon,v%inf,House of Fame 1670,data/riverside_cats/HF_riv.cat,Lat now quod she thy trumpe goon,RIVERSIDE,Infinitive must end in -en or -e
ben,is,v%pr_3,House of Fame 1671,data/riverside_cats/HF_riv.cat,Thou Eolus that is so blak,RIVERSIDE,Present 3rd sg must end in -th
gon,goo,v%pr_3,House of Fame 1674,data/riverside_cats/HF_riv.cat,That thrugh the world her fame goo,RIVERSIDE,Present 3rd sg must end in -th
wenden,wente,v%pt_3,House of Fame 1684,data/riverside_cats/HF_riv.cat,And certes al the breth that wente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
comen,come,v%pt_3,House of Fame 1690,data/riverside_cats/HF_riv.cat,Ther come the ferthe companye,RIVERSIDE,Strong pt sg must not end in -en or -e
haven,han,v%pr_pl,House of Fame 1694,data/riverside_cats/HF_riv.cat,We han don wel with al our myght,RIVERSIDE,Present plural must end in -en or -e
clauen,clew,v%pt_1,House of Fame 1702,data/riverside_cats/HF_riv.cat,With that aboute y clew myn hed,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
don,doo,v%inf,House of Fame 1714,data/riverside_cats/HF_riv.cat,And wene ye for to doo good,RIVERSIDE,Infinitive must end in -en or -e
shulen,shul,v%pr_pl,House of Fame 1717,data/riverside_cats/HF_riv.cat,Nay ye shul lyven everychon,RIVERSIDE,Present plural must end in -en or -e
wenden,wente,v%pt_3,House of Fame 1724,data/riverside_cats/HF_riv.cat,That thrugh the world wente the soun,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
comen,come,v%pt_3,House of Fame 1727,data/riverside_cats/HF_riv.cat,Thoo come the sexte companye,RIVERSIDE,Strong pt sg must not end in -en or -e
haven,han,v%pr_pl,House of Fame 1732,data/riverside_cats/HF_riv.cat,We han don neither that ne this,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1737,data/riverside_cats/HF_riv.cat,As they that han doon noble gestes,RIVERSIDE,Present plural must end in -en or -e
shulen,shal,v%pr_3,House of Fame 1748,data/riverside_cats/HF_riv.cat,Hyt shal doon us as moche good,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 1752,data/riverside_cats/HF_riv.cat,For that is dere boght honour,RIVERSIDE,Present 3rd sg must end in -th
mouen,may,v%pr_pl,House of Fame 1759,data/riverside_cats/HF_riv.cat,Thogh we may not the body have,RIVERSIDE,Present plural must end in -en or -e
saven,save,v%pr_3,House of Fame 1760,data/riverside_cats/HF_riv.cat,Of wymmen yet so God yow save,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,House of Fame 1762,data/riverside_cats/HF_riv.cat,Sufficeth that we han the fame,RIVERSIDE,Present plural must end in -en or -e
wenen,wene,v%pr_3,House of Fame 1767,data/riverside_cats/HF_riv.cat,That every man wene hem at ese,RIVERSIDE,Present 3rd sg must end in -th
comen,come,v%pt_3,House of Fame 1771,data/riverside_cats/HF_riv.cat,Thoo come the seventh route anoon,RIVERSIDE,Strong pt sg must not end in -en or -e
haven,han,v%pr_pl,House of Fame 1775,data/riverside_cats/HF_riv.cat,That ye this nexte folk han doon,RIVERSIDE,Present plural must end in -en or -e
comen,come,v%pr_3,House of Fame 1786,data/riverside_cats/HF_riv.cat,Yvel thrift come to your jowes,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,House of Fame 1794,data/riverside_cats/HF_riv.cat,Have and do noskynnes labour,RIVERSIDE,Infinitive must end in -en or -e
sterten,sterte,v%pt_3,House of Fame 1800,data/riverside_cats/HF_riv.cat,This Eolus anon up sterte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
haven,han,v%inf,House of Fame 1815,data/riverside_cats/HF_riv.cat,And prayed her to han good fame,RIVERSIDE,Infinitive must end in -en or -e
yeven,yeve,v%pr_3,House of Fame 1817,data/riverside_cats/HF_riv.cat,But yeve hem loos and good renoun,RIVERSIDE,Present 3rd sg must end in -th
ben,be,v%pr_3,House of Fame 1820,data/riverside_cats/HF_riv.cat,Al be ther in me no justice,RIVERSIDE,Present 3rd sg must end in -th
comen,come,v%pt_3,House of Fame 1823,data/riverside_cats/HF_riv.cat,Tho come ther lepynge in a route,RIVERSIDE,Strong pt sg must not end in -en or -e
haven,han,v%pr_pl,House of Fame 1831,data/riverside_cats/HF_riv.cat,And han delyt in wikkednesse,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1852,data/riverside_cats/HF_riv.cat,Thoughte y as gret a fame han shrewes,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,House of Fame 1854,data/riverside_cats/HF_riv.cat,As goode folk han for godnesse,RIVERSIDE,Present plural must end in -en or -e
forgon,forgoon,v%inf,House of Fame 1856,data/riverside_cats/HF_riv.cat,That other nyl y noght forgoon,RIVERSIDE,Infinitive must end in -en or -e
setten,sette,v%pt_1,House of Fame 1858,data/riverside_cats/HF_riv.cat,The temple sette y al afire,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,be,v%pr_3,House of Fame 1860,data/riverside_cats/HF_riv.cat,As wisly be thou ever blythe,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 1871,data/riverside_cats/HF_riv.cat,And seyde Frend what is thy name,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%inf,House of Fame 1872,data/riverside_cats/HF_riv.cat,Artow come hider to han fame,RIVERSIDE,Infinitive must end in -en or -e
haven,have,v%pr_3,House of Fame 1877,data/riverside_cats/HF_riv.cat,That no wight have my name in honde,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_1,House of Fame 1898,data/riverside_cats/HF_riv.cat,Sith that first y hadde wit,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
gon,goon,v%inf,House of Fame 1916,data/riverside_cats/HF_riv.cat,Tho gan I forth with hym to goon,RIVERSIDE,Infinitive must end in -en or -e
ben,ys,v%pr_3,House of Fame 1921,data/riverside_cats/HF_riv.cat,That Laboryntus cleped ys,RIVERSIDE,Present 3rd sg must end in -th
wenden,wente,v%pt_3,House of Fame 1925,data/riverside_cats/HF_riv.cat,This queynte hous aboute wente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
heren,herde,v%pt_1,House of Fame 1931,data/riverside_cats/HF_riv.cat,And the noyse which that I herde,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
mouen,may,v%pr_pl,House of Fame 1948,data/riverside_cats/HF_riv.cat,And on the roof men may yet seen,RIVERSIDE,Present plural must end in -en or -e
gon,goo,v%inf,House of Fame 1950,data/riverside_cats/HF_riv.cat,To leten wel the soun out goo,RIVERSIDE,Infinitive must end in -en or -e
ben,is,v%pr_3,House of Fame 1954,data/riverside_cats/HF_riv.cat,Ne porter ther is noon to lette,RIVERSIDE,Present 3rd sg must end in -th
ben,ys,v%pr_3,House of Fame 1960,data/riverside_cats/HF_riv.cat,Ys ful of rounynges and of jangles,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 1983,data/riverside_cats/HF_riv.cat,That is the moder of tydynges,RIVERSIDE,Present 3rd sg must end in -th
gon,gon,v%inf,House of Fame 1992,data/riverside_cats/HF_riv.cat,And I gan streghte to hym gon,RIVERSIDE,Infinitive must end in -en or -e
wenden,wente,v%pt_1,House of Fame 1999,data/riverside_cats/HF_riv.cat,That leef me were or that y wente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,House of Fame 2000,data/riverside_cats/HF_riv.cat,Petre that is myn entente,RIVERSIDE,Present 3rd sg must end in -th
willen,wol,v%pr_3,House of Fame 2008,data/riverside_cats/HF_riv.cat,As I have seyd wol the solace,RIVERSIDE,Present 3rd sg must end in -th
furtheren,further,v%inf,House of Fame 2023,data/riverside_cats/HF_riv.cat,To further the with al my myght,RIVERSIDE,Infinitive must end in -en or -e
henten,hente,v%pt_3,House of Fame 2028,data/riverside_cats/HF_riv.cat,Hente me up bytweene hys toon,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
bringen,broghte,v%pt_3,House of Fame 2029,data/riverside_cats/HF_riv.cat,And at a wyndowe yn me broghte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
shulen,shal,v%pr_3,House of Fame 2037,data/riverside_cats/HF_riv.cat,Nas never seen ne shal ben eft,RIVERSIDE,Present 3rd sg must end in -th
haven,hadde,v%pt_3,House of Fame 2042,data/riverside_cats/HF_riv.cat,Hadde y a fotebrede of space,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,ys,v%pr_3,House of Fame 2048,data/riverside_cats/HF_riv.cat,That ys betyd lo late or now,RIVERSIDE,Present 3rd sg must end in -th
shulen,shal,v%pr_3,House of Fame 2054,data/riverside_cats/HF_riv.cat,That shal be founde That dar I leye,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,House of Fame 2056,data/riverside_cats/HF_riv.cat,Ne han the kunnynge to discryve,RIVERSIDE,Present plural must end in -en or -e
heren,herde,v%pt_1,House of Fame 2057,data/riverside_cats/HF_riv.cat,The thinges that I herde there,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
letten,lette,v%pt_3,House of Fame 2070,data/riverside_cats/HF_riv.cat,With the thridde and or he lette,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,ys,v%pr_3,House of Fame 2078,data/riverside_cats/HF_riv.cat,As fyr ys wont to quyke and goo,RIVERSIDE,Present 3rd sg must end in -th
gon,goo,v%inf,House of Fame 2078,data/riverside_cats/HF_riv.cat,As fyr ys wont to quyke and goo,RIVERSIDE,Infinitive must end in -en or -e
ben,ys,v%pr_3,House of Fame 2080,data/riverside_cats/HF_riv.cat,Til al a citee brent up ys,RIVERSIDE,Present 3rd sg must end in -th
gon,goon,v%inf,House of Fame 2084,data/riverside_cats/HF_riv.cat,Up to a wyndowe out to goon,RIVERSIDE,Infinitive must end in -en or -e
gon,goo,v%inf,House of Fame 2094,data/riverside_cats/HF_riv.cat,And neyther of hem moste out goo,RIVERSIDE,Infinitive must end in -en or -e
gon,go,v%inf,House of Fame 2100,data/riverside_cats/HF_riv.cat,That I shal never fro the go,RIVERSIDE,Infinitive must end in -en or -e
willen,wil,v%pr_pl,House of Fame 2102,data/riverside_cats/HF_riv.cat,We wil medle us ech with other,RIVERSIDE,Present plural must end in -en or -e
gon,goon,v%inf,House of Fame 2117,data/riverside_cats/HF_riv.cat,And let hem goon Ther myghte y seen,RIVERSIDE,Infinitive must end in -en or -e
wenden,wente,v%pt_1,House of Fame 2131,data/riverside_cats/HF_riv.cat,And as I altherfastest wente,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
shulen,shal,v%pr_3,House of Fame 2136,data/riverside_cats/HF_riv.cat,That shal not now be told for me,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,House of Fame 2147,data/riverside_cats/HF_riv.cat,And everych cried What thing is that,RIVERSIDE,Present 3rd sg must end in -th
ben,be,v%pr_3,Troilus and Criseyde; Book III 7,data/riverside_cats/TC3_riv.cat,Iheryed be thy myght and thi goodnesse,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 9,data/riverside_cats/TC3_riv.cat,Is felt thi myght if that I wel descerne,RIVERSIDE,Present 3rd sg must end in -th
willen,wol,v%pr_3,Troilus and Criseyde; Book III 12,data/riverside_cats/TC3_riv.cat,God loveth and to love wol nought werne,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 14,data/riverside_cats/TC3_riv.cat,Withouten love is worth or may endure,RIVERSIDE,Present 3rd sg must end in -th
listen,liste,v%pr_3,Troilus and Criseyde; Book III 21,data/riverside_cats/TC3_riv.cat,For love in erthe and whom yow liste he hente,RIVERSIDE,Present 3rd sg must end in -th
henten,hente,v%pr_3,Troilus and Criseyde; Book III 21,data/riverside_cats/TC3_riv.cat,For love in erthe and whom yow liste he hente,RIVERSIDE,Present 3rd sg must end in -th
listen,list,v%pr_3,Troilus and Criseyde; Book III 23,data/riverside_cats/TC3_riv.cat,And as yow list ye maken hertes digne,RIVERSIDE,Present 3rd sg must end in -th
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 24,data/riverside_cats/TC3_riv.cat,Algates hem that ye wol sette afyre,RIVERSIDE,Present plural must end in -en or -e
don,do,v%pr_pl,Troilus and Criseyde; Book III 26,data/riverside_cats/TC3_riv.cat,Ye do hem corteys be fresshe and benigne,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book III 36,data/riverside_cats/TC3_riv.cat,Ye folk a lawe han set in universe,RIVERSIDE,Present plural must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book III 42,data/riverside_cats/TC3_riv.cat,Som joye of that is felt in thi servyse,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%pr_pl,Troilus and Criseyde; Book III 44,data/riverside_cats/TC3_riv.cat,Inhielde and do me shewe of thy swetnesse,RIVERSIDE,Present plural must end in -en or -e
ben,be,v%pr_3,Troilus and Criseyde; Book III 45,data/riverside_cats/TC3_riv.cat,Caliope thi vois be now present,RIVERSIDE,Present 3rd sg must end in -th
bringen,brynge,v%pr_3,Troilus and Criseyde; Book III 49,data/riverside_cats/TC3_riv.cat,To which gladnesse who nede hath God hym brynge,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 54,data/riverside_cats/TC3_riv.cat,That word is good and this shal be my cheere,RIVERSIDE,Present 3rd sg must end in -th
shulen,shal,v%pr_3,Troilus and Criseyde; Book III 54,data/riverside_cats/TC3_riv.cat,That word is good and this shal be my cheere,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%pr_3,Troilus and Criseyde; Book III 61,data/riverside_cats/TC3_riv.cat,And seyde God do boot on alle syke,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 62,data/riverside_cats/TC3_riv.cat,Se who is here yow comen to visite,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 63,data/riverside_cats/TC3_riv.cat,Lo here is she that is youre deth to wite,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 63,data/riverside_cats/TC3_riv.cat,Lo here is she that is youre deth to wite,RIVERSIDE,Present 3rd sg must end in -th
ben,be,v%pr_3,Troilus and Criseyde; Book III 66,data/riverside_cats/TC3_riv.cat,Wher me be wo O myghty God thow woost,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 68,data/riverside_cats/TC3_riv.cat,Sire quod Criseyde it is Pandare and I,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book III 70,data/riverside_cats/TC3_riv.cat,To knele and do yow honour in som wyse,RIVERSIDE,Infinitive must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book III 74,data/riverside_cats/TC3_riv.cat,To me quod she I What is this to seye,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 84,data/riverside_cats/TC3_riv.cat,To preyen hire is thorugh his wit ironne,RIVERSIDE,Present 3rd sg must end in -th
asterten,asterte,v%pt_3,Troilus and Criseyde; Book III 97,data/riverside_cats/TC3_riv.cat,Lo the alderfirste word that hym asterte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
witen,woot,v%pr_3,Troilus and Criseyde; Book III 100,data/riverside_cats/TC3_riv.cat,The nexte word was God woot for I have,RIVERSIDE,Present 3rd sg must end in -th
shulen,shal,v%pr_3,Troilus and Criseyde; Book III 103,data/riverside_cats/TC3_riv.cat,And shal til that I woful wight be grave,RIVERSIDE,Present 3rd sg must end in -th
haven,han,v%pr_pl,Troilus and Criseyde; Book III 111,data/riverside_cats/TC3_riv.cat,But syn that ye han herd me somwhat seye,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book III 114,data/riverside_cats/TC3_riv.cat,It myghte han mad an herte of stoon to rewe,RIVERSIDE,Infinitive must end in -en or -e
don,don,v%inf,Troilus and Criseyde; Book III 133,data/riverside_cats/TC3_riv.cat,In trouthe alwey to don yow my servise,RIVERSIDE,Infinitive must end in -en or -e
haven,han,v%inf,Troilus and Criseyde; Book III 136,data/riverside_cats/TC3_riv.cat,And I to han right as yow list comfort,RIVERSIDE,Infinitive must end in -en or -e
listen,list,v%pr_3,Troilus and Criseyde; Book III 136,data/riverside_cats/TC3_riv.cat,And I to han right as yow list comfort,RIVERSIDE,Present 3rd sg must end in -th
smerten,smerte,v%pr_3,Troilus and Criseyde; Book III 146,data/riverside_cats/TC3_riv.cat,Receyven wel how sore that me smerte,RIVERSIDE,Present 3rd sg must end in -th
willen,wol,v%pr_3,Troilus and Criseyde; Book III 152,data/riverside_cats/TC3_riv.cat,That heren wel this man wol nothing yerne,RIVERSIDE,Present 3rd sg must end in -th
casten,caste,v%pt_3,Troilus and Criseyde; Book III 155,data/riverside_cats/TC3_riv.cat,With that she gan hire eyen on hym caste,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book III 172,data/riverside_cats/TC3_riv.cat,Of me in love than right in that cas is,RIVERSIDE,Present 3rd sg must end in -th
mouen,may,v%pr_3,Troilus and Criseyde; Book III 180,data/riverside_cats/TC3_riv.cat,If I be she that may yow do gladnesse,RIVERSIDE,Present 3rd sg must end in -th
don,do,v%inf,Troilus and Criseyde; Book III 180,data/riverside_cats/TC3_riv.cat,If I be she that may yow do gladnesse,RIVERSIDE,Infinitive must end in -en or -e
shulen,shal,v%pr_pl,Troilus and Criseyde; Book III 181,data/riverside_cats/TC3_riv.cat,For every wo ye shal recovere a blisse,RIVERSIDE,Present plural must end in -en or -e
willen,wol,v%pr_pl,Troilus and Criseyde; Book III 191,data/riverside_cats/TC3_riv.cat,Forwhi this folk wol comen up anon,RIVERSIDE,Present plural must end in -en or -e
haven,han,v%pr_pl,Troilus and Criseyde; Book III 192,data/riverside_cats/TC3_riv.cat,That han the lettre red lo I hem here,RIVERSIDE,Present plural must end in -en or -e
shulen,shal,v%pr_3,Troilus and Criseyde; Book III 198,data/riverside_cats/TC3_riv.cat,And lat se which of yow shal bere the belle,RIVERSIDE,Present 3rd sg must end in -th
ben,be,v%pr_3,Troilus and Criseyde; Book III 202,data/riverside_cats/TC3_riv.cat,Er this be don Quod he Whan thow mayst ryse,RIVERSIDE,Present 3rd sg must end in -th
shulen,shal,v%pr_3,Troilus and Criseyde; Book III 203,data/riverside_cats/TC3_riv.cat,This thyng shal be right as I yow devyse,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 208,data/riverside_cats/TC3_riv.cat,Quod Pandarus It tyme is that we wende,RIVERSIDE,Present 3rd sg must end in -th
mouen,may,v%pr_3,Troilus and Criseyde; Book III 227,data/riverside_cats/TC3_riv.cat,And Pandarus as faste as he may dryve,RIVERSIDE,Present 3rd sg must end in -th
setten,sette,v%pt_3,Troilus and Criseyde; Book III 236,data/riverside_cats/TC3_riv.cat,Up roos and on his beddes syde hym sette,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book III 249,data/riverside_cats/TC3_riv.cat,And wostow whi For shame it is to seye,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 253,data/riverside_cats/TC3_riv.cat,That is to seye for the am I bicomen,RIVERSIDE,Present 3rd sg must end in -th
witen,woot,v%pr_3,Troilus and Criseyde; Book III 260,data/riverside_cats/TC3_riv.cat,But God that al woot take I to witnesse,RIVERSIDE,Present 3rd sg must end in -th
werken,wroughte,v%pt_1,Troilus and Criseyde; Book III 261,data/riverside_cats/TC3_riv.cat,That nevere I this for coveitise wroughte,RIVERSIDE,"Weak pt sg must end in -ed, -d, or -t"
ben,is,v%pr_3,Troilus and Criseyde; Book III 268,data/riverside_cats/TC3_riv.cat,Among the peeple as who seyth halwed is,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 271,data/riverside_cats/TC3_riv.cat,But wo is me that I that cause al this,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 272,data/riverside_cats/TC3_riv.cat,May thynken that she is my nece deere,RIVERSIDE,Present 3rd sg must end in -th
seien,seyn,v%inf,Troilus and Criseyde; Book III 278,data/riverside_cats/TC3_riv.cat,And seyn that I the werste trecherie,RIVERSIDE,Infinitive must end in -en or -e
gon,go,v%pr_3,Troilus and Criseyde; Book III 283,data/riverside_cats/TC3_riv.cat,That privete go with us in this cas,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 287,data/riverside_cats/TC3_riv.cat,For skilfull is thow woost wel my praiere,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 290,data/riverside_cats/TC3_riv.cat,And what meschaunce in this world yet ther is,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 294,data/riverside_cats/TC3_riv.cat,That firste vertu is to kepe tonge,RIVERSIDE,Present 3rd sg must end in -th
ben,is,v%pr_3,Troilus and Criseyde; Book III 308,data/riverside_cats/TC3_riv.cat,Of kynde non avauntour is to leve,RIVERSIDE,Present 3rd sg must end in -th
graunten,grante,v%pr_3,Troilus and Criseyde; Book III 310,data/riverside_cats/TC3_riv.cat,As thus I pose a womman grante me,RIVERSIDE,Present 3rd sg must end in -th
willen,wol,v%pr_3,Troilus and Criseyde; Book III 311,data/riverside_cats/TC3_riv.cat,Hire love and seith that other wol she non,RIVERSIDE,Present 3rd sg must end in -th
sweren,sworn,v%ppl,Troilus and Criseyde; Book III 312,data/riverside_cats/TC3_riv.cat,And I am sworn to holden it secree,RIVERSIDE,Strong participle must end in -en or -e
clepen,hem,v%inf,Troilus and Criseyde; Book III 317,data/riverside_cats/TC3_riv.cat,Swich manere folk what shal I clepe hem what,RIVERSIDE,Infinitive must end in -en or -e
ben,is,v%pr_3,Troilus and Criseyde; Book III 321,data/riverside_cats/TC3_riv.cat,No wonder is so God me sende hele,RIVERSIDE,Present 3rd sg must end in -th
senden,sende,v%pr_3,Troilus and Criseyde; Book III 321,data/riverside_cats/TC3_riv.cat,No wonder is so God me sende hele,RIVERSIDE,Present 3rd sg must end in -th
