source_folder,file,line_number,target_syllables,oxford_text,green_scansion,generated_scansion,green_syllables,generated_syllables,BLANK_GENERATED,FEMININE
gold,GP_gold.csv,462,10,Housbondes at chirchedore she hadde five,uSu S uSu S u S,uSu S uSux x Su Sx,10,10,0,0
gold,GP_gold.csv,465,10,And thries had she been at Jerusalem,u S u S u S uSuS,u Su S x u S uSuS,10,10,0,0
gold,GP_gold.csv,466,10,She hadde passed many a straunge strem,u Su Su Su S u S,u Sx uS uS u Su S,10,10,0,0
gold,GP_gold.csv,467,10,At Rome she hadde been and at Boloigne,u Su S u S u S uS,u Sx u Su S u S uSx,10,10,0,0
gold,GP_gold.csv,477,10,Of remedies of love she knew perchaunce,u SuS u S u S uS,u SuSu S ux x S uSx,10,10,0,0
gold,GP_gold.csv,478,10,For she coude of that art the olde daunce,u S uS u S u S u S,u x Su S u S u Su Sx,10,10,0,0
gold,GP_gold.csv,486,10,And in adversitee ful pacient,u S uSuS u Su,u S uSuS u SuS,9,10,0,0
gold,GP_gold.csv,488,10,Ful looth were him to cursen for his tithes,u S u S u Su S u Su,u S ux S u Su S u Sx,11,10,0,1
gold,GP_gold.csv,493,10,Wid was his parisshe and houses fer asonder,u S u Su S uS u SuS,u S u Sux S ux S uSx,12,10,0,0
gold,GP_gold.csv,506,10,A shiten shepherde and a clene sheep,u Su SuS u S u S,u Su Sux S u Su S,10,10,0,0
gold,GP_gold.csv,512,10,To seken him a chaunterie for soules,u Su S u SuS u Su,u Su S u SuS u Sx,11,10,0,1
gold,GP_gold.csv,514,10,But dwelte at hoom and kepte wel his folde,u Su S u S u S u S,u Sx u S u Su S u Sx,10,10,0,0
gold,GP_gold.csv,515,10,So that the wolf ne made it nat miscarie,u S u S u S u S uSu,        ,11,0,1,1
gold,GP_gold.csv,516,10,He was a shepherde and no mercenarie,u S u Su S u SuSu,u S u Sux S u SxuS,11,10,0,1
gold,GP_gold.csv,517,10,And though he holy were and vertuous,u S u Su Su S uS,u S u Su Sx u SuS,10,10,0,0
gold,GP_gold.csv,519,10,Ne of his spech daungerous ne digne,u S u S uSu S uS,S u S u SuS u Sx,10,9,0,0
gold,GP_gold.csv,525,10,Him wolde he snibben sharply for the nones,u S u Su Su S u Su,u Sx u Su Su S u Sx,11,10,0,1
gold,GP_gold.csv,527,10,He waited after no pompe ne reverence,u Su Su S u S uSu,u Su Su S ux S uxSx,11,10,0,1
gold,GP_gold.csv,531,10,With him ther was a Plowman was his brother,u S u S u Su S u Su,u S u S u Su S u Sx,11,10,0,1
gold,GP_gold.csv,532,10,That hadde ylad of dong ful many a fother,u S uS u S u Su S uS,u Sx uS u S u Sx u Sx,12,10,0,0
gold,GP_gold.csv,533,10,A trewe swinkere and a good was he,u Su Su S u S u S,u Sx uSu S u S u S,10,10,0,0
gold,GP_gold.csv,539,10,For Cristes sake for every povre wight,u Su Su S uS u S,u Su Sx u SuS ux S,10,10,0,0
gold,GP_gold.csv,541,10,His tithes payed he ful faire and wel,u Su S u S uS u S,u Su Su S u Sx u S,10,10,0,0
gold,GP_gold.csv,542,10,Bothe of his propre swink and his catel,uS u S u S u S uS,ux S u Su S u S uS,10,10,0,0
gold,GP_gold.csv,546,10,A Maunciple myself ther were namo,u SuS uS u S uS,S uSx uS u Sx uS,10,9,0,0
gold,GP_gold.csv,547,10,The Miller was a stout carl for the nones,u Su S u S u S u Su,u Su S u S u S u Sx,11,10,0,1
gold,GP_gold.csv,548,10,Ful big he was of brawn and eek of bones,u S u S u S u S u Su,u S u S u S u S u Sx,11,10,0,1
gold,GP_gold.csv,549,10,That proved wel for overal ther he cam,u Su S u SuS u S u,u Su S u Sxu S u S,11,10,0,1
gold,GP_gold.csv,557,10,A werte and theron stood a tuft of heres,u S u Su S u S u Su,u Sx u Su S u S u Sx,11,10,0,1
gold,GP_gold.csv,558,10,Reed as the bristles of a sowes eres,u S u Su S u Su Su,u S u Su S u Su Sx,11,10,0,1
gold,GP_gold.csv,562,10,He was a janglere and a goliardeis,u S u Su S u SuS,u S u Sxx u S uSuS,10,10,0,0
gold,GP_gold.csv,563,10,And that was most of sinne and harlotries,u S u S u S u SuS,       ,10,0,1,0
gold,GP_gold.csv,564,10,Wel coude he stelen corn and tollen thries,u S u Su S u Su S,u Sx u Su S u Sx uS,10,10,0,0
gold,GP_gold.csv,569,10,A gentil Maunciple was ther of a Temple,u Su Su S u S u S,       ,10,0,1,0
gold,GP_gold.csv,571,10,For to be wise in byinge of vitaille,u S u Su S u S uS,u S u Sx u Sux S uSx,10,10,0,0
gold,GP_gold.csv,578,10,Of maistres hadde he mo than thryes ten,u Su Su S u S u S,u Su Sx u S u Su S,10,10,0,0
gold,GP_gold.csv,579,10,That were of lawe expert and curious,u Su S u Su S uS,u Sx u Sx uS u SuS,10,10,0,0
gold,GP_gold.csv,581,10,Worthy to been stiwardes of rente and lond,uS u S uSu S u S u,uS u S uSx u Sx u S,11,10,0,1
gold,GP_gold.csv,583,10,To make him live by his propre good,u Su S uS u S u S,u Sx u Su S u Su S,10,10,0,0
gold,GP_gold.csv,590,10,His berd was shave as ny as ever he can,u S u S u S u Su S u,u S u Sx u S u S u S,11,10,0,1
gold,GP_gold.csv,599,10,His lordes sheepe his neet his dayerie,u Su Su S u S uS,u Su Sx u S u SuS,10,10,0,0
gold,GP_gold.csv,602,10,And by his covenaunt he yaf the rekening,u S u SuS u S u SuS,u S u Sxu S u S uxS,12,10,0,0
gold,GP_gold.csv,609,10,With grene tres shadwed was his place,u Su S uS u S uS,      ,10,0,1,0
gold,GP_gold.csv,613,10,To yeve and lene him of his owne good,u Su S u S u S u S,u Sx u Sx u S u Su S,10,10,0,0
gold,GP_gold.csv,624,10,And evere he rood the hindreste of our route,u Su S u S uS u S u,u Sux S u S uxx S u Sx,11,10,0,1
gold,GP_gold.csv,627,10,For sawcefleem he was with eyen narwe,u SuS u S u S uS,u SuS u S u Su Sx,10,10,0,0
gold,GP_gold.csv,628,10,As hoot he was and lecherous as a sparwe,u S u S u SuS u S u,u S u S u Sxu S u Sx,11,10,0,1
gold,GP_gold.csv,632,10,Boras ceruce ne oille of tartre noon,uS uSu S u S u S,uS uSx u Sx u Su S,10,10,0,0
gold,GP_gold.csv,635,10,Nor of the knobbes sittinge on his chekes,u S u Su Su S u Su,u S u Su Sux S u Sx,11,10,0,1
gold,GP_gold.csv,636,10,Wel loved he garleek oinons and eke lekes,u Su S uS uS u S uS,u Sx u Su Su S ux Sx,12,10,0,0
gold,GP_gold.csv,640,10,Than wolde he speke no word but Latin,u Su S u S u S uS,u Sx u Su S u S uS,10,10,0,0
gold,GP_gold.csv,648,10,Ay Questio quid iuris wolde he crie,u Su S uS uS u S,u SuS u Su Sx u S,10,10,0,0
gold,GP_gold.csv,650,10,A bettre felawe sholde men noght finde,u Su SuS u S u S,u Sx uSu Su S u Sx,10,10,0,0
gold,GP_gold.csv,653,10,A twelfmonth and excuse him atte fulle,u Su S uSu S u S,u Su S uSx u Su Sx,10,10,0,0
gold,GP_gold.csv,659,10,For in his purs he sholde ypunisshed be,u S u S u S uSuS u,u S u S u Sx uSux S,11,10,0,1
gold,GP_gold.csv,663,10,For curs wol slee right as assoilling saveth,u S u S u S uSu Su,u S u S u S uSu Sx,11,10,0,1
gold,GP_gold.csv,664,10,And also war him of a significavit,u Su S u S u SuSuS,      ,12,0,1,0
gold,GP_gold.csv,665,10,In daunger hadde he at his owne gise,u Su Su S u S u S,u Su Sx u S u Su Sx,10,10,0,0
gold,GP_gold.csv,677,10,This Pardoner had heer as yelow as wex,u SuS u S u Su S u,u Sux S u S uS u S,11,10,0,1
gold,GP_gold.csv,682,10,But hood for jolitee ne wered he noon,u S u SuS u Su S u,u S u SuS u Sx u S,11,10,0,1
gold,GP_gold.csv,684,10,Him thoughte he rood al of the newe jet,u Su S u S u S u S,u Sx u S u S u Su S,10,10,0,0
gold,GP_gold.csv,686,10,Swich glaringe eyen hadde he as an hare,u SuS u S u S u S,u Sux Su Sx u S u Sx,10,10,0,0
gold,GP_gold.csv,691,10,No berd hadde he ne never sholde have,u S uS u S uS u S,u S ux S u Su Su Sx,10,10,0,0
gold,GP_gold.csv,701,10,He hadde a crois of latoun ful of stones,u S u S u Su S u Su,u Sx u S u Su S u Sx,11,10,0,1
gold,GP_gold.csv,707,10,And thus with feined flaterie and japes,u S u Su SuS u Su,u S u Su SuS u Sx,11,10,0,1
gold,GP_gold.csv,708,10,He made the parson and the peple his apes,u S u Su S u S u Su,u Sx u Su S u Sx u Sx,11,10,0,1
gold,GP_gold.csv,710,10,He was in chirche a noble ecclesiaste,u S u Su S u SuS,u S u Sx u Su SxuSx,10,10,0,0
gold,GP_gold.csv,711,10,Wel coude he rede a lessoun or a storie,u S u S u Su S u Su,u Sx u xx S uS u S uS,11,10,0,1
gold,GP_gold.csv,712,10,But alderbest he song an offertorie,u SuS u S u SuSu,u Sux S u S uSuS,11,10,0,1
gold,GP_gold.csv,716,10,Therefore he song the murierly and loude,uSu S u S uSu S u,xuSx u S u SuSx u Sx,11,10,0,1
gold,GP_gold.csv,725,10,And after wol I telle of our viage,u Su S u Su S u S,u Su S u Sx u S uSx,10,10,0,0
gold,GP_gold.csv,726,10,And al the remenaunt of our pilgrimage,u S u SuS u S uSu,u S u Sxu S u SuSx,11,10,0,1
gold,GP_gold.csv,734,10,He moot reherce as ny as evere he can,u S uS u S u Su S u,u S uSx u S u Sxx u S,11,10,0,1
gold,GP_gold.csv,735,10,Everich a word if it be in his charge,uSu S u S u S u S u,uxS u S u S u S u Sx,11,10,0,1
gold,GP_gold.csv,736,10,Al speke he never so rudeliche and large,u S u Su S uSu S u,u Sx u S u SuSx u Sx,11,10,0,1
gold,GP_gold.csv,739,10,He may nat spare althogh he were his brother,u S u S uS u S u Su,u S u Sx uS u Sx u Sx,11,10,0,1
gold,GP_gold.csv,740,10,He moot as wel seie o word as another,u S u S u S u S uSu,u S u S u S u S uSx,11,10,0,1
gold,GP_gold.csv,747,10,Here in this tale as that they sholde stonde,uS u S u S u S u S,ux S u Sx u S u Su Sx,10,10,0,0
gold,GP_gold.csv,749,10,Greet cheere made our host us everichon,u Su S u S u SuS,u Sx ux S u S uSuS,10,10,0,0
gold,GP_gold.csv,755,10,A large man he was with eyen stepe,u Su S u S u S uS,u Su S u S u Su Sx,10,10,0,0
gold,GP_gold.csv,758,10,And of manhod him lakkede right naught,u S uS u SuS u S,S u Su S uSx u S,10,9,0,0
gold,GP_gold.csv,760,10,And after soper pleyen he bigan,u Su Su S u Su,u Su Su Su S uS,9,10,0,0
gold,GP_gold.csv,761,10,And spak of mirthe amonges othere thinges,u S u S uSu Su Su,u S u Sx uSu Sux Sx,11,10,0,1
gold,GP_gold.csv,766,10,I ne saugh this yeer so mery a companye,u S u S u S uS u SuS,        ,12,0,1,0
gold,GP_gold.csv,768,10,Fain wolde I doon yow mirthe wiste I how,u Su S u S u S u S,u Sx u S u Su Sx u S,10,10,0,0
gold,GP_gold.csv,770,10,To doon yow ese and it shal coste noght,u S u Su S u S u S,u S u Sx u S u Su S,10,10,0,0
gold,GP_gold.csv,784,10,But ye be mery I wol yeve yow min heed,u S u Su S u S u S u,u S u Sx u S ux S u S,11,10,0,1
gold,GP_gold.csv,790,10,Lordinges quod he now herkneth for the beste,uSu S u S uS u S u,uSu S u S uS u S xx,11,10,0,1
gold,GP_gold.csv,797,10,Of aventures that whilom han bifalle,u SuSu S uS u Su,u SuSx u Su S uSx,11,10,0,1
gold,GP_gold.csv,798,10,And which of yow that bereth him best of alle,u S u S u Su S u S u,u S u S u Sx u S u Sx,11,10,0,1
gold,GP_gold.csv,802,10,Here in this place sitting by this post,uS u S u Su S u S,ux S u Su Su S u S,10,10,0,0
gold,GP_gold.csv,803,10,Whan that we come again fro Caunterbury,u S u S uS u SuSu,      ,11,0,1,1
gold,GP_gold.csv,807,10,And whoso wol my jugement withseye,u Su S u SuS uS,     ,10,0,1,0
gold,GP_gold.csv,826,10,And gadrede us togidre in a flok,u SuS u Su S u S,u Sux S uSu S u S,10,10,0,0
gold,GP_gold.csv,827,10,And forth we riden a litel more than pas,u S u Su S uS u S u,u S u Sx u Su Sx u S,11,10,0,1
gold,GP_gold.csv,834,10,As ever mote I drinke win or ale,u Su Su S u S u S,u Su Sx u Su S u Sx,10,10,0,0
gold,GP_gold.csv,843,10,Ne studieth noght ley hond to every man,u Su S u S u Su S,u SuS u S u x Sxu S,10,10,0,0
gold,GP_gold.csv,853,10,As he that wis was and obedient,u S u S u S uSu,u S u S u S uSuS,9,10,0,0
